ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0048608	reproductive structure development	56/982	405/18862	2.19E-11	1.85E-09	1.12E-09	2706/6662/6423/638/10765/3206/83990/7022/10733/7421/81930/4188/8521/207/8626/54361/5245/56159/1045/6714/6299/5798/6422/6777/7110/329/5777/7476/558/5926/5594/23493/23411/8614/7042/7098/10116/7026/2624/5311/7472/1051/8648/10370/10272/3815/23414/2697/2295/3726/5468/130497/23462/408/3383/6943	56
BP	GO:0050863	regulation of T cell activation	49/982	327/18862	2.25E-11	1.88E-09	1.14E-09	1803/6659/3559/8379/54900/27240/51043/7001/9231/865/207/1949/84433/9466/246778/6714/6693/7189/6777/9402/975/5777/3146/1947/639/7535/8767/1845/7805/80762/3566/5290/10326/864/5295/1051/55824/604/1604/3600/5788/7048/3553/2534/10288/1326/3575/7704/857	49
BP	GO:0032943	mononuclear cell proliferation	45/982	285/18862	2.50E-11	2.05E-09	1.24E-09	6664/973/930/3559/1380/8379/7157/51043/7001/9231/84433/54361/9466/54106/246778/640/6693/7189/6777/958/975/5777/3146/1947/7535/8767/4615/4478/80762/695/8660/23228/1051/604/1604/7305/3600/683/5788/7048/7099/3553/2534/10288/3575	45
BP	GO:0061458	reproductive system development	56/982	408/18862	2.94E-11	2.37E-09	1.44E-09	2706/6662/6423/638/10765/3206/83990/7022/10733/7421/81930/4188/8521/207/8626/54361/5245/56159/1045/6714/6299/5798/6422/6777/7110/329/5777/7476/558/5926/5594/23493/23411/8614/7042/7098/10116/7026/2624/5311/7472/1051/8648/10370/10272/3815/23414/2697/2295/3726/5468/130497/23462/408/3383/6943	56
BP	GO:0022409	positive regulation of cell-cell adhesion	44/982	276/18862	3.01E-11	2.40E-09	1.45E-09	1803/6659/10076/3559/51043/865/207/1949/84433/9466/6714/7189/6777/9402/975/5777/3146/1947/7535/8767/3566/5329/5290/10326/864/5295/604/1604/10370/3600/10272/5788/7048/3553/2534/5420/10288/2113/3383/1326/3575/8013/7704/857	44
BP	GO:0031056	regulation of histone modification	30/982	141/18862	3.19E-11	2.50E-09	1.51E-09	4582/1111/1789/1786/11315/672/5079/7157/51043/8473/6598/64324/10856/1487/56848/10664/5587/23558/1025/25942/6497/5599/23411/6688/2624/10891/604/122953/3553/408	30
BP	GO:0030521	androgen receptor signaling pathway	16/982	40/18862	4.98E-11	3.86E-09	2.34E-09	3065/56937/11315/6597/5245/1616/10013/6422/9063/7110/9611/3275/23411/27086/1655/6943	16
BP	GO:0051101	regulation of DNA binding	27/982	118/18862	5.26E-11	4.02E-09	2.43E-09	6664/81620/11315/4488/1869/4188/2068/2072/387082/64324/6872/7114/22927/7189/8864/3146/25942/2959/6497/5599/23493/5329/4487/3725/5468/23462/3397	27
BP	GO:0060765	regulation of androgen receptor signaling pathway	13/982	25/18862	5.54E-11	4.17E-09	2.53E-09	3065/11315/6597/5245/10013/6422/9063/9611/3275/23411/27086/1655/6943	13
BP	GO:0016573	histone acetylation	31/982	153/18862	5.64E-11	4.19E-09	2.54E-09	4582/1111/11315/672/8607/8464/8473/6598/64769/10856/3054/1487/4654/6872/56848/10664/1387/23558/80314/25942/2959/10933/54556/23411/6688/2624/10891/8648/8850/3553/408	31
BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	41/982	250/18862	5.77E-11	4.24E-09	2.56E-09	2810/6790/2146/4085/6659/990/4582/1111/92421/81620/11200/1031/5710/8379/672/5700/995/51499/51451/7157/1869/5704/5706/9587/5682/5705/11073/8883/5719/1874/63967/8328/4303/5715/3275/25793/5311/7175/5325/1843/2273	41
BP	GO:0065004	protein-DNA complex assembly	40/982	241/18862	6.80E-11	4.92E-09	2.98E-09	6662/4171/51053/11339/81620/4172/23421/4331/2968/6597/5931/4174/1022/8607/4176/7157/4175/5704/5706/3014/6598/5705/2068/5928/1616/6872/55290/6047/7067/6908/2965/3146/902/2958/2959/7507/404672/23493/8554/6925	40
BP	GO:0050678	regulation of epithelial cell proliferation	52/982	374/18862	9.39E-11	6.71E-09	4.06E-09	4321/2810/6662/6423/6664/10765/4485/7421/7857/93974/1749/207/8626/5798/6422/5587/7476/3146/6667/57142/6868/6776/23411/7042/9104/7051/7026/55081/2624/10000/7472/3164/864/8837/51162/7075/2697/7099/6387/5468/130497/7128/4609/7010/3202/3397/7538/8013/94/7049/858/857	52
BP	GO:0006979	response to oxidative stress	58/982	444/18862	9.58E-11	6.76E-09	4.09E-09	2706/9833/2146/890/3315/3939/50507/2882/2539/11315/10280/10131/4841/7157/54929/7001/2068/207/387082/90441/10587/10013/55290/6714/5478/5798/4153/1965/5587/2241/25942/558/6667/5599/25793/5594/1718/1398/23411/11168/695/5311/133522/84919/10891/8837/653361/3725/2308/4170/8692/7099/2534/2113/1843/7128/8013/5743	58
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	39/982	234/18862	1.04E-10	7.21E-09	4.36E-09	1803/6659/3559/51043/865/207/1949/84433/9466/6714/7189/6777/9402/975/5777/3146/1947/7535/8767/3566/5290/10326/864/5295/604/1604/3600/5788/7048/3553/2534/10288/2113/3383/1326/3575/8013/7704/857	39
BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	26/982	113/18862	1.05E-10	7.21E-09	4.36E-09	3065/56937/11315/672/6597/865/8626/5245/1616/10013/6714/6422/23558/9063/7110/9611/3275/1408/23411/27086/1407/133522/57658/1655/4734/6943	26
BP	GO:0048568	embryonic organ development	55/982	412/18862	1.30E-10	8.81E-09	5.33E-09	6662/3217/6664/10804/10733/1749/3212/3198/4647/5079/7157/4188/8521/3218/2068/207/23314/3213/65979/3233/161882/1855/1045/6299/7849/6496/3204/5930/5594/9935/23493/7042/4487/7026/55081/2624/5311/7472/1051/8648/5087/10019/2022/10370/54345/3815/7048/23414/2295/3726/130497/23462/3202/2202/6943	55
BP	GO:0018393	internal peptidyl-lysine acetylation	31/982	158/18862	1.33E-10	8.93E-09	5.40E-09	4582/1111/11315/672/8607/8464/8473/6598/64769/10856/3054/1487/4654/6872/56848/10664/1387/23558/80314/25942/2959/10933/54556/23411/6688/2624/10891/8648/8850/3553/408	31
BP	GO:0001819	positive regulation of cytokine production	57/982	437/18862	1.48E-10	9.82E-09	5.94E-09	4321/3315/54209/5047/11315/672/23633/84433/161882/9466/54106/246778/4776/2547/6693/1387/7189/6777/5600/958/7110/975/3146/5144/10666/57506/9188/4790/8767/6778/4615/6868/26060/929/6095/7805/3566/7294/3394/7098/5336/7096/5295/1051/85480/7305/3600/5788/8692/7099/3553/10288/51311/8013/9173/5743/90865	57
BP	GO:0018394	peptidyl-lysine acetylation	32/982	168/18862	1.50E-10	9.82E-09	5.95E-09	6659/4582/1111/11315/672/8607/8464/8473/6598/64769/10856/3054/1487/4654/6872/56848/10664/1387/23558/80314/25942/2959/10933/54556/23411/6688/2624/10891/8648/8850/3553/408	32
BP	GO:0097191	extrinsic apoptotic signaling pathway	37/982	217/18862	1.60E-10	1.04E-08	6.27E-09	6423/2017/7857/11315/672/7001/207/5499/5979/117584/10616/1616/6714/7015/6422/64112/5894/8682/26060/2872/1540/7042/7098/599/10116/5295/8837/4170/5788/355/8692/3553/2534/3383/7128/90865/857	37
BP	GO:0006475	internal protein amino acid acetylation	31/982	160/18862	1.85E-10	1.19E-08	7.19E-09	4582/1111/11315/672/8607/8464/8473/6598/64769/10856/3054/1487/4654/6872/56848/10664/1387/23558/80314/25942/2959/10933/54556/23411/6688/2624/10891/8648/8850/3553/408	31
BP	GO:0050673	epithelial cell proliferation	56/982	428/18862	1.91E-10	1.21E-08	7.32E-09	4321/2810/2191/6662/6423/6664/10765/4485/7421/7857/93974/1749/207/8626/5798/6422/5587/7476/3146/6667/5594/57142/6868/6776/23411/7042/9104/7051/7026/55081/2624/10000/7472/3164/864/1051/8837/51162/3815/7075/2697/7099/6387/5468/130497/7128/4609/7010/3202/3397/7538/8013/94/7049/858/857	56
BP	GO:0038093	Fc receptor signaling pathway	39/982	239/18862	1.98E-10	1.24E-08	7.50E-09	5710/5700/5296/6464/5704/5706/5682/5705/84433/8517/5719/6714/7189/9402/7462/2241/5581/5715/10458/4790/5599/5594/26060/1398/695/5290/5336/3937/5295/5906/3725/9846/3702/919/3815/5788/2206/2534/8013	39
BP	GO:0051403	stress-activated MAPK cascade	41/982	261/18862	2.27E-10	1.41E-08	8.51E-09	222643/6423/2873/1852/8841/207/90441/4878/1616/54106/8517/5478/5911/6422/7189/5600/9611/7476/56940/3146/4790/8767/5599/5594/4615/1845/3480/1540/7042/7098/6688/653361/2308/355/7099/1490/3553/1843/1326/4609/7538	41
BP	GO:0051090	regulation of DNA-binding transcription factor activity	57/982	444/18862	2.74E-10	1.68E-08	1.02E-08	2146/5987/11315/6597/7001/4188/6598/27148/11074/207/84433/6929/10616/54106/84875/8517/6872/5478/55072/7114/10014/7189/114/5587/5600/2241/958/3275/57506/7706/4790/8767/5599/5594/4615/23411/1540/695/7098/5311/133522/7472/10891/8837/3725/11213/5583/2621/3815/7099/3553/5468/408/3383/7128/3397/857	57
BP	GO:0072331	signal transduction by p53 class mediator	41/982	263/18862	2.88E-10	1.75E-08	1.06E-08	2810/6790/6659/4582/1111/83990/3065/8805/11200/57646/672/5931/995/51499/545/9521/7157/6873/1869/1108/207/11073/64769/8626/7161/5928/117584/6872/1874/6908/5600/10397/10210/10614/7159/23411/3090/4487/1655/8493/5325	41
BP	GO:0050870	positive regulation of T cell activation	36/982	212/18862	3.17E-10	1.90E-08	1.15E-08	1803/6659/3559/51043/865/207/1949/84433/9466/6714/7189/6777/9402/975/5777/3146/1947/7535/8767/3566/5290/10326/864/5295/604/1604/3600/5788/7048/3553/2534/10288/1326/3575/7704/857	36
BP	GO:0050679	positive regulation of epithelial cell proliferation	35/982	203/18862	3.65E-10	2.17E-08	1.31E-08	4321/6662/6664/10765/4485/7857/1749/207/8626/5798/6422/5587/7476/3146/6667/57142/6868/6776/23411/7051/2624/10000/7472/3164/8837/51162/7099/6387/130497/7128/4609/7010/3397/8013/858	35
BP	GO:0031098	stress-activated protein kinase signaling cascade	42/982	276/18862	3.77E-10	2.21E-08	1.34E-08	222643/6423/2873/1852/440193/8841/207/90441/4878/1616/54106/8517/5478/5911/6422/7189/5600/9611/7476/56940/3146/4790/8767/5599/5594/4615/1845/3480/1540/7042/7098/6688/653361/2308/355/7099/1490/3553/1843/1326/4609/7538	42
BP	GO:0001667	ameboidal-type cell migration	59/982	473/18862	4.15E-10	2.41E-08	1.46E-08	2191/6662/1803/3315/7857/7429/5025/708/207/51094/65979/5979/117584/10013/6714/7114/51564/10014/5587/2241/958/5581/23129/7476/3146/1947/6667/57142/6868/26060/6776/8503/23411/27086/7042/5290/5336/7026/2624/10000/3164/1948/23499/54345/51421/3815/7048/2697/8692/5468/6237/2113/7010/3397/94/284/5743/1003/9590	59
BP	GO:1902275	regulation of chromatin organization	33/982	185/18862	4.67E-10	2.68E-08	1.62E-08	4582/1111/3159/1789/1786/11315/672/5079/7157/51043/8473/6598/64324/10856/84875/1487/56848/10664/5587/23558/1025/25942/6497/5599/23411/6688/2624/7175/10891/604/122953/3553/408	33
BP	GO:0032869	cellular response to insulin stimulus	37/982	226/18862	5.25E-10	2.99E-08	1.81E-08	376267/2058/79837/5296/6464/51043/8473/207/51094/7249/6714/10014/4303/529/2241/10458/6667/3480/26060/80318/8503/23411/5305/5290/51763/8660/5295/2549/8837/2308/5140/8850/3553/5468/51762/9365/858	37
BP	GO:0002218	activation of innate immune response	29/982	148/18862	5.40E-10	3.04E-08	1.84E-08	4582/5710/4841/5700/5704/5706/5682/5705/84433/8517/5719/6714/2547/1387/7189/5715/5894/3146/25942/57506/4790/10614/5336/50856/100132285/7305/7099/2534/3824	29
BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	20/982	73/18862	5.48E-10	3.05E-08	1.85E-08	3065/11315/672/6597/865/8626/5245/10013/6714/6422/23558/9063/9611/3275/1408/23411/27086/1407/1655/6943	20
BP	GO:1903793	positive regulation of anion transport	59/982	478/18862	6.26E-10	3.45E-08	2.09E-08	2810/6659/54209/51499/5025/5296/7157/8841/1869/207/23204/8626/7161/553/10657/50855/6714/5478/7015/55072/640/9495/114/5581/7110/975/2181/5715/552/10075/114897/7323/7376/57506/5599/5594/26060/945/7159/23411/7042/25924/8660/7175/5295/5906/1051/2621/2697/8692/7099/6387/4628/3553/2534/51762/55450/8013/857	59
BP	GO:0071496	cellular response to external stimulus	44/982	303/18862	6.63E-10	3.63E-08	2.19E-08	6662/6423/3171/1111/83990/8805/54474/7421/7157/207/54361/4654/6422/22927/1965/5587/958/552/558/4790/5599/5594/4615/166/54407/23411/7098/8493/8648/3759/3725/2022/2308/3600/7071/2621/5788/355/2697/7099/3553/5468/51311/3383	44
BP	GO:0048872	homeostasis of number of cells	39/982	249/18862	6.81E-10	3.69E-08	2.23E-08	6662/2146/6659/3171/608/3559/2539/93974/27240/3313/7001/2068/207/84433/161882/9133/7067/6777/55646/3146/558/5926/9935/51621/6868/6688/2624/10000/1831/604/10019/3815/355/2113/7128/3575/3202/7538/7049	39
BP	GO:0051100	negative regulation of binding	30/982	159/18862	7.12E-10	3.82E-08	2.31E-08	6790/6664/11315/4488/1869/4188/207/5499/2072/387082/161882/10856/1855/4654/6872/4776/7114/22927/8864/25942/5599/23493/166/4487/3725/4133/23462/3397/154/857	30
BP	GO:0070482	response to oxygen levels	51/982	385/18862	8.10E-10	4.30E-08	2.60E-08	1803/890/83990/3939/50507/1789/5710/5700/7157/1869/5704/5706/5682/5705/2068/6839/207/23256/5719/4654/6714/7015/1387/6422/5581/329/5715/5894/10397/6868/6095/23411/8614/7042/10891/8837/2308/10370/7048/355/6387/1490/5468/2113/863/3383/4609/7010/5743/7049/857	51
BP	GO:0048511	rhythmic process	43/982	294/18862	8.28E-10	4.32E-08	2.62E-08	7153/2146/10765/3065/8914/3615/4841/26233/7157/8841/8473/6839/1453/5499/4862/3172/6714/5798/1387/6777/8864/9611/25942/10075/558/6667/5599/1408/6095/23411/7042/1407/1655/10891/8648/3725/8850/7071/5468/2113/408/3397/3400	43
BP	GO:0060759	regulation of response to cytokine stimulus	33/982	189/18862	8.29E-10	4.32E-08	2.62E-08	4321/54209/865/3455/117584/10616/8517/55072/329/5777/1997/7376/57506/558/8767/6868/166/7805/7294/1540/10019/8554/11213/85480/146722/2621/5788/7099/5468/7128/3977/284/857	33
BP	GO:0070663	regulation of leukocyte proliferation	38/982	241/18862	9.28E-10	4.79E-08	2.90E-08	6664/3559/8379/51043/9231/84433/9466/54106/246778/640/6693/7189/6777/958/975/5777/3146/1947/7535/8767/5594/4615/80762/695/8660/1051/604/1604/7305/3600/683/5788/7048/7099/3553/10288/7128/90865	38
BP	GO:0035065	regulation of histone acetylation	17/982	54/18862	1.01E-09	5.14E-08	3.11E-08	4582/1111/11315/672/6598/10856/1487/56848/10664/23558/25942/23411/6688/2624/10891/3553/408	17
BP	GO:0032872	regulation of stress-activated MAPK cascade	32/982	181/18862	1.08E-09	5.47E-08	3.31E-08	222643/6423/8841/207/90441/4878/54106/5478/5911/6422/7189/9611/7476/56940/3146/8767/5594/4615/1845/3480/1540/7042/7098/6688/653361/2308/355/7099/1490/3553/1843/4609	32
BP	GO:0008286	insulin receptor signaling pathway	28/982	143/18862	1.09E-09	5.47E-08	3.31E-08	79837/5296/6464/51043/8473/207/51094/7249/6714/4303/529/2241/10458/3480/26060/80318/8503/23411/5305/5290/51763/8660/5295/2549/2308/3553/9365/858	28
BP	GO:0032640	tumor necrosis factor production	30/982	162/18862	1.14E-09	5.66E-08	3.43E-08	3315/54209/5987/9466/54106/4776/56848/6693/5777/3146/57506/558/8767/4615/945/929/27086/7098/7096/50856/5295/11213/7305/2621/5788/7099/7128/7538/284/90865	30
BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	40/982	266/18862	1.41E-09	6.89E-08	4.17E-08	5987/11315/6597/6598/27148/11074/207/84433/6929/10616/54106/8517/6872/5478/55072/10014/7189/114/5587/2241/958/57506/7706/4790/8767/4615/695/7098/133522/7472/10891/8837/11213/5583/3815/7099/3553/5468/3383/857	40
BP	GO:0051251	positive regulation of lymphocyte activation	48/982	356/18862	1.42E-09	6.89E-08	4.17E-08	1803/6659/3559/51043/865/207/1949/84433/9466/54106/6714/2547/7189/6777/9402/958/975/5777/3146/1947/8741/558/7535/8767/4615/3566/695/5290/8660/10326/864/5295/604/1604/7305/3600/2621/683/5788/7048/7099/3553/2534/10288/1326/3575/7704/857	48
BP	GO:2000756	regulation of peptidyl-lysine acetylation	18/982	62/18862	1.42E-09	6.89E-08	4.17E-08	6659/4582/1111/11315/672/6598/10856/1487/56848/10664/23558/25942/23411/6688/2624/10891/3553/408	18
BP	GO:0043407	negative regulation of MAP kinase activity	20/982	77/18862	1.54E-09	7.39E-08	4.48E-08	6423/2873/1852/54900/4878/6422/5777/5998/1849/1845/51763/5515/81848/1844/10019/11213/8692/3553/1843/857	20
BP	GO:0010631	epithelial cell migration	48/982	357/18862	1.56E-09	7.42E-08	4.49E-08	2191/6662/1803/3315/7857/7429/5025/207/51094/10013/6714/7114/51564/10014/5587/958/5581/23129/7476/3146/6667/57142/6868/6776/8503/23411/27086/7042/5290/5336/7026/2624/10000/3164/1948/23499/54345/3815/7048/5468/6237/2113/7010/3397/94/284/5743/1003	48
BP	GO:0032868	response to insulin	41/982	278/18862	1.59E-09	7.52E-08	4.55E-08	376267/2058/79837/5296/6464/51043/8473/790/207/51094/7249/6714/5798/10014/4303/529/2241/10458/6667/3480/26060/80318/8503/23411/5305/5290/51763/1407/8660/5295/2549/8837/2308/5140/8850/3553/5468/51762/3383/9365/858	41
BP	GO:0010639	negative regulation of organelle organization	47/982	346/18862	1.65E-09	7.68E-08	4.65E-08	7153/4171/4085/1111/81620/8379/4331/7429/672/9026/51499/51451/8326/7157/55607/3925/128866/9587/207/2072/23256/7249/10013/57731/6714/54998/119/7114/23293/25876/146691/10075/116985/5290/29767/51763/7175/5295/10395/10891/4133/8850/7111/85358/10288/1843/1003	47
BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	32/982	184/18862	1.65E-09	7.68E-08	4.65E-08	222643/6423/8841/207/90441/4878/54106/5478/5911/6422/7189/9611/7476/56940/3146/8767/5594/4615/1845/3480/1540/7042/7098/6688/653361/2308/355/7099/1490/3553/1843/4609	32
BP	GO:0019058	viral life cycle	47/982	348/18862	1.99E-09	9.04E-08	5.47E-08	7153/1803/23601/92421/5987/5479/1380/4061/26762/3609/128866/23633/6598/81559/11074/1949/51534/27336/5245/84875/1487/9189/5478/7415/975/8724/10318/57506/558/7706/9525/57132/51763/4774/7175/1948/2494/1604/4734/8638/2621/8692/4360/3383/23327/858/857	47
BP	GO:2001233	regulation of apoptotic signaling pathway	47/982	348/18862	1.99E-09	9.04E-08	5.47E-08	6423/4582/2017/3315/3065/7857/11315/672/10131/4841/51499/8326/7157/54929/7001/26574/207/5499/8626/54361/5979/117584/10616/4776/6714/5478/7015/6422/5894/8682/23411/5329/1540/599/4487/10116/8837/4170/5788/355/8692/6387/3553/2534/3383/7128/857	47
BP	GO:0006470	protein dephosphorylation	45/982	325/18862	1.99E-09	9.04E-08	5.47E-08	5523/10076/11123/5531/1852/995/5774/5527/5499/65979/333926/27071/5528/5511/5478/8555/5798/84867/11122/8556/151987/5777/56940/5520/1849/1845/945/8036/1408/221692/57718/9104/5515/84919/10395/8493/1844/5799/11099/116154/5788/10288/1843/5787/1003	45
BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	37/982	237/18862	2.04E-09	9.19E-08	5.56E-08	4085/6659/7965/11315/672/8841/8473/207/7329/1616/84875/6872/5478/8555/7415/7189/8864/1025/5581/329/10318/10075/83593/10210/64359/8767/8452/7805/80762/1407/8554/2295/2534/408/7128/284/857	37
BP	GO:0090132	epithelium migration	48/982	360/18862	2.06E-09	9.19E-08	5.56E-08	2191/6662/1803/3315/7857/7429/5025/207/51094/10013/6714/7114/51564/10014/5587/958/5581/23129/7476/3146/6667/57142/6868/6776/8503/23411/27086/7042/5290/5336/7026/2624/10000/3164/1948/23499/54345/3815/7048/5468/6237/2113/7010/3397/94/284/5743/1003	48
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	30/982	167/18862	2.41E-09	1.07E-07	6.46E-08	3315/54209/5987/9466/54106/4776/56848/6693/5777/3146/57506/558/8767/4615/945/929/27086/7098/7096/50856/5295/11213/7305/2621/5788/7099/7128/7538/284/90865	30
BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	41/982	282/18862	2.45E-09	1.07E-07	6.46E-08	222643/3315/3065/5987/207/84433/387082/10616/54106/8517/56848/55072/10758/7189/5587/958/5581/329/10318/7088/57506/9188/7706/9516/8767/4615/929/6095/80762/23411/695/7098/6398/8837/2697/7099/3553/2534/51311/7128/284	41
BP	GO:0000077	DNA damage checkpoint	28/982	148/18862	2.46E-09	1.07E-07	6.46E-08	2810/6790/6659/4582/1111/79184/83990/11200/54962/57646/672/995/51499/545/7157/1869/3014/9577/11073/1874/8555/63967/4303/51720/51322/1407/10116/5325	28
BP	GO:0001959	regulation of cytokine-mediated signaling pathway	31/982	177/18862	2.49E-09	1.07E-07	6.46E-08	4321/54209/865/3455/117584/10616/8517/55072/329/5777/1997/7376/57506/558/8767/6868/7805/7294/1540/10019/8554/11213/85480/146722/2621/5788/5468/7128/3977/284/857	31
BP	GO:1901796	regulation of signal transduction by p53 class mediator	31/982	177/18862	2.49E-09	1.07E-07	6.46E-08	6790/4582/1111/83990/3065/8805/11200/672/5931/51499/545/9521/7157/6873/1108/207/11073/64769/8626/7161/5928/117584/6872/6908/5600/10614/7159/23411/3090/4487/1655	31
BP	GO:0090130	tissue migration	48/982	365/18862	3.26E-09	1.39E-07	8.39E-08	2191/6662/1803/3315/7857/7429/5025/207/51094/10013/6714/7114/51564/10014/5587/958/5581/23129/7476/3146/6667/57142/6868/6776/8503/23411/27086/7042/5290/5336/7026/2624/10000/3164/1948/23499/54345/3815/7048/5468/6237/2113/7010/3397/94/284/5743/1003	48
BP	GO:0032680	regulation of tumor necrosis factor production	29/982	160/18862	3.60E-09	1.52E-07	9.19E-08	3315/54209/5987/9466/54106/4776/6693/5777/3146/57506/558/8767/4615/945/929/27086/7098/7096/50856/5295/11213/7305/2621/5788/7099/7128/7538/284/90865	29
BP	GO:0006473	protein acetylation	33/982	200/18862	3.68E-09	1.53E-07	9.26E-08	6659/4582/1111/11315/672/8607/8464/8473/6598/64769/10856/3054/1487/4654/6872/56848/10664/1387/23558/80314/25942/2959/10933/54556/23411/6688/2624/10891/8648/2308/8850/3553/408	33
BP	GO:0050866	negative regulation of cell activation	33/982	200/18862	3.68E-09	1.53E-07	9.26E-08	6664/3559/8379/54900/51043/7001/9231/865/133396/640/6693/6422/2241/5777/3146/114897/558/25793/1845/7805/80762/3566/695/864/1051/55824/604/10019/7305/146722/5788/10288/7128	33
