ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030522	intracellular receptor signaling pathway	80/1983	274/18862	6.09E-18	8.55E-16	4.78E-16	7291/672/3654/3065/10498/8644/8626/11331/3174/8805/5469/3952/6597/2063/1399/865/23019/7334/1616/9698/10013/8856/8928/2649/3172/5915/6714/5465/9612/10002/2099/5458/6257/2103/7316/51341/9667/2874/7067/9604/5914/3275/7110/2033/23586/7314/6096/9611/55325/7189/6397/6258/6774/6256/6095/2494/10392/26191/7376/3301/10413/133522/1540/1390/8648/4792/7026/3717/196/2908/2171/1407/3164/7068/5241/1408/7099/7025/5468/4306	80
GO:0007409	axonogenesis	112/1983	460/18862	7.13E-18	9.78E-16	5.47E-16	6696/1382/1945/7070/2049/1000/4902/6683/8851/6712/2886/2017/10890/7422/5457/6464/2290/54910/5062/5747/3326/56288/682/2045/55816/5979/5063/3320/10505/6710/3897/5454/8153/4854/1267/2011/6405/1496/2596/2664/3984/2668/10048/9175/9260/1002/2253/9024/10013/2046/5786/596/26230/4684/4137/5015/8831/6714/5578/5458/8997/5663/10818/4035/7155/84446/5595/3799/8828/4756/23077/8829/2675/4135/1796/5909/10479/7074/2674/2625/7414/55715/6277/322/1009/7430/6709/8650/3676/220164/1436/1123/214/9706/51466/2549/5295/23303/659/5880/6711/66008/53358/2534/1948/9846/1959/57556/5588/6586/23767/59277	112
GO:0060284	regulation of cell development	116/1983	485/18862	7.74E-18	1.04E-15	5.81E-16	6696/6790/1382/4192/53335/55502/7070/429/7804/5270/3706/3065/8851/10562/7422/8600/5457/3066/3148/1869/2290/54910/2045/5979/1746/80823/5063/7157/6223/10505/3897/3207/2931/8153/816/170506/6405/23236/11221/1399/7161/6993/2664/4880/3213/3984/9175/4654/388585/1002/10636/6009/596/1793/26230/63925/4137/8831/4763/4771/2475/6239/5458/8997/5663/23405/4035/8434/23013/9294/8829/4135/537/5108/9475/7074/6604/7414/9759/5789/1495/118/4882/8650/5530/10413/5764/8864/3611/1398/4067/2316/6497/5583/659/66008/3976/9693/7472/7068/4739/7424/3815/7097/1959/57556/55679/3553/81848/7305/4311/4036/7122/5468/3569/1910	116
GO:0031349	positive regulation of defense response	95/1983	361/18862	1.08E-17	1.41E-15	7.89E-16	4321/4192/7292/5704/5710/8600/3148/5062/5716/5713/5700/5707/3265/4862/9641/3673/5469/5063/3320/10084/1956/6223/84433/8792/23097/3735/81793/54106/10432/6714/30835/9861/1387/57506/8454/5595/8723/9491/5359/5008/10666/2033/2867/7294/5336/10614/7189/3385/91662/5294/117157/10392/3916/6850/961/5699/3603/5894/85480/8737/4067/2069/6280/4792/2697/3600/3717/51284/2113/5580/10125/3606/4790/1050/50856/2534/54209/4208/6279/7099/7097/695/51311/2207/718/8807/3553/7098/3055/3384/7305/9173/185/6283/3569	95
GO:0043491	protein kinase B signaling	79/1983	273/18862	1.74E-17	2.24E-15	1.25E-15	9368/930/6662/8644/8600/6199/10016/1739/5747/3326/7295/5296/5979/1950/3667/3320/1956/3952/6198/3480/2251/3643/2248/2253/8822/145957/2912/2249/2475/6714/5465/9542/2250/2099/5795/10818/2260/4916/9863/5008/207/10193/2876/5159/5294/23533/2625/8503/59338/8817/2254/1263/2066/2889/685/558/2069/2549/5295/942/5880/6934/3606/2534/5287/409/3815/2247/10253/6237/2621/10019/3553/7010/1440/4036/9365/284/9314	79
GO:1903131	mononuclear cell differentiation	103/1983	411/18862	1.85E-17	2.32E-15	1.30E-15	4192/4436/973/7292/4323/930/3559/8544/2175/2648/9093/7422/100/7001/3696/578/5469/1021/7157/8326/246778/3952/84433/1380/581/1493/8808/11221/865/8563/640/974/55846/133396/54106/2623/7471/22985/596/2529/3718/6693/2475/3565/6146/5795/5663/51341/959/2874/9655/2322/4627/150372/3707/3635/5914/2033/10014/10193/2185/5336/7189/7535/6774/2625/944/6095/116071/9759/26191/6850/914/3676/1436/57630/558/4067/23228/1794/5295/1880/942/604/56998/3600/3606/2242/5777/54209/3566/3815/3574/1316/695/2621/2207/5590/3553/3575/7704/5468/3569	103
GO:0030099	myeloid cell differentiation	104/1983	419/18862	2.65E-17	3.26E-15	1.82E-15	4318/54892/3217/3065/8544/6772/836/7422/8600/5457/3148/3276/5929/27102/3696/5469/1021/6223/2068/8792/2778/865/8563/87/1432/9644/133396/80279/2623/10935/22985/23054/3718/2056/9855/2475/6714/5578/6208/5458/3565/5663/842/1387/51341/5925/4627/7067/3707/3635/5914/2033/537/10193/2185/669/6886/5305/7189/6774/2625/116071/118/8737/3958/5579/133522/1436/4067/5295/4792/5926/1880/604/56998/3600/3717/2624/2113/10398/84959/1030/3976/2242/1050/5777/54209/4208/2719/3726/3815/9846/7099/7097/1441/5588/10019/7098/9770/7305/1440/760/7704/5468	104
GO:0007568	aging	84/1983	304/18862	3.65E-17	4.40E-15	2.46E-15	2305/3861/7291/1728/3868/1111/8438/9212/4436/11200/4316/50507/27101/83596/3654/10498/9521/2956/9093/6185/328/9076/100/5079/2290/1788/8626/51022/3265/578/1021/5423/545/7157/3952/2931/2068/6198/1267/5933/7015/1432/5074/4904/7486/2775/7054/2915/7471/596/2056/2475/7352/5663/4035/7799/5595/4303/2934/10533/10000/3635/207/490/5159/1495/5621/55607/4215/5530/10891/604/3600/5580/1030/7077/3689/1026/1410/9104/4311/3383/9365/1910	84
GO:0046651	lymphocyte proliferation	80/1983	282/18862	3.91E-17	4.56E-15	2.55E-15	100133941/973/7292/930/3559/952/3329/836/9093/100/1739/7001/7157/246778/3952/84433/1380/581/1493/640/5074/54106/9479/596/3718/6693/7293/63925/2056/3596/30835/3565/959/2322/3635/4690/9466/7189/7535/5294/944/5621/26191/6850/148022/5699/8764/4478/3958/57630/4067/23228/1794/1880/942/604/3600/57162/5880/5580/896/10125/196/3606/5777/2534/4615/4208/1026/3574/7099/6385/695/5588/3553/7940/7305/3575/11326/3569	80
GO:0048015	phosphatidylinositol-mediated signaling	63/1983	192/18862	3.93E-17	4.56E-15	2.55E-15	7291/9368/5270/6662/5747/5296/1950/8394/3667/79837/957/1956/3952/6198/23236/3480/3643/2056/4763/6714/2057/5595/2260/2322/4916/2934/5330/4058/51196/5008/207/2321/5305/5286/5159/5294/23533/2625/59338/5863/7430/2066/1436/4067/23228/2549/5295/3717/3606/5777/2534/5287/653361/4883/5783/3815/9846/2247/7010/1440/6403/284/9314	63
GO:0000187	activation of MAPK activity	55/1983	154/18862	5.65E-17	6.44E-15	3.60E-15	983/3654/1852/8600/6464/7001/5979/1950/136/5063/4293/1399/7161/1432/5605/7334/3643/9175/5478/1616/5148/2914/4294/5609/238/2911/7316/10818/959/5595/4916/4296/9294/51196/25759/1849/9064/7314/7189/7786/6416/5602/10392/4217/6850/1847/9043/8737/1902/3815/7099/1848/2247/3553/2690	55
GO:0032943	mononuclear cell proliferation	80/1983	285/18862	7.68E-17	8.59E-15	4.80E-15	100133941/973/7292/930/3559/952/3329/836/9093/100/1739/7001/7157/246778/3952/84433/1380/581/1493/640/5074/54106/9479/596/3718/6693/7293/63925/2056/3596/30835/3565/959/2322/3635/4690/9466/7189/7535/5294/944/5621/26191/6850/148022/5699/8764/4478/3958/57630/4067/23228/1794/1880/942/604/3600/57162/5880/5580/896/10125/196/3606/5777/2534/4615/4208/1026/3574/7099/6385/695/5588/3553/7940/7305/3575/11326/3569	80
GO:0070997	neuron death	90/1983	342/18862	7.88E-17	8.65E-15	4.84E-15	4192/1728/23657/4605/54541/2597/664/4436/429/26355/7965/8851/836/5457/23321/8626/3326/5700/2045/3265/80823/997/5063/5423/6733/7157/8326/58533/2931/581/7015/2668/1616/2253/7471/2914/134/80331/596/4137/2056/116986/8831/4763/3596/2475/5465/2895/6548/208/2904/5663/4035/5925/10533/4296/207/2185/22800/7314/5921/7786/6416/2625/9759/5621/4217/2561/4170/558/4671/10891/23368/5966/3717/10763/7068/2534/3689/4208/409/1948/3162/7099/1718/3684/7305/1440/6505/284	90
GO:0006979	response to oxidative stress	107/1983	444/18862	8.63E-17	9.30E-15	5.20E-15	4318/890/1728/4314/23657/6278/1894/664/10105/4323/50507/1719/3939/8644/952/11235/836/328/2882/100/3066/8877/51022/7001/7444/7295/55290/578/54929/2950/1956/7157/2068/1017/6780/5074/5478/2071/7486/2775/488/7296/2253/10636/10013/10935/7471/5893/26287/596/2168/8428/4137/7352/6714/2176/4313/5663/6546/5595/135112/11168/5601/10533/207/2185/4548/2876/2241/5159/4520/59338/5621/4217/1263/2308/8737/4170/1398/133522/140885/558/1536/10628/5587/10891/2983/84919/3717/2113/5580/2534/653361/3162/7099/1410/1843/4689/695/1718/8807/4688/6505/9314/948/358/3569	107
GO:0007159	leukocyte cell-cell adhesion	94/1983	366/18862	8.89E-17	9.41E-15	5.26E-15	4192/100133941/7070/7292/50512/3559/3654/54900/3329/836/9093/8600/100/1739/7001/5062/119/5063/3952/84433/2650/1493/8808/11221/865/57126/5074/8174/1445/2529/3718/6693/2056/6714/5465/30835/3565/959/9655/1845/3707/5914/4690/207/9466/10332/7189/7535/2625/5621/26191/6850/961/10326/7430/3676/8764/4478/3958/140885/4067/6280/5295/942/604/3600/57162/2113/3678/5880/3606/5777/2534/3689/3566/6279/3574/6385/55824/5588/5590/3553/3575/1326/5175/3383/6403/7704/9314/11326/58494/6401/3569/4973	94
GO:0048017	inositol lipid-mediated signaling	63/1983	196/18862	1.23E-16	1.28E-14	7.15E-15	7291/9368/5270/6662/5747/5296/1950/8394/3667/79837/957/1956/3952/6198/23236/3480/3643/2056/4763/6714/2057/5595/2260/2322/4916/2934/5330/4058/51196/5008/207/2321/5305/5286/5159/5294/23533/2625/59338/5863/7430/2066/1436/4067/23228/2549/5295/3717/3606/5777/2534/5287/653361/4883/5783/3815/9846/2247/7010/1440/6403/284/9314	63
GO:0042063	gliogenesis	79/1983	283/18862	1.70E-16	1.74E-14	9.71E-15	983/4192/664/429/7804/4323/5270/6662/1000/10397/3065/8851/3066/1869/2290/1031/8892/56288/118738/3766/1746/1021/2950/1956/5454/2068/1267/11221/1399/7161/8890/2596/5453/83933/388585/1445/6009/8521/4137/53616/4763/4771/2475/208/2250/5663/6547/23405/4035/79885/5595/2934/207/928/2185/7074/6886/1128/6774/5764/11076/1436/4067/1902/6280/6497/1880/5583/3976/3459/54209/6279/7099/7097/1959/3553/4036/5468/3569	79
GO:0045785	positive regulation of cell adhesion	103/1983	425/18862	2.19E-16	2.20E-14	1.23E-14	4192/100133941/7070/3728/7292/5645/3559/3654/3329/9093/10562/7422/8600/100/5062/3685/5979/3673/1021/5063/3952/84433/1493/8808/11221/1399/865/1445/2529/3718/1793/2056/6714/30835/5578/6239/3565/5795/959/9655/6789/3707/5914/8829/4690/207/3716/2185/9466/7189/7535/2625/5329/26191/6850/9647/961/10326/5530/3676/5764/8764/3611/1398/140885/3675/4067/2316/7402/30008/5295/942/604/3600/3717/2113/3678/3976/7082/3606/5777/2534/3689/3566/4739/3574/6385/6237/5588/5590/55679/3553/3491/7010/3575/1326/3383/6403/284/7704/948/6401/3569	103
GO:0045787	positive regulation of cell cycle	98/1983	395/18862	2.31E-16	2.22E-14	1.24E-14	891/6790/10635/983/10615/990/29127/2191/1163/1111/1164/2237/81620/10926/9212/1894/429/11200/672/1019/10733/993/6683/10498/8851/4331/5885/7517/5889/9585/328/5457/1869/2290/5902/8877/3276/995/11331/5753/5716/3326/1950/904/1820/5469/9587/29899/1956/6733/7157/996/8326/4849/6198/581/1017/7015/23236/23019/8563/7161/9984/3643/29883/55124/1874/2253/9371/7709/6714/23476/5578/8556/5925/4303/1845/5359/85456/5914/2033/207/9475/6604/6886/5159/1263/5514/5934/6737/685/5087/2069/896/1026/2627/5325/3553	98
GO:0002429	immune response-activating cell surface receptor signaling pathway	112/1983	481/18862	2.32E-16	2.22E-14	1.24E-14	7070/973/930/5704/54900/952/5710/100/5079/5062/5747/5716/8892/3326/5713/5700/5707/5296/3265/5063/3320/29085/84433/1380/581/1493/1399/865/55072/10603/640/8890/3984/5074/7334/974/1445/596/8976/1793/6714/30835/5795/9861/5663/1387/7006/2874/8454/5595/9491/150372/1845/3635/53347/5359/26060/4651/4690/10666/2033/2533/2867/7294/5906/5336/7189/7535/3385/147179/1997/2625/59338/7456/4641/27040/5621/26191/6850/961/2212/7430/5699/5894/2889/3958/5579/1398/4067/9404/23228/5295/660/5583/3937/5580/719/919/4790/50856/5777/2534/4208/9844/55824/695/5588/2207/3055/3384/7305/84106	112
GO:0002757	immune response-activating signal transduction	112/1983	481/18862	2.32E-16	2.22E-14	1.24E-14	7070/973/930/5704/54900/952/5710/100/5079/5062/5747/5716/8892/3326/5713/5700/5707/5296/3265/5063/3320/29085/84433/1380/581/1493/1399/865/55072/10603/640/8890/3984/5074/7334/974/1445/596/8976/1793/6714/30835/5795/9861/5663/1387/7006/2874/8454/5595/9491/150372/1845/3635/53347/5359/26060/4651/4690/10666/2033/2533/2867/7294/5906/5336/7189/7535/3385/147179/1997/2625/59338/7456/4641/27040/5621/26191/6850/961/2212/7430/5699/5894/2889/3958/5579/1398/4067/9404/23228/5295/660/5583/3937/5580/719/919/4790/50856/5777/2534/4208/9844/55824/695/5588/2207/3055/3384/7305/84106	112
GO:0051896	regulation of protein kinase B signaling	72/1983	247/18862	3.07E-16	2.89E-14	1.62E-14	9368/930/8644/8600/10016/1739/5747/3326/7295/5296/5979/1950/3667/3320/1956/3952/3480/2251/3643/2248/2253/8822/145957/2912/2249/2475/6714/5465/9542/2250/2099/5795/10818/2260/4916/9863/5008/207/10193/2876/5159/5294/23533/2625/59338/8817/2254/2066/2889/685/558/2069/2549/5295/942/5880/6934/3606/2534/409/3815/2247/10253/6237/2621/10019/7010/1440/4036/9365/284/9314	72
GO:0070482	response to oxygen levels	96/1983	385/18862	3.32E-16	3.08E-14	1.72E-14	891/890/7291/54541/100133941/1789/83990/664/768/1019/26355/4323/50507/3939/7184/5704/10397/3654/952/836/1365/5228/7422/5710/100/3066/1869/1788/11331/5716/5713/6839/5700/5707/3673/5423/7157/3952/2068/7015/8751/4880/4843/4654/7054/134/596/2168/2056/4763/2475/7352/6714/5465/6548/846/5458/4313/9861/6546/7316/6547/1387/9491/10533/665/2033/537/207/2185/7314/9475/5159/6095/1263/5699/2308/5894/5764/9114/1902/1536/10891/2113/1026/283/7424/3162/7097/1410/2627/7010/3383/6505/5468/358	96
GO:0051897	positive regulation of protein kinase B signaling	58/1983	175/18862	4.17E-16	3.81E-14	2.13E-14	930/8644/8600/5747/3326/7295/5296/5979/1950/3667/3320/1956/3952/3480/2251/3643/2248/2253/8822/145957/2249/2475/6714/9542/2250/2099/5795/10818/2260/5008/2876/5159/5294/23533/2625/8817/2254/2066/685/558/2069/2549/5295/942/5880/6934/3606/2534/409/3815/2247/10253/2621/7010/1440/4036/9365/284	58
GO:0042493	response to drug	91/1983	359/18862	6.70E-16	6.03E-14	3.37E-14	891/1728/1001/4176/8438/1789/1373/768/11200/1019/5888/7804/3939/952/836/6185/328/6760/100/3066/1788/4760/22843/999/3326/8443/4862/5979/578/3673/545/1956/7157/3358/3767/6730/6198/1399/2778/7050/7161/4880/1603/4843/3351/2775/7054/2253/8856/596/6714/6569/6546/5911/6915/5009/7079/10014/4659/2185/5906/6928/2625/8321/5908/9759/9647/8412/5764/3675/4067/8648/1536/10628/10891/7508/2534/7077/4208/1026/7424/3162/2627/1848/2621/3553/7098/3383/6505/5468/2354	91
GO:0007265	Ras protein signal transduction	87/1983	338/18862	1.10E-15	9.76E-14	5.45E-14	2305/890/1104/117178/1786/6242/376267/6464/3265/8625/54869/29899/7157/1017/1399/1432/6993/2664/3984/8878/27352/5912/11021/10152/283455/392/10146/2056/8831/4763/9855/6239/23365/5911/2057/5925/27/3707/51196/25759/9367/8829/1796/22800/9475/5906/7074/5921/25780/5923/5159/5294/5908/27040/5863/55114/2059/5894/9101/11186/2889/1398/10235/3675/22808/4067/1902/5587/604/3717/5880/397/5900/10125/9411/9693/53358/7077/54922/1026/9844/2247/10253/6237/81848/10395/185	87
GO:0031346	positive regulation of cell projection organization	88/1983	344/18862	1.12E-15	9.82E-14	5.49E-14	54443/1382/4192/6624/7804/8507/3706/7429/2648/11075/7422/5756/23613/9139/5753/1856/3265/5979/3673/54869/10807/80823/5063/3897/8153/816/170506/2011/8655/6993/2664/3984/9175/1002/10152/10801/7471/8976/26230/238/4137/2056/2475/6714/6239/79734/5458/8997/4035/27/4916/91752/9863/4058/585/51196/8829/8536/4690/4135/2033/2185/989/5906/7074/57498/8321/9759/5789/55607/2059/5764/2889/3675/4067/2316/5587/6280/5295/8322/659/5880/26052/2242/9693/2534/3815/2823	88
GO:0000082	G1/S transition of mitotic cell cycle	76/1983	275/18862	1.16E-15	1.00E-13	5.62E-14	1033/891/6790/983/4171/990/4173/5427/4176/9134/81620/10926/5557/55388/11200/6119/1019/5127/4172/1104/84515/4175/1719/993/6502/10498/4331/328/1869/1031/1739/3276/995/8450/11040/1820/1021/997/1956/7157/1022/4849/7465/6198/581/1017/5933/7015/23236/23019/29883/1874/596/23476/815/2103/5925/8454/85456/26060/3275/2033/207/2935/902/1263/5934/8462/5530/896/1030/29935/5777/1026/5325/9314	76
GO:0044843	cell cycle G1/S phase transition	80/1983	298/18862	1.24E-15	1.06E-13	5.91E-14	1033/891/6790/983/4171/890/990/4173/5427/4176/9134/81620/10926/5557/55388/11200/6119/1019/5127/4172/1104/84515/4175/1719/993/6502/10498/4331/328/1869/1031/1739/3276/995/8450/11331/11040/1820/1021/997/1956/7157/1022/4849/7465/6198/581/1017/5933/7015/23236/23019/29883/1874/596/6872/23476/815/2103/5925/8454/4296/85456/26060/3275/2033/207/2935/902/1263/5934/8462/5530/896/1030/29935/5777/1026/5325/9314	80
GO:0014065	phosphatidylinositol 3-kinase signaling	53/1983	154/18862	1.28E-15	1.07E-13	5.98E-14	7291/9368/5270/6662/5747/5296/1950/8394/3667/79837/957/1956/3952/3480/3643/2056/4763/6714/2057/5595/2260/2322/4916/4058/5008/207/2321/5305/5286/5159/5294/23533/2625/59338/5863/2066/4067/2549/5295/3717/3606/5777/2534/5287/653361/5783/3815/2247/7010/1440/6403/284/9314	53
GO:0034599	cellular response to oxidative stress	80/1983	299/18862	1.53E-15	1.26E-13	7.05E-14	4318/890/1728/4314/23657/1894/664/10105/50507/1719/8644/11235/328/2882/3066/8877/51022/7001/7444/7295/55290/54929/2950/1956/7157/1017/6780/5074/5478/488/7296/10013/10935/7471/5893/26287/596/2168/8428/4137/6714/2176/4313/5595/135112/5601/10533/207/4548/2876/2241/59338/4217/2308/8737/4170/1398/133522/140885/558/1536/5587/10891/2983/3717/2113/5580/2534/653361/3162/7099/4689/695/8807/4688/6505/9314/948/358/3569	80
GO:1903829	positive regulation of cellular protein localization	79/1983	295/18862	2.18E-15	1.78E-13	9.93E-14	983/81620/1894/3728/8851/7429/7534/1869/8626/1739/999/9141/3326/5296/3265/1950/10807/29899/1956/7157/3952/342667/3767/2931/10971/5901/7015/54552/55072/7161/1432/3208/8878/80279/8841/3843/596/4137/6714/208/2035/5663/9495/4035/57506/55929/51160/3799/207/9531/9475/7323/2181/4641/5621/3002/7430/10413/5764/2066/4478/26354/3958/3675/2316/23368/5295/3717/5583/5880/5580/6711/3976/919/2534/3689/54209/3684/7305	79
GO:1901214	regulation of neuron death	80/1983	302/18862	2.80E-15	2.26E-13	1.26E-13	4192/1728/23657/4605/54541/4436/429/7965/8851/836/5457/23321/3326/5700/2045/3265/80823/997/5063/6733/7157/8326/58533/2931/581/7015/2668/1616/2253/7471/2914/134/80331/596/4137/2056/116986/8831/4763/3596/2475/5465/2895/2904/5663/4035/10533/4296/207/2185/22800/7314/5921/7786/6416/2625/9759/5621/4217/2561/4170/558/4671/10891/23368/5966/3717/10763/2534/3689/4208/409/1948/3162/7099/1718/3684/7305/1440/284	80
GO:0032388	positive regulation of intracellular transport	65/1983	219/18862	3.27E-15	2.60E-13	1.45E-13	10615/1894/3728/8851/11235/9585/7534/1869/8626/999/9141/3326/5296/3265/7157/3952/8898/2931/10134/10971/5901/2010/55072/7161/1432/3208/8841/56681/3843/596/487/208/5663/9495/57506/55929/64328/3799/9919/8536/5108/88/9531/7323/1128/4641/5621/1263/3002/7430/4478/2316/23368/5295/3717/5880/6934/5580/2534/3689/10938/30846/2621/3553/3684	65
GO:0032386	regulation of intracellular transport	88/1983	350/18862	3.43E-15	2.68E-13	1.50E-13	10615/1894/3728/8851/54888/11235/9585/9221/7534/1869/8626/60561/999/9141/3326/7295/5296/3265/7157/3952/8898/2931/10134/10971/5901/2010/55072/7161/1432/3208/2664/5605/8841/56681/9024/3843/392/596/6714/487/208/5663/9495/57506/7874/5595/55929/64328/665/3799/9919/8536/5108/4659/88/9531/7323/1128/4641/5621/1263/3916/10427/3002/7430/4478/2316/23368/160622/5295/3717/5880/6934/5580/2534/3689/10938/5569/11142/30846/1410/2621/3553/3684/5350/6505/284/948	88
GO:0010001	glial cell differentiation	63/1983	210/18862	4.98E-15	3.86E-13	2.16E-13	983/4192/664/429/5270/6662/1000/10397/3065/3066/1031/8892/56288/118738/3766/1746/1021/2950/1956/5454/2068/1267/11221/7161/8890/2596/5453/83933/388585/1445/6009/8521/4137/53616/4763/2475/208/2250/5663/6547/23405/4035/79885/5595/2934/207/6886/6774/5764/11076/4067/1902/6280/6497/3976/3459/54209/6279/7099/7097/1959/5468/3569	63
GO:0043407	negative regulation of MAP kinase activity	35/1983	77/18862	5.14E-15	3.93E-13	2.20E-13	7345/23624/1846/54900/2873/1852/5999/4878/2950/11221/11329/80279/10636/9479/4763/5795/2874/1845/1849/80824/26191/3301/1847/5998/4067/161742/5580/11213/5777/1843/1848/10253/10019/3553/81848	35
GO:0090316	positive regulation of intracellular protein transport	57/1983	179/18862	5.53E-15	4.17E-13	2.33E-13	1894/3728/8851/11235/9585/7534/1869/8626/999/9141/3326/5296/3265/7157/3952/2931/10134/10971/5901/2010/55072/7161/1432/3208/8841/56681/3843/596/208/5663/9495/57506/55929/64328/3799/9919/8536/5108/9531/7323/1128/4641/5621/1263/3002/2316/23368/5295/3717/5880/6934/5580/2534/3689/2621/3553/3684	57
GO:0071214	cellular response to abiotic stimulus	84/1983	330/18862	6.87E-15	5.05E-13	2.83E-13	4312/10635/4318/1111/4314/9212/1894/664/429/11200/5888/4316/92815/50507/6662/993/2342/836/10856/5481/8450/90427/3265/578/3673/54929/545/1956/7157/581/170506/2339/1432/3208/7486/5148/6872/2056/3596/6548/2779/208/4313/2911/842/1387/4214/5595/404672/85456/10010/2033/207/9397/9531/22927/6416/7507/2625/3759/9759/2767/10413/5764/7100/5295/2697/51284/5580/7508/4790/1407/9020/4615/1026/1408/7099/1410/51311/3553/7098/825/4311/358	84
GO:0104004	cellular response to environmental stimulus	84/1983	330/18862	6.87E-15	5.05E-13	2.83E-13	4312/10635/4318/1111/4314/9212/1894/664/429/11200/5888/4316/92815/50507/6662/993/2342/836/10856/5481/8450/90427/3265/578/3673/54929/545/1956/7157/581/170506/2339/1432/3208/7486/5148/6872/2056/3596/6548/2779/208/4313/2911/842/1387/4214/5595/404672/85456/10010/2033/207/9397/9531/22927/6416/7507/2625/3759/9759/2767/10413/5764/7100/5295/2697/51284/5580/7508/4790/1407/9020/4615/1026/1408/7099/1410/51311/3553/7098/825/4311/358	84
