##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
AMPK signaling pathway	KEGG PATHWAY	hsa04152	13	120	8.19445669142e-06	4.49670810942e-05	CCNA2|INSR|PFKFB2|FOXO1|CD36|PPARGC1A|PPARG|AKT2|MTOR|PIK3R1|RAB10|RPS6KB2|CFTR	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:5468%09red/hsa:1080%09red/hsa:890%09red/hsa:6199%09red/hsa:948%09red/hsa:5295%09red/hsa:208%09red/hsa:10891%09red/hsa:10890%09red/hsa:2475%09red/hsa:5208%09red/hsa:3643%09red/hsa:2308%09red
Death Receptor Signalling	Reactome	R-HSA-73887	14	140	8.64456966675e-06	4.72892969932e-05	SQSTM1|ARHGEF12|HDAC2|FGD1|CASP3|ECT2|ARHGEF6|KALRN|PSEN1|NFKBIA|RIPK1|CYLD|NFKB1|MYD88	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Renal cell carcinoma	KEGG PATHWAY	hsa05211	10	69	9.25853178733e-06	5.03343090358e-05	CDKN1A|MAP2K2|AKT2|ETS1|VEGFA|RAPGEF1|PIK3R1|PAK4|CRK|PAK6	http://www.genome.jp/kegg-bin/show_pathway?hsa05211/hsa:1026%09red/hsa:10298%09red/hsa:2889%09red/hsa:106821730%09red/hsa:1398%09red/hsa:2113%09red/hsa:5295%09red/hsa:5605%09red/hsa:208%09red/hsa:7422%09red
Renin secretion	KEGG PATHWAY	hsa04924	10	69	9.25853178733e-06	5.03343090358e-05	GNAQ|ADRB3|PTGER2|PDE3B|ADRB1|ADRB2|GUCY1A2|GUCY1B3|PPP3CA|AGTR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04924/hsa:2776%09red/hsa:5530%09red/hsa:2983%09red/hsa:155%09red/hsa:154%09red/hsa:153%09red/hsa:2977%09red/hsa:5732%09red/hsa:5140%09red/hsa:185%09red
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	22	322	9.75228822181e-06	5.28549941898e-05	PTGFR|GPR183|NTSR1|TSHR|EDNRB|S1PR1|TAC3|PTGER1|PTGER2|C3|KISS1R|FFAR1|CCL13|C3AR1|NTS|ADRB1|ADRB2|ADRB3|AGTR1|LPAR1|HTR1A|HTR1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076
Necroptosis	KEGG PATHWAY	hsa04217	15	162	9.80145921935e-06	5.29580381206e-05	STAT6|RIPK1|TRAF5|SQSTM1|CAMK2A|CYBB|TLR3|STAT5A|CYLD|IFNGR1|TLR4|JAK2|IL1B|PPID|PPIA	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:6776%09red/hsa:3553%09red/hsa:8878%09red/hsa:3459%09red/hsa:7098%09red/hsa:7099%09red/hsa:815%09red/hsa:3717%09red/hsa:6778%09red/hsa:7188%09red/hsa:5481%09red/hsa:5478%09red/hsa:8737%09red/hsa:1540%09red/hsa:1536%09red
Orc1 removal from chromatin	Reactome	R-HSA-68949	10	70	1.03742108937e-05	5.58807188017e-05	RPN2|CCNA2|PSMB10|PSMD4|PSMD6|CDT1|MCM7|MCM4|MCM2|CDC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68949
Resolution of Sister Chromatid Cohesion	Reactome	R-HSA-2500257	13	123	1.04535755392e-05	5.61360203265e-05	SMC1A|CCNB1|DYNLL1|NUF2|TUBA1B|BIRC5|RAD21|KIF18A|CDK1|AURKB|CDCA8|DLC1|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2500257
Regulation of lipolysis in adipocytes	KEGG PATHWAY	hsa04923	9	55	1.08339018745e-05	5.78247163878e-05	ADCY7|INSR|PDE3B|ADRB1|AKT2|ADRB3|PIK3R1|TSHR|ADRB2	http://www.genome.jp/kegg-bin/show_pathway?hsa04923/hsa:7253%09red/hsa:5140%09red/hsa:155%09red/hsa:154%09red/hsa:153%09red/hsa:5295%09red/hsa:113%09red/hsa:208%09red/hsa:3643%09red
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	R-HSA-168643	9	55	1.08339018745e-05	5.78247163878e-05	BCL2L1|CASP4|UBE2N|CASP9|MAPK14|CYLD|MAPK12|TXNIP|NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168643
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	12	105	1.10914143023e-05	5.90197682269e-05	IL7R|GPS1|FZD4|ITSN2|FCHO1|LRP2|ADRB2|ARRB2|EREG|BTC|AGTR1|CFTR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Neuronal System	Reactome	R-HSA-112316	25	402	1.14384744092e-05	6.06826618203e-05	EPB41|PPM1F|PPFIA3|TUBA1B|TUBA1A|GNG4|DLGAP4|GRM1|SRC|KCNJ15|NRGN|PRKCA|PRKCB|CAMK2A|UNC13B|GABRB2|ADCY7|APBA2|GRIK1|KCNJ8|GRIN2B|GRIN2C|MAOA|GNGT2|SLC1A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
Myogenesis	Reactome	R-HSA-525793	7	29	1.16728621933e-05	6.173959642e-05	MEF2C|SPAG9|MAPK14|MEF2A|MAPK12|CDH3|BNIP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-525793
Parkinson disease	PANTHER	P00049	11	88	1.19393288481e-05	6.29593437156e-05	YWHAZ|SRC|BLK|PSMB10|CCNE2|FYN|MAPK14|MAPK12|HCK|LYN|UCHL1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00049
@@Parkinson disease	KEGG PATHWAY	hsa05012	4	142	0.400916206133	0.435649045773	CASP9|UCHL1|CASP3|NDUFA13	http://www.genome.jp/kegg-bin/show_pathway?hsa05012/hsa:7345%09red/hsa:836%09red/hsa:51079%09red/hsa:842%09red
Signaling by FGFR1	Reactome	R-HSA-5654736	8	42	1.26243652979e-05	6.63724115663e-05	SPRED1|FRS3|SPRY2|FLRT3|PIK3R1|FGF6|FGF3|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654736
@@Signaling by FGFR1 in disease	Reactome	R-HSA-5655302	5	32	0.00124031733485	0.0037404997011	FGF6|STAT5A|GAB2|FGF2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655302
DNA Double-Strand Break Repair	Reactome	R-HSA-5693532	15	166	1.2815342537e-05	6.71753477464e-05	EXO1|CCNA2|TIPIN|WRN|CHEK2|PPP4C|UBE2N|APBB1|RAD51AP1|FEN1|POLE2|BRIP1|XRCC3|RAD51C|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693532
Adherens junction	KEGG PATHWAY	hsa04520	10	72	1.29571632926e-05	6.73159134372e-05	SRC|ACTN1|TJP1|RAC2|FYN|TCF7L2|PTPRJ|INSR|PTPRB|PTPN6	http://www.genome.jp/kegg-bin/show_pathway?hsa04520/hsa:5787%09red/hsa:7082%09red/hsa:5795%09red/hsa:2534%09red/hsa:5777%09red/hsa:5880%09red/hsa:87%09red/hsa:6714%09red/hsa:6934%09red/hsa:3643%09red
Melanoma	KEGG PATHWAY	hsa05218	10	72	1.29571632926e-05	6.73159134372e-05	E2F1|GADD45B|MAP2K2|AKT2|CDKN1A|PIK3R1|FGF6|FGF5|FGF3|FGF2	http://www.genome.jp/kegg-bin/show_pathway?hsa05218/hsa:1026%09red/hsa:2248%09red/hsa:2251%09red/hsa:2250%09red/hsa:5295%09red/hsa:5605%09red/hsa:208%09red/hsa:4616%09red/hsa:2247%09red/hsa:1869%09red
AURKA Activation by TPX2	Reactome	R-HSA-8854518	10	72	1.29571632926e-05	6.73159134372e-05	HMMR|TPX2|DYNLL1|TUBA1A|HAUS1|TUBG1|CDK1|AURKA|NEK2|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854518
Longevity regulating pathway	KEGG PATHWAY	hsa04211	11	89	1.31509216393e-05	6.79206423489e-05	ADCY7|PPARGC1A|INSR|KL|PPARG|AKT2|MTOR|PIK3R1|FOXO1|NFKB1|RPS6KB2	http://www.genome.jp/kegg-bin/show_pathway?hsa04211/hsa:9365%09red/hsa:6199%09red/hsa:5295%09red/hsa:4790%09red/hsa:113%09red/hsa:208%09red/hsa:10891%09red/hsa:2475%09red/hsa:5468%09red/hsa:3643%09red/hsa:2308%09red
Switching of origins to a post-replicative state	Reactome	R-HSA-69052	11	89	1.31509216393e-05	6.79206423489e-05	RPN2|CCNA2|PSMB10|CCNE2|PSMD4|PSMD6|CDT1|MCM7|MCM4|MCM2|CDC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69052
Regulation of TLR by endogenous ligand	Reactome	R-HSA-5686938	6	19	1.38231480837e-05	7.09749942542e-05	CD36|TLR2|TLR1|S100A9|S100A8|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5686938
SHC1 events in ERBB2 signaling	Reactome	R-HSA-1250196	6	19	1.38231480837e-05	7.09749942542e-05	SHC1|PRKCA|PRKCD|EREG|BTC|NRG2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250196
Signalling to ERKs	Reactome	R-HSA-187687	7	30	1.41238943087e-05	7.188857509e-05	RALGDS|SHC3|MAPK14|RAPGEF1|MAPK12|CRK|SHC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187687
FCERI mediated Ca+2 mobilization	Reactome	R-HSA-2871809	7	30	1.41238943087e-05	7.188857509e-05	FCER1G|FCER1A|PPP3CA|LCP2|LYN|MS4A2|BTK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871809
Activation of BH3-only proteins	Reactome	R-HSA-114452	7	30	1.41238943087e-05	7.188857509e-05	YWHAZ|DYNLL1|E2F1|TP73|AKT2|PPP1R13B|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114452
Oocyte meiosis	KEGG PATHWAY	hsa04114	13	128	1.54487996803e-05	7.84048908631e-05	YWHAZ|SMC1A|CCNB1|ADCY7|CCNE2|CAMK2A|MAPK14|CDK1|PGR|AURKA|MAPK12|SLK|PPP3CA	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:1432%09red/hsa:983%09red/hsa:5530%09red/hsa:7534%09red/hsa:815%09red/hsa:5241%09red/hsa:113%09red/hsa:9134%09red/hsa:6790%09red/hsa:9748%09red/hsa:8243%09red/hsa:891%09red/hsa:6300%09red
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	11	92	1.74481958958e-05	8.829692217e-05	TPX2|CCNA2|AURKB|WRN|EXO1|MAPK14|AURKA|TAF15|BRIP1|CHEK2|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
Gastric acid secretion	KEGG PATHWAY	hsa04971	10	75	1.78629339097e-05	9.01359538662e-05	ADCY7|GNAQ|KCNJ15|PRKCA|CA2|PRKCB|CAMK2A|EZR|CFTR|SLC9A1	http://www.genome.jp/kegg-bin/show_pathway?hsa04971/hsa:5579%09red/hsa:5578%09red/hsa:2776%09red/hsa:1080%09red/hsa:815%09red/hsa:760%09red/hsa:113%09red/hsa:7430%09red/hsa:6548%09red/hsa:3772%09red
PECAM1 interactions	Reactome	R-HSA-210990	5	11	1.82133894675e-05	9.16410083235e-05	PECAM1|ITGB3|LYN|FYN|PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210990
Interferon Signaling	Reactome	R-HSA-913531	16	194	1.91054387629e-05	9.5695220118e-05	MT2A|SOCS3|UBE2N|CAMK2A|TRIM22|PRKCD|TRIM21|PTPN6|JAK2|IFNGR1|ICAM1|FLNA|HERC5|TRIM2|IP6K2|OASL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913531
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	11	93	1.91281447958e-05	9.5695220118e-05	MEF2C|MAP3K8|DUSP6|UBE2N|NFKBIA|MAPK14|TLR3|MEF2A|NFKB1|S100A12|RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
Mitotic Prometaphase	Reactome	R-HSA-68877	16	196	2.14717197994e-05	0.000107114602181	SMC1A|CCNB1|DYNLL1|NUF2|TUBA1B|BIRC5|RAD21|KIF18A|HAUS1|TUBG1|CDK1|AURKB|NEK2|CDCA8|DLC1|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68877
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412	10	77	2.19547892626e-05	0.000108905677811	GJA1|ITGB3|ITGA3|ATP2A1|ATP2A3|DES|ITGA4|ITGA5|TCF7L2|SLC8A1	http://www.genome.jp/kegg-bin/show_pathway?hsa05412/hsa:3675%09red/hsa:2697%09red/hsa:489%09red/hsa:3678%09red/hsa:3676%09red/hsa:487%09red/hsa:3690%09red/hsa:6546%09red/hsa:6934%09red/hsa:1674%09red
Signaling by FGFR	Reactome	R-HSA-190236	10	77	2.19547892626e-05	0.000108905677811	SPRED1|FRS3|SPRY2|FLRT3|PIK3R1|FGF6|FGF3|FGF2|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190236
@@Signaling by FGFR in disease	Reactome	R-HSA-1226099	8	57	8.88002124742e-05	0.000373045868672	GAB2|STAT5A|PIK3R1|FGF6|FGF3|FGF2|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1226099
Regulation of signaling by CBL	Reactome	R-HSA-912631	6	21	2.22531953561e-05	0.000110074960691	FYN|RAPGEF1|PIK3R1|CRK|HCK|LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912631
Transcriptional Regulation by MECP2	Reactome	R-HSA-8986944	9	61	2.27480205808e-05	0.000111899668653	MEF2C|HDAC2|FOXG1|SLC2A3|CAMK2A|GRIN2B|PPARG|AURKB|NCOR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8986944
Neurotransmitter receptors and postsynaptic signal transmission	Reactome	R-HSA-112314	16	197	2.27495340029e-05	0.000111899668653	PPM1F|ADCY7|KCNJ15|NRGN|PRKCA|TUBA1B|TUBA1A|PRKCB|CAMK2A|SRC|GRIN2B|GRIN2C|GNG4|GNGT2|GRIK1|GABRB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112314
Hippo signaling pathway	KEGG PATHWAY	hsa04390	14	154	2.32196092284e-05	0.000113892831858	YWHAZ|ITGB2|FZD4|TP73|RASSF1|WNT2|BIRC5|TCF7L2|PARD6G|PRKCZ|BMPR2|NF2|CCND3|YAP1	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:896%09red/hsa:3689%09red/hsa:10413%09red/hsa:7472%09red/hsa:7534%09red/hsa:659%09red/hsa:11186%09red/hsa:84552%09red/hsa:4771%09red/hsa:7161%09red/hsa:5590%09red/hsa:8322%09red/hsa:332%09red/hsa:6934%09red
PPARA activates gene expression	Reactome	R-HSA-1989781	12	114	2.35389257503e-05	0.000115137475258	NCOA3|NCOA1|RGL1|PPARGC1A|CD36|PPARGC1B|AHR|PPARG|MED14|RXRB|PPARA|NCOR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1989781
T cell activation	PANTHER	P00053	10	78	2.42857407754e-05	0.000118460446671	PPP3CA|NFKBIA|CD86|MAP2K2|AKT2|CD247|PIK3R1|NFKB1|PRKCQ|LCP2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00053
Dilated cardiomyopathy (DCM)	KEGG PATHWAY	hsa05414	11	96	2.50353378643e-05	0.000121778540969	ITGB3|ITGA3|ATP2A1|ATP2A3|DES|ITGA4|ITGA5|ADRB1|ADCY7|SLC8A1|PLN	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:3675%09red/hsa:3676%09red/hsa:5350%09red/hsa:153%09red/hsa:3678%09red/hsa:113%09red/hsa:487%09red/hsa:3690%09red/hsa:6546%09red/hsa:489%09red/hsa:1674%09red
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	12	115	2.54812251609e-05	0.000123575939892	NCOA3|NCOA1|RGL1|PPARGC1A|CD36|PPARGC1B|AHR|PPARG|MED14|RXRB|PPARA|NCOR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
Longevity regulating pathway - multiple species	KEGG PATHWAY	hsa04213	9	62	2.55455957748e-05	0.000123575939892	HDAC2|CRYAB|FOXO1|INSR|RPS6KB2|AKT2|ADCY7|MTOR|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04213/hsa:1410%09red/hsa:6199%09red/hsa:5295%09red/hsa:113%09red/hsa:208%09red/hsa:3066%09red/hsa:2475%09red/hsa:3643%09red/hsa:2308%09red
Wnt signaling pathway	PANTHER	P00057	20	294	2.58252602251e-05	0.000124585596031	CDH11|PRKCH|SMARCC1|FZD4|GNAQ|PRKCA|WNT2|GNA11|PRKCD|TCF7L2|PRKCB|GNG4|HDAC2|ARRB2|TLE2|PRKCQ|PPP3CA|SMARCA2|CDH3|PRKCZ	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00057
@@Wnt signaling pathway	KEGG PATHWAY	hsa04310	12	160	0.000457492430943	0.00155991593929	VANGL1|RAC2|PRKCA|WNT2|CCND3|PRKCB|CAMK2A|TCF7L2|PPP3CA|CTNNBIP1|FZD4|PSEN1	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:896%09red/hsa:5578%09red/hsa:7472%09red/hsa:5530%09red/hsa:56998%09red/hsa:815%09red/hsa:5880%09red/hsa:5663%09red/hsa:81839%09red/hsa:8322%09red/hsa:6934%09red/hsa:5579%09red
Complement and coagulation cascades	KEGG PATHWAY	hsa04610	10	79	2.68256302477e-05	0.000128908427969	ITGAX|ITGB2|C4BPA|VSIG4|TFPI|SERPING1|ITGAM|C3AR1|C3|A2M	http://www.genome.jp/kegg-bin/show_pathway?hsa04610/hsa:3689%09red/hsa:3684%09red/hsa:3687%09red/hsa:719%09red/hsa:718%09red/hsa:710%09red/hsa:2%09red/hsa:11326%09red/hsa:7035%09red/hsa:722%09red
CD22 mediated BCR regulation	Reactome	R-HSA-5690714	4	5	2.68681575379e-05	0.000128908427969	LYN|CD79B|PTPN6|CD79A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5690714
Infectious disease	Reactome	R-HSA-5663205	23	372	2.75404893444e-05	0.000131774112504	RPN2|PSMB10|DOCK2|PSMD4|PSMD6|RPS18|MAP2K2|FEN1|TAF15|RPS14|FYN|VPS37B|RPL22|SRC|GUCY2C|HCK|MNAT1|POLR2K|POLR2J|PDCD6IP|ERCC3|ELMO1|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663205
Deubiquitination	Reactome	R-HSA-5688426	20	296	2.8259232193e-05	0.000134845684051	USP8|TNKS|RPN2|NFKBIA|ZRANB1|PSMB10|PSMD4|UCHL1|PSMD6|KAT2A|RIPK1|CDK1|ADRB2|CYLD|ACTL6A|RNF128|ARRB2|CCNA2|CFTR|ESR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	11	98	2.97963215985e-05	0.000141411731694	MEF2C|MAP3K8|DUSP6|UBE2N|NFKBIA|MAPK14|MEF2A|TLR4|NFKB1|S100A12|RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	11	98	2.97963215985e-05	0.000141411731694	MEF2C|MAP3K8|DUSP6|UBE2N|NFKBIA|MAPK14|MEF2A|TLR4|NFKB1|S100A12|RIPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
Homology Directed Repair	Reactome	R-HSA-5693538	13	138	3.20243353057e-05	0.000151576099183	EXO1|CCNA2|TIPIN|WRN|PPP4C|UBE2N|RAD51AP1|FEN1|POLE2|BRIP1|XRCC3|RAD51C|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693538
Progesterone-mediated oocyte maturation	KEGG PATHWAY	hsa04914	11	99	3.24564255427e-05	0.000152797542233	CCNB1|ADCY7|CCNA2|PIK3R1|PDE3B|MAPK14|CDK1|AKT2|PGR|AURKA|MAPK12	http://www.genome.jp/kegg-bin/show_pathway?hsa04914/hsa:1432%09red/hsa:983%09red/hsa:5140%09red/hsa:890%09red/hsa:891%09red/hsa:5295%09red/hsa:5241%09red/hsa:113%09red/hsa:208%09red/hsa:6790%09red/hsa:6300%09red
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	11	99	3.24564255427e-05	0.000152797542233	RPN2|PSMD6|PSMB10|PSMD4|NFKBIA|PRKCD|MAP3K14|PPP3CA|NFKB1|IL1B|UBE2N	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
HIV Infection	Reactome	R-HSA-162906	17	227	3.35028465467e-05	0.000157302135123	RPN2|ERCC3|PSMB10|DOCK2|PSMD4|PSMD6|FYN|VPS37B|PDCD6IP|FEN1|POLR2K|TAF15|HCK|MNAT1|ELMO1|PPIA|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
Angiotensin II-stimulated signaling through G proteins and beta-arrestin	PANTHER	P05911	7	35	3.36393133312e-05	0.000157521691225	GNAQ|PRKCA|MAP2K2|GNG4|ARRB2|GNGT2|AGTR1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05911
RHO GTPases activate PAKs	Reactome	R-HSA-5627123	6	23	3.4396080316e-05	0.000160428466961	MYH10|CTTN|LIMK1|NF2|FLNA|MYL9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5627123
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Reactome	R-HSA-75035	5	13	3.44427859022e-05	0.000160428466961	YWHAZ|CDK1|CCNB1|CHEK2|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75035
Mitophagy - animal	KEGG PATHWAY	hsa04137	9	65	3.57518150467e-05	0.000166085151381	USP8|SRC|E2F1|SQSTM1|NBR1|MRAS|RRAS|BCL2L1|BNIP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04137/hsa:8878%09red/hsa:598%09red/hsa:6237%09red/hsa:664%09red/hsa:4077%09red/hsa:6714%09red/hsa:1869%09red/hsa:22808%09red/hsa:9101%09red
ER-Phagosome pathway	Reactome	R-HSA-1236974	10	82	3.58550025407e-05	0.000166125024964	RPN2|PSMB10|PSMD4|PSMD6|CD36|TLR2|TLR1|TLR4|MYD88|BTK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Interleukin-7 signaling	Reactome	R-HSA-1266695	7	36	3.94208581003e-05	0.000181687734447	IL7R|SOCS2|IL7|STAT5A|CISH|PIK3R1|TSLP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266695
PI3K Cascade	Reactome	R-HSA-109704	7	36	3.94208581003e-05	0.000181687734447	GAB2|PDE3B|AKT2|PIK3R1|FGF6|FGF3|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109704
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	9	66	3.98408800473e-05	0.00018314289362	RPN2|CCNA2|PSMB10|CCNE2|PSMD4|CDKN1A|PSMD6|CHEK2|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	27	492	4.16244532407e-05	0.000190842140707	BCL2L1|EIF2B4|NFKBIA|ITGA5|AKT2|IFNGR1|IL1B|TLR2|PILRA|JAK2|PIK3R1|C3|NFKB1|MYD88|ZNF559|SRC|ITGB3|TRAF5|ZNF7|MTOR|CASP3|SOCS3|TNFRSF14|CASP9|IL6|TLR3|CFP	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:3569%09red/hsa:598%09red/hsa:4792%09red/hsa:7553%09red/hsa:842%09red/hsa:3459%09red/hsa:7097%09red/hsa:7098%09red/hsa:29992%09red/hsa:7188%09red/hsa:4615%09red/hsa:5199%09red/hsa:8890%09red/hsa:3553%09red/hsa:3690%09red/hsa:8764%09red/hsa:3678%09red/hsa:3717%09red/hsa:5295%09red/hsa:4790%09red/hsa:718%09red/hsa:208%09red/hsa:6714%09red/hsa:84527%09red/hsa:836%09red/hsa:2475%09red/hsa:9021%09red
Interleukin-6 family signaling	Reactome	R-HSA-6783589	6	24	4.21968059688e-05	0.000191466644137	LIF|SOCS3|IL31RA|IL6|JAK2|LIFR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6783589
Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687	6	24	4.21968059688e-05	0.000191466644137	FRS3|FLRT3|PIK3R1|FGF6|FGF3|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654687
Signaling by Erythropoietin	Reactome	R-HSA-9006335	6	24	4.21968059688e-05	0.000191466644137	SHC1|STAT5A|JAK2|RAPGEF1|PIK3R1|LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006335
Sema4D in semaphorin signaling	Reactome	R-HSA-400685	6	24	4.21968059688e-05	0.000191466644137	MYH10|ARHGEF12|LIMK1|RRAS|RND1|MYL9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400685
M Phase	Reactome	R-HSA-68886	23	384	4.36892495993e-05	0.000197241350459	RPN2|NCAPG2|DYNLL1|PSMB10|PSMD4|BIRC5|PSMD6|NEK2|TUBA1B|TUBA1A|RAD21|HAUS1|AURKB|CDCA8|DLC1|SMC1A|NUF2|PRKCA|PRKCB|KIF18A|CCNB1|TUBG1|CDK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
Separation of Sister Chromatids	Reactome	R-HSA-2467813	15	186	4.37841656589e-05	0.000197241350459	NUF2|SMC1A|RPN2|DYNLL1|AURKB|PSMB10|TUBA1B|BIRC5|PSMD6|KIF18A|RAD21|PSMD4|CDCA8|DLC1|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2467813
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	8	51	4.38064502729e-05	0.000197241350459	BCL2L1|GRIN2B|CASP3|CASP9|MAPK14|GRIN2C|MAPK12|PPP3CA	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:836%09red/hsa:5530%09red/hsa:598%09red/hsa:1432%09red/hsa:842%09red/hsa:2905%09red/hsa:2904%09red/hsa:6300%09red
