From	To	Species	Gene Name
8572	PDLIM4	Homo sapiens	PDZ and LIM domain 4(PDLIM4)
8573	CASK	Homo sapiens	calcium/calmodulin dependent serine protein kinase(CASK)
8578	scarf1	Homo sapiens	scavenger receptor class F member 1(SCARF1)
7248	TSC1	Homo sapiens	tuberous sclerosis 1(TSC1)
8576	STK16	Homo sapiens	serine/threonine kinase 16(STK16)
26994	RNF11	Homo sapiens	ring finger protein 11(RNF11)
26995	TRUB2	Homo sapiens	TruB pseudouridine synthase family member 2(TRUB2)
271	AMPD2	Homo sapiens	adenosine monophosphate deaminase 2(AMPD2)
272	AMPD3	Homo sapiens	adenosine monophosphate deaminase 3(AMPD3)
273	AMPH	Homo sapiens	amphiphysin(AMPH)
23007	PLCH1	Homo sapiens	phospholipase C eta 1(PLCH1)
11022	TDRKH	Homo sapiens	tudor and KH domain containing(TDRKH)
11025	LILRB3	Homo sapiens	leukocyte immunoglobulin like receptor B3(LILRB3)
84002	B3GNT5	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3GNT5)
11024	LILRA1	Homo sapiens	leukocyte immunoglobulin like receptor A1(LILRA1)
11027	LILRA2	Homo sapiens	leukocyte immunoglobulin like receptor A2(LILRA2)
11026	LILRA3	Homo sapiens	leukocyte immunoglobulin like receptor A3(LILRA3)
7253	TSHR	Homo sapiens	thyroid stimulating hormone receptor(TSHR)
7257	TSNAX	Homo sapiens	translin associated factor X(TSNAX)
11030	RBPMS	Homo sapiens	RNA binding protein with multiple splicing(RBPMS)
11031	RAB31	Homo sapiens	RAB31, member RAS oncogene family(RAB31)
8581	LY6D	Homo sapiens	lymphocyte antigen 6 complex, locus D(LY6D)
284	ANGPT1	Homo sapiens	angiopoietin 1(ANGPT1)
287	ANK2	Homo sapiens	ankyrin 2(ANK2)
23011	RAB21	Homo sapiens	RAB21, member RAS oncogene family(RAB21)
7249	TSC2	Homo sapiens	tuberous sclerosis 2(TSC2)
11033	ADAP1	Homo sapiens	ArfGAP with dual PH domains 1(ADAP1)
11037	STON1	Homo sapiens	stonin 1(STON1)
139341	FUNDC1	Homo sapiens	FUN14 domain containing 1(FUNDC1)
123803	NTAN1	Homo sapiens	N-terminal asparagine amidase(NTAN1)
7264	TSTA3	Homo sapiens	tissue specific transplantation antigen P35B(TSTA3)
7263	TST	Homo sapiens	thiosulfate sulfurtransferase(TST)
7266	DNAJC7	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C7(DNAJC7)
7265	TTC1	Homo sapiens	tetratricopeptide repeat domain 1(TTC1)
7268	TTC4	Homo sapiens	tetratricopeptide repeat domain 4(TTC4)
291	SLC25A4	Homo sapiens	solute carrier family 25 member 4(SLC25A4)
292	SLC25A5	Homo sapiens	solute carrier family 25 member 5(SLC25A5)
7260	TSSC1	Homo sapiens	tumor suppressing subtransferable candidate 1(TSSC1)
7262	PHLDA2	Homo sapiens	pleckstrin homology like domain family A member 2(PHLDA2)
126074	SWSAP1	Homo sapiens	SWIM-type zinc finger 7 associated protein 1(SWSAP1)
85358	SHANK3	Homo sapiens	SH3 and multiple ankyrin repeat domains 3(SHANK3)
11000	SLC27A3	Homo sapiens	solute carrier family 27 member 3(SLC27A3)
11005	SPINK5	Homo sapiens	serine peptidase inhibitor, Kazal type 5(SPINK5)
11004	KIF2C	Homo sapiens	kinesin family member 2C(KIF2C)
7275	TUB	Homo sapiens	tubby bipartite transcription factor(TUB)
7274	TTPA	Homo sapiens	alpha tocopherol transfer protein(TTPA)
7277	tuba4a	Homo sapiens	tubulin alpha 4a(TUBA4A)
11010	GLIPR1	Homo sapiens	GLI pathogenesis related 1(GLIPR1)
26986	PABPC1	Homo sapiens	poly(A) binding protein cytoplasmic 1(PABPC1)
619207	SCART1	Homo sapiens	scavenger receptor protein family member(SCART1)
100132074	FOXO6	Homo sapiens	forkhead box O6(FOXO6)
7272	TTK	Homo sapiens	TTK protein kinase(TTK)
114088	TRIM9	Homo sapiens	tripartite motif containing 9(TRIM9)
11011	TLK2	Homo sapiens	tousled like kinase 2(TLK2)
11014	KDELR2	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
11015	KDELR3	Homo sapiens	KDEL endoplasmic reticulum protein retention receptor 3(KDELR3)
11018	TMED1	Homo sapiens	transmembrane p24 trafficking protein 1(TMED1)
134510	UBLCP1	Homo sapiens	ubiquitin like domain containing CTD phosphatase 1(UBLCP1)
7284	TUFM	Homo sapiens	Tu translation elongation factor, mitochondrial(TUFM)
7283	TUBG1	Homo sapiens	tubulin gamma 1(TUBG1)
345778	MTX3	Homo sapiens	metaxin 3(MTX3)
7297	TYK2	Homo sapiens	tyrosine kinase 2(TYK2)
7299	TYR	Homo sapiens	tyrosinase(TYR)
7298	TYMS	Homo sapiens	thymidylate synthetase(TYMS)
7291	TWIST1	Homo sapiens	twist family bHLH transcription factor 1(TWIST1)
63910	SLC17A9	Homo sapiens	solute carrier family 17 member 9(SLC17A9)
285605	DTWD2	Homo sapiens	DTW domain containing 2(DTWD2)
7292	TNFSF4	Homo sapiens	tumor necrosis factor superfamily member 4(TNFSF4)
91120	ZNF682	Homo sapiens	zinc finger protein 682(ZNF682)
7294	TXK	Homo sapiens	TXK tyrosine kinase(TXK)
163071	ZNF114	Homo sapiens	zinc finger protein 114(ZNF114)
259307	IL4I1	Homo sapiens	interleukin 4 induced 1(IL4I1)
147837	ZNF563	Homo sapiens	zinc finger protein 563(ZNF563)
285613	RELL2	Homo sapiens	RELT like 2(RELL2)
92483	LDHAL6B	Homo sapiens	lactate dehydrogenase A like 6B(LDHAL6B)
63922	CHTF18	Homo sapiens	chromosome transmission fidelity factor 18(CHTF18)
92482	BBIP1	Homo sapiens	BBSome interacting protein 1(BBIP1)
63924	CIDEC	Homo sapiens	cell death inducing DFFA like effector c(CIDEC)
63917	GALNT11	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 11(GALNT11)
122509	IFI27L1	Homo sapiens	interferon alpha inducible protein 27 like 1(IFI27L1)
50614	GALNT9	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 9(GALNT9)
50617	ATP6V0A4	Homo sapiens	ATPase H+ transporting V0 subunit a4(ATP6V0A4)
50618	ITSN2	Homo sapiens	intersectin 2(ITSN2)
134549	SHROOM1	Homo sapiens	shroom family member 1(SHROOM1)
63933	MCUR1	Homo sapiens	mitochondrial calcium uniporter regulator 1(MCUR1)
728568	c12orf73	Homo sapiens	chromosome 12 open reading frame 73(C12orf73)
63935	PCIF1	Homo sapiens	PDX1 C-terminal inhibiting factor 1(PCIF1)
163087	ZNF383	Homo sapiens	zinc finger protein 383(ZNF383)
3704	ITPA	Homo sapiens	inosine triphosphatase(ITPA)
3706	ITPKA	Homo sapiens	inositol-trisphosphate 3-kinase A(ITPKA)
63929	XPNPEP3	Homo sapiens	X-prolyl aminopeptidase 3(XPNPEP3)
3708	ITPR1	Homo sapiens	inositol 1,4,5-trisphosphate receptor type 1(ITPR1)
3702	ITK	Homo sapiens	IL2 inducible T-cell kinase(ITK)
3703	STT3A	Homo sapiens	STT3A, catalytic subunit of the oligosaccharyltransferase complex(STT3A)
50628	GEMIN4	Homo sapiens	gem nuclear organelle associated protein 4(GEMIN4)
23089	PEG10	Homo sapiens	paternally expressed 10(PEG10)
63943	FKBPL	Homo sapiens	FK506 binding protein like(FKBPL)
258010	SVIP	Homo sapiens	small VCP interacting protein(SVIP)
23082	pprc1	Homo sapiens	peroxisome proliferator-activated receptor gamma, coactivator-related 1(PPRC1)
3717	JAK2	Homo sapiens	Janus kinase 2(JAK2)
3718	JAK3	Homo sapiens	Janus kinase 3(JAK3)
23087	TRIM35	Homo sapiens	tripartite motif containing 35(TRIM35)
3710	ITPR3	Homo sapiens	inositol 1,4,5-trisphosphate receptor type 3(ITPR3)
3713	IVL	Homo sapiens	involucrin(IVL)
50636	ANO7	Homo sapiens	anoctamin 7(ANO7)
23080	AVL9	Homo sapiens	AVL9 cell migration associated(AVL9)
63950	DMRTA2	Homo sapiens	DMRT like family A2(DMRTA2)
3726	JUNB	Homo sapiens	JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)
3727	jund	Homo sapiens	JunD proto-oncogene, AP-1 transcription factor subunit(JUND)
3728	JUP	Homo sapiens	junction plakoglobin(JUP)
23094	SIPA1L3	Homo sapiens	signal induced proliferation associated 1 like 3(SIPA1L3)
23095	KIF1B	Homo sapiens	kinesin family member 1B(KIF1B)
23096	IQSEC2	Homo sapiens	IQ motif and Sec7 domain 2(IQSEC2)
50640	PNPLA8	Homo sapiens	patatin like phospholipase domain containing 8(PNPLA8)
23098	SARM1	Homo sapiens	sterile alpha and TIR motif containing 1(SARM1)
23099	ZBTB43	Homo sapiens	zinc finger and BTB domain containing 43(ZBTB43)
23090	ZNF423	Homo sapiens	zinc finger protein 423(ZNF423)
3725	JUN	Homo sapiens	Jun proto-oncogene, AP-1 transcription factor subunit(JUN)
23091	ZC3H13	Homo sapiens	zinc finger CCCH-type containing 13(ZC3H13)
11080	DNAJB4	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B4(DNAJB4)
63967	CLSPN	Homo sapiens	claspin(CLSPN)
3737	KCNA2	Homo sapiens	potassium voltage-gated channel subfamily A member 2(KCNA2)
3738	KCNA3	Homo sapiens	potassium voltage-gated channel subfamily A member 3(KCNA3)
3739	KCNA4	Homo sapiens	potassium voltage-gated channel subfamily A member 4(KCNA4)
23061	TBC1D9B	Homo sapiens	TBC1 domain family member 9B(TBC1D9B)
23062	GGA2	Homo sapiens	golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)
23063	WAPL	Homo sapiens	WAPL cohesin release factor(WAPL)
23064	SETX	Homo sapiens	senataxin(SETX)
23065	EMC1	Homo sapiens	ER membrane protein complex subunit 1(EMC1)
50650	ARHGEF3	Homo sapiens	Rho guanine nucleotide exchange factor 3(ARHGEF3)
23066	CAND2	Homo sapiens	cullin associated and neddylation dissociated 2 (putative)(CAND2)
123872	DNAAF1	Homo sapiens	dynein axonemal assembly factor 1(DNAAF1)
3730	ANOS1	Homo sapiens	anosmin 1(ANOS1)
3735	KARS	Homo sapiens	lysyl-tRNA synthetase(KARS)
123879	DCUN1D3	Homo sapiens	defective in cullin neddylation 1 domain containing 3(DCUN1D3)
147807	ZNF524	Homo sapiens	zinc finger protein 524(ZNF524)
3736	KCNA1	Homo sapiens	potassium voltage-gated channel subfamily A member 1(KCNA1)
11094	CACFD1	Homo sapiens	calcium channel flower domain containing 1(CACFD1)
11095	ADAMTS8	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 8(ADAMTS8)
3750	kcnd1	Homo sapiens	potassium voltage-gated channel subfamily D member 1(KCND1)
11097	NUPL2	Homo sapiens	nucleoporin like 2(NUPL2)
63978	PRDM14	Homo sapiens	PR/SET domain 14(PRDM14)
63977	PRDM15	Homo sapiens	PR/SET domain 15(PRDM15)
63979	FIGNL1	Homo sapiens	fidgetin like 1(FIGNL1)
3748	KCNC3	Homo sapiens	potassium voltage-gated channel subfamily C member 3(KCNC3)
3749	KCNC4	Homo sapiens	potassium voltage-gated channel subfamily C member 4(KCNC4)
23071	ERP44	Homo sapiens	endoplasmic reticulum protein 44(ERP44)
163050	ZNF564	Homo sapiens	zinc finger protein 564(ZNF564)
23076	RRP1B	Homo sapiens	ribosomal RNA processing 1B(RRP1B)
3741	KCNA5	Homo sapiens	potassium voltage-gated channel subfamily A member 5(KCNA5)
11099	PTPN21	Homo sapiens	protein tyrosine phosphatase, non-receptor type 21(PTPN21)
3744	KCNA10	Homo sapiens	potassium voltage-gated channel subfamily A member 10(KCNA10)
3745	KCNB1	Homo sapiens	potassium voltage-gated channel subfamily B member 1(KCNB1)
3747	KCNC2	Homo sapiens	potassium voltage-gated channel subfamily C member 2(KCNC2)
285671	RNF180	Homo sapiens	ring finger protein 180(RNF180)
65005	MRPL9	Homo sapiens	mitochondrial ribosomal protein L9(MRPL9)
65008	MRPL1	Homo sapiens	mitochondrial ribosomal protein L1(MRPL1)
65009	NDRG4	Homo sapiens	NDRG family member 4(NDRG4)
348093	RBPMS2	Homo sapiens	RNA binding protein with multiple splicing 2(RBPMS2)
55680	RUFY2	Homo sapiens	RUN and FYVE domain containing 2(RUFY2)
79650	USB1	Homo sapiens	U6 snRNA biogenesis phosphodiesterase 1(USB1)
3759	KCNJ2	Homo sapiens	potassium voltage-gated channel subfamily J member 2(KCNJ2)
79652	TMEM204	Homo sapiens	transmembrane protein 204(TMEM204)
79654	HECTD3	Homo sapiens	HECT domain E3 ubiquitin protein ligase 3(HECTD3)
55687	TRMU	Homo sapiens	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase(TRMU)
3751	KCND2	Homo sapiens	potassium voltage-gated channel subfamily D member 2(KCND2)
3753	KCNE1	Homo sapiens	potassium voltage-gated channel subfamily E regulatory subunit 1(KCNE1)
374393	FAM111B	Homo sapiens	family with sequence similarity 111 member B(FAM111B)
3755	KCNG1	Homo sapiens	potassium voltage-gated channel modifier subfamily G member 1(KCNG1)
3756	KCNH1	Homo sapiens	potassium voltage-gated channel subfamily H member 1(KCNH1)
3758	KCNJ1	Homo sapiens	potassium voltage-gated channel subfamily J member 1(KCNJ1)
374378	GALNT18	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 18(GALNT18)
3772	KCNJ15	Homo sapiens	potassium voltage-gated channel subfamily J member 15(KCNJ15)
122481	AK7	Homo sapiens	adenylate kinase 7(AK7)
54361	WNT4	Homo sapiens	Wnt family member 4(WNT4)
55691	FRMD4A	Homo sapiens	FERM domain containing 4A(FRMD4A)
79641	ROGDI	Homo sapiens	rogdi homolog(ROGDI)
55695	NSUN5	Homo sapiens	NOP2/Sun RNA methyltransferase family member 5(NSUN5)
1104	RCC1	Homo sapiens	regulator of chromosome condensation 1(RCC1)
1103	CHAT	Homo sapiens	choline O-acetyltransferase(CHAT)
55699	iars2	Homo sapiens	isoleucyl-tRNA synthetase 2, mitochondrial(IARS2)
79644	SRD5A3	Homo sapiens	steroid 5 alpha-reductase 3(SRD5A3)
55698	RADIL	Homo sapiens	Rap associating with DIL domain(RADIL)
55697	VAC14	Homo sapiens	Vac14, PIKFYVE complex component(VAC14)
374383	NCR3LG1	Homo sapiens	natural killer cell cytotoxicity receptor 3 ligand 1(NCR3LG1)
79648	mcph1	Homo sapiens	microcephalin 1(MCPH1)
3764	KCNJ8	Homo sapiens	potassium voltage-gated channel subfamily J member 8(KCNJ8)
92609	TIMM50	Homo sapiens	translocase of inner mitochondrial membrane 50(TIMM50)
1108	CHD4	Homo sapiens	chromodomain helicase DNA binding protein 4(CHD4)
3780	KCNN1	Homo sapiens	potassium calcium-activated channel subfamily N member 1(KCNN1)
3783	KCNN4	Homo sapiens	potassium calcium-activated channel subfamily N member 4(KCNN4)
93974	ATPIF1	Homo sapiens	ATPase inhibitory factor 1(ATPIF1)
79670	ZCCHC6	Homo sapiens	zinc finger CCHC-type containing 6(ZCCHC6)
79672	FN3KRP	Homo sapiens	fructosamine 3 kinase related protein(FN3KRP)
79671	NLRX1	Homo sapiens	NLR family member X1(NLRX1)
79674	VEPH1	Homo sapiens	ventricular zone expressed PH domain containing 1(VEPH1)
1117	CHI3L2	Homo sapiens	chitinase 3 like 2(CHI3L2)
1116	CHI3L1	Homo sapiens	chitinase 3 like 1(CHI3L1)
79675	FASTKD1	Homo sapiens	FAST kinase domains 1(FASTKD1)
1114	CHGB	Homo sapiens	chromogranin B(CHGB)
2444	FRK	Homo sapiens	fyn related Src family tyrosine kinase(FRK)
1111	CHEK1	Homo sapiens	checkpoint kinase 1(CHEK1)
79679	VTCN1	Homo sapiens	V-set domain containing T cell activation inhibitor 1(VTCN1)
3773	kcnj16	Homo sapiens	potassium voltage-gated channel subfamily J member 16(KCNJ16)
3775	KCNK1	Homo sapiens	potassium two pore domain channel subfamily K member 1(KCNK1)
3776	KCNK2	Homo sapiens	potassium two pore domain channel subfamily K member 2(KCNK2)
3777	KCNK3	Homo sapiens	potassium two pore domain channel subfamily K member 3(KCNK3)
3791	KDR	Homo sapiens	kinase insert domain receptor(KDR)
1132	CHRM4	Homo sapiens	cholinergic receptor muscarinic 4(CHRM4)
1131	CHRM3	Homo sapiens	cholinergic receptor muscarinic 3(CHRM3)
1128	CHRM1	Homo sapiens	cholinergic receptor muscarinic 1(CHRM1)
1123	CHN1	Homo sapiens	chimerin 1(CHN1)
171425	CLYBL	Homo sapiens	citrate lyase beta like(CLYBL)
3786	KCNQ3	Homo sapiens	potassium voltage-gated channel subfamily Q member 3(KCNQ3)
3788	KCNS2	Homo sapiens	potassium voltage-gated channel modifier subfamily S member 2(KCNS2)
158401	C9orf84	Homo sapiens	chromosome 9 open reading frame 84(C9orf84)
92667	MGME1	Homo sapiens	mitochondrial genome maintenance exonuclease 1(MGME1)
1141	CHRNB2	Homo sapiens	cholinergic receptor nicotinic beta 2 subunit(CHRNB2)
79690	GAL3ST4	Homo sapiens	galactose-3-O-sulfotransferase 4(GAL3ST4)
1140	chrnb1	Homo sapiens	cholinergic receptor nicotinic beta 1 subunit(CHRNB1)
79692	ZNF322	Homo sapiens	zinc finger protein 322(ZNF322)
147746	HIPK4	Homo sapiens	homeodomain interacting protein kinase 4(HIPK4)
79695	GALNT12	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 12(GALNT12)
1138	CHRNA5	Homo sapiens	cholinergic receptor nicotinic alpha 5 subunit(CHRNA5)
79697	c14orf169	Homo sapiens	chromosome 14 open reading frame 169(C14orf169)
1135	CHRNA2	Homo sapiens	cholinergic receptor nicotinic alpha 2 subunit(CHRNA2)
147744	TMEM190	Homo sapiens	transmembrane protein 190(TMEM190)
3796	KIF2A	Homo sapiens	kinesin family member 2A(KIF2A)
3797	KIF3C	Homo sapiens	kinesin family member 3C(KIF3C)
3798	KIF5A	Homo sapiens	kinesin family member 5A(KIF5A)
3799	KIF5B	Homo sapiens	kinesin family member 5B(KIF5B)
65055	REEP1	Homo sapiens	receptor accessory protein 1(REEP1)
65056	GPBP1	Homo sapiens	GC-rich promoter binding protein 1(GPBP1)
79683	ZDHHC14	Homo sapiens	zinc finger DHHC-type containing 14(ZDHHC14)
79682	CENPU	Homo sapiens	centromere protein U(CENPU)
79685	SAP30L	Homo sapiens	SAP30 like(SAP30L)
79689	STEAP4	Homo sapiens	STEAP4 metalloreductase(STEAP4)
2475	MTOR	Homo sapiens	mechanistic target of rapamycin(MTOR)
91319	DERL3	Homo sapiens	derlin 3(DERL3)
133121	ENPP6	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 6(ENPP6)
284361	EMC10	Homo sapiens	ER membrane protein complex subunit 10(EMC10)
91355	LRP5L	Homo sapiens	LDL receptor related protein 5 like(LRP5L)
65065	NBEAL1	Homo sapiens	neurobeachin like 1(NBEAL1)
50808	AK3	Homo sapiens	adenylate kinase 3(AK3)
50807	ASAP1	Homo sapiens	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1(ASAP1)
1164	CKS2	Homo sapiens	CDC28 protein kinase regulatory subunit 2(CKS2)
2495	FTH1	Homo sapiens	ferritin heavy chain 1(FTH1)
1163	CKS1B	Homo sapiens	CDC28 protein kinase regulatory subunit 1B(CKS1B)
2494	NR5A2	Homo sapiens	nuclear receptor subfamily 5 group A member 2(NR5A2)
1161	ERCC8	Homo sapiens	ERCC excision repair 8, CSA ubiquitin ligase complex subunit(ERCC8)
1160	CKMT2	Homo sapiens	creatine kinase, mitochondrial 2(CKMT2)
2491	CENPI	Homo sapiens	centromere protein I(CENPI)
146434	ZNF597	Homo sapiens	zinc finger protein 597(ZNF597)
1158	CKM	Homo sapiens	creatine kinase, M-type(CKM)
146439	BICDL2	Homo sapiens	BICD family like cargo adaptor 2(BICDL2)
284359	IZUMO1	Homo sapiens	izumo sperm-egg fusion 1(IZUMO1)
90019	syt8	Homo sapiens	synaptotagmin 8(SYT8)
65062	TMEM237	Homo sapiens	transmembrane protein 237(TMEM237)
50810	hdgfrp3	Homo sapiens	hepatoma-derived growth factor, related protein 3(HDGFRP3)
100506742	CASP12	Homo sapiens	caspase 12 (gene/pseudogene)(CASP12)
50814	NSDHL	Homo sapiens	NAD(P) dependent steroid dehydrogenase-like(NSDHL)
65078	RTN4R	Homo sapiens	reticulon 4 receptor(RTN4R)
1176	AP3S1	Homo sapiens	adaptor related protein complex 3 sigma 1 subunit(AP3S1)
1174	AP1S1	Homo sapiens	adaptor related protein complex 1 sigma 1 subunit(AP1S1)
284346	ZNF575	Homo sapiens	zinc finger protein 575(ZNF575)
23208	SYT11	Homo sapiens	synaptotagmin 11(SYT11)
23209	MLC1	Homo sapiens	megalencephalic leukoencephalopathy with subcortical cysts 1(MLC1)
1186	CLCN7	Homo sapiens	chloride voltage-gated channel 7(CLCN7)
23200	ATP11B	Homo sapiens	ATPase phospholipid transporting 11B (putative)(ATP11B)
25861	WHRN	Homo sapiens	whirlin(WHRN)
1185	CLCN6	Homo sapiens	chloride voltage-gated channel 6(CLCN6)
1184	CLCN5	Homo sapiens	chloride voltage-gated channel 5(CLCN5)
1183	CLCN4	Homo sapiens	chloride voltage-gated channel 4(CLCN4)
1182	CLCN3	Homo sapiens	chloride voltage-gated channel 3(CLCN3)
23204	ARL6IP1	Homo sapiens	ADP ribosylation factor like GTPase 6 interacting protein 1(ARL6IP1)
25865	prkd2	Homo sapiens	protein kinase D2(PRKD2)
1181	CLCN2	Homo sapiens	chloride voltage-gated channel 2(CLCN2)
23205	acsbg1	Homo sapiens	acyl-CoA synthetase bubblegum family member 1(ACSBG1)
1180	CLCN1	Homo sapiens	chloride voltage-gated channel 1(CLCN1)
55600	ITLN1	Homo sapiens	intelectin 1(ITLN1)
1178	CLC	Homo sapiens	Charcot-Leyden crystal galectin(CLC)
84166	NLRC5	Homo sapiens	NLR family CARD domain containing 5(NLRC5)
56937	PMEPA1	Homo sapiens	prostate transmembrane protein, androgen induced 1(PMEPA1)
11221	DUSP10	Homo sapiens	dual specificity phosphatase 10(DUSP10)
55604	CARMIL1	Homo sapiens	capping protein regulator and myosin 1 linker 1(CARMIL1)
56938	ARNTL2	Homo sapiens	aryl hydrocarbon receptor nuclear translocator like 2(ARNTL2)
84168	ANTXR1	Homo sapiens	anthrax toxin receptor 1(ANTXR1)
11223	mst1l	Homo sapiens	macrophage stimulating 1 like(MST1L)
11222	MRPL3	Homo sapiens	mitochondrial ribosomal protein L3(MRPL3)
84162	KIAA1109	Homo sapiens	KIAA1109(KIAA1109)
55609	ZNF280C	Homo sapiens	zinc finger protein 280C(ZNF280C)
56934	CA10	Homo sapiens	carbonic anhydrase 10(CA10)
84164	ASCC2	Homo sapiens	activating signal cointegrator 1 complex subunit 2(ASCC2)
55607	PPP1R9A	Homo sapiens	protein phosphatase 1 regulatory subunit 9A(PPP1R9A)
11226	GALNT6	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 6(GALNT6)
23218	NBEAL2	Homo sapiens	neurobeachin like 2(NBEAL2)
85480	TSLP	Homo sapiens	thymic stromal lymphopoietin(TSLP)
23219	FBXO28	Homo sapiens	F-box protein 28(FBXO28)
11230	PRAF2	Homo sapiens	PRA1 domain family member 2(PRAF2)
23210	JMJD6	Homo sapiens	arginine demethylase and lysine hydroxylase(JMJD6)
1196	CLK2	Homo sapiens	CDC like kinase 2(CLK2)
1195	CLK1	Homo sapiens	CDC like kinase 1(CLK1)
23213	SULF1	Homo sapiens	sulfatase 1(SULF1)
25874	MPC2	Homo sapiens	mitochondrial pyruvate carrier 2(MPC2)
1193	CLIC2	Homo sapiens	chloride intracellular channel 2(CLIC2)
23215	PRRC2C	Homo sapiens	proline rich coiled-coil 2C(PRRC2C)
25876	SPEF1	Homo sapiens	sperm flagellar 1(SPEF1)
23216	TBC1D1	Homo sapiens	TBC1 domain family member 1(TBC1D1)
25879	DCAF13	Homo sapiens	DDB1 and CUL4 associated factor 13(DCAF13)
1191	CLU	Homo sapiens	clusterin(CLU)
25878	MXRA5	Homo sapiens	matrix remodeling associated 5(MXRA5)
56940	DUSP22	Homo sapiens	dual specificity phosphatase 22(DUSP22)
56941	HMCES	Homo sapiens	5-hydroxymethylcytosine (hmC) binding, ES cell-specific(HMCES)
56943	ENY2	Homo sapiens	ENY2, transcription and export complex 2 subunit(ENY2)
55612	FERMT1	Homo sapiens	fermitin family member 1(FERMT1)
1188	CLCNKB	Homo sapiens	chloride voltage-gated channel Kb(CLCNKB)
254531	LPCAT4	Homo sapiens	lysophosphatidylcholine acyltransferase 4(LPCAT4)
25870	SUMF2	Homo sapiens	sulfatase modifying factor 2(SUMF2)
11232	POLG2	Homo sapiens	DNA polymerase gamma 2, accessory subunit(POLG2)
84154	RPF2	Homo sapiens	ribosome production factor 2 homolog(RPF2)
