##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
p53-Dependent G1/S DNA damage checkpoint	Reactome	R-HSA-69580	13	64	4.28836274232e-08	2.77949437002e-07	RPN2|CCNA2|TP53|CCNA1|PSMD4|PSMD9|PSMD13|CHEK2|PSMA1|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69580
RHO GTPase Effectors	Reactome	R-HSA-195258	28	321	4.73629153019e-08	3.05849084053e-07	MYH10|NCF1|TUBA8|NOXO1|SCG2|NOXA1|ITGB3BP|CTTN|MAPK11|NDE1|WASF3|MAD1L1|TUBA1A|FMNL1|MAPK1|DLC1|CDC25C|KIF18A|PAFAH1B1|DVL1|PPP2CA|H2AFX|SFN|PPP2R5D|BAIAP2|MAD2L1|BTK|PPP2R5C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Growth hormone receptor signaling	Reactome	R-HSA-982772	9	23	4.94333523926e-08	3.18045465761e-07	GHR|SOCS2|PRLR|IRS2|STAT5B|STAT5A|MAPK1|ADAM17|PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
Tight junction	KEGG PATHWAY	hsa04530	20	170	4.98817059454e-08	3.19754525291e-07	RAB8B|TIAM1|TUBA8|HSPA4|PPP2CA|PRKCE|TUBA1A|PARD6A|JUN|NEDD4L|RAP1A|MYH10|PPP2R2A|MSN|CTTN|CRB3|NEDD4|SRC|MAPK8|AMOTL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:4628%09red/hsa:51762%09red/hsa:3308%09red/hsa:5581%09red/hsa:5906%09red/hsa:2017%09red/hsa:5515%09red/hsa:3725%09red/hsa:5520%09red/hsa:7074%09red/hsa:50855%09red/hsa:51421%09red/hsa:4734%09red/hsa:5599%09red/hsa:92359%09red/hsa:51807%09red/hsa:6714%09red/hsa:7846%09red/hsa:4478%09red/hsa:23327%09red
Regulation of RUNX3 expression and activity	Reactome	R-HSA-8941858	12	53	5.03145513289e-08	3.21352061407e-07	SRC|RPN2|PSMD9|PSMA1|PSMD13|RUNX3|CBFB|PSMD4|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8941858
EGFR tyrosine kinase inhibitor resistance	KEGG PATHWAY	hsa01521	14	79	5.89723105376e-08	3.75278339785e-07	SRC|IGF1R|TEP1|SHC1|AKT1|PIK3CA|PLCG2|AKT3|PIK3R3|PIK3R2|PIK3R1|MAPK1|AXL|GAS6	http://www.genome.jp/kegg-bin/show_pathway?hsa01521/hsa:5336%09red/hsa:5594%09red/hsa:8503%09red/hsa:2621%09red/hsa:10000%09red/hsa:5290%09red/hsa:3480%09red/hsa:5295%09red/hsa:5296%09red/hsa:5728%09red/hsa:558%09red/hsa:6714%09red/hsa:6464%09red/hsa:207%09red
Formation of TC-NER Pre-Incision Complex	Reactome	R-HSA-6781823	12	54	6.01380004641e-08	3.81309785551e-07	GPS1|HMGN1|COPS2|XPA|GTF2H5|GTF2H4|GTF2H1|CDK7|MNAT1|TCEA1|CCNH|ERCC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6781823
Formation of Incision Complex in GG-NER	Reactome	R-HSA-5696395	11	43	6.24356184927e-08	3.94448853293e-07	UBE2I|XPA|ERCC4|GTF2H5|GTF2H4|GTF2H1|PIAS1|CDK7|MNAT1|CCNH|ERCC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696395
Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	16	108	6.36851835334e-08	4.00895939509e-07	HDAC1|DNMT3B|SIRT1|SUV39H1|TBP|ERCC2|DNMT1|H2AFX|GTF2H5|GTF2H4|SAP18|CDK7|MNAT1|CCNH|GTF2H1|SIN3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250941
Signaling by NOTCH4	Reactome	R-HSA-9013694	14	80	6.77498843408e-08	4.24954471672e-07	RPN2|PSMD9|PSMC4|KAT2B|PSMD13|AKT1|PSMA1|CREBBP|PSMD4|PSMC1|HEY2|PSMC5|PSMC6|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013694
Transport of small molecules	Reactome	R-HSA-382551	45	720	7.17850846372e-08	4.48656778983e-07	SLC6A3|RPN2|PSMD9|ADD2|CYB5R1|FXYD1|ATP6V1E1|NR1H2|PRKAR2B|CLTA|EIF2S1|SLC9A5|SLC9A2|PSMA1|TUSC3|GNG11|SCNN1G|SCNN1D|SCNN1B|SCNN1A|PSMD4|PSMC1|PSMC4|PSMC5|PSMC6|AQP5|SLC38A2|TSC22D3|CAMK2B|VCP|ADCY8|MCOLN1|SIT1|TRPC1|AKAP1|ADCY3|PHB|AVPR2|STOML3|PSMD13|NEDD4L|AFG3L2|ABCC9|RNF5|TRPC4AP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551
Oxidative stress response	PANTHER	P00046	11	45	9.29054908218e-08	5.77571772562e-07	MKNK2|DUSP7|JUN|DUSP22|DUSP9|MAPK11|MYC|DUSP1|MAPK8|DUSP3|DUSP2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00046
Renal cell carcinoma	KEGG PATHWAY	hsa05211	13	69	9.30715656358e-08	5.77571772562e-07	TGFB2|PIK3CA|JUN|RAP1A|AKT1|AKT3|PIK3R3|PIK3R2|PIK3R1|CRK|MAPK1|ETS1|CREBBP	http://www.genome.jp/kegg-bin/show_pathway?hsa05211/hsa:2113%09red/hsa:5594%09red/hsa:8503%09red/hsa:10000%09red/hsa:5906%09red/hsa:5290%09red/hsa:1387%09red/hsa:3725%09red/hsa:5295%09red/hsa:5296%09red/hsa:7042%09red/hsa:1398%09red/hsa:207%09red
Cholinergic synapse	KEGG PATHWAY	hsa04725	16	112	9.99135328328e-08	6.11963337611e-07	KCNJ2|ADCY3|ADCY8|CREB5|KCNQ5|FYN|KCNQ3|CAMK2B|GNG11|AKT1|AKT3|PIK3R3|PIK3R2|PIK3R1|PIK3CA|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04725/hsa:5594%09red/hsa:8503%09red/hsa:9586%09red/hsa:10000%09red/hsa:5290%09red/hsa:2791%09red/hsa:56479%09red/hsa:5295%09red/hsa:5296%09red/hsa:816%09red/hsa:3759%09red/hsa:3786%09red/hsa:114%09red/hsa:109%09red/hsa:207%09red/hsa:2534%09red
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Reactome	R-HSA-2894862	12	57	1.00711680704e-07	6.11963337611e-07	HDAC1|HDAC3|HDAC5|HDAC7|HDAC6|KAT2B|NCOR1|ADAM17|MYC|HEY2|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894862
Signaling by NOTCH1 PEST Domain Mutants in Cancer	Reactome	R-HSA-2644602	12	57	1.00711680704e-07	6.11963337611e-07	HDAC1|HDAC3|HDAC5|HDAC7|HDAC6|KAT2B|NCOR1|ADAM17|MYC|HEY2|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644602
Constitutive Signaling by NOTCH1 PEST Domain Mutants	Reactome	R-HSA-2644606	12	57	1.00711680704e-07	6.11963337611e-07	HDAC1|HDAC3|HDAC5|HDAC7|HDAC6|KAT2B|NCOR1|ADAM17|MYC|HEY2|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644606
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Reactome	R-HSA-2894858	12	57	1.00711680704e-07	6.11963337611e-07	HDAC1|HDAC3|HDAC5|HDAC7|HDAC6|KAT2B|NCOR1|ADAM17|MYC|HEY2|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894858
Signaling by NOTCH1 in Cancer	Reactome	R-HSA-2644603	12	57	1.00711680704e-07	6.11963337611e-07	HDAC1|HDAC3|HDAC5|HDAC7|HDAC6|KAT2B|NCOR1|ADAM17|MYC|HEY2|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644603
Insulin/IGF pathway-protein kinase B signaling cascade	PANTHER	P00033	10	35	1.03674100266e-07	6.25619570573e-07	IGF1R|TEP1|PIK3CA|IRS2|AKT1|FOXO1|PIK3R3|PIK3R2|PIK3R1|TSC2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00033
Regulation of TP53 Degradation	Reactome	R-HSA-6804757	10	35	1.03674100266e-07	6.25619570573e-07	DAXX|CCNA2|CCNA1|PPP2CA|RFFL|AKT1|AKT3|TP53|CHEK2|PPP2R5C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804757
Ras Pathway	PANTHER	P04393	13	70	1.07909975995e-07	6.4894315461e-07	RPS6KA2|RALGDS|AKT1|PIK3CA|JUN|TIAM1|AKT3|MAPK11|MAPK1|MAPK8|ETS1|RALA|SHC1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04393
Interleukin receptor SHC signaling	Reactome	R-HSA-912526	9	26	1.16540830502e-07	6.98446758147e-07	IL2RA|IL2RB|SHC1|PIK3CA|GAB2|PIK3R3|PIK3R2|PIK3R1|PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912526
CDT1 association with the CDC6:ORC:origin complex	Reactome	R-HSA-68827	12	58	1.18866767362e-07	7.09955095167e-07	RPN2|PSMD9|PSMD4|CDT1|PSMD13|PSMA1|CDC6|GMNN|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68827
Neuronal System	Reactome	R-HSA-112316	31	402	1.22408952626e-07	7.28624718009e-07	SLC6A3|LIN7A|TUBA8|KCNK1|PRKAR2B|TUBA1A|SLC38A2|GNG11|NTRK3|MAPK1|SIPA1L1|GRM5|SRC|KCNJ2|KCNQ5|KCNQ3|CAMK2B|SHANK3|SHANK2|AKAP5|RPS6KA2|ADCY3|KCNJ8|ADCY8|PPFIBP2|GRIN2B|ELK3|MAOA|KIF17|ABCC9|GLS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	15	99	1.25784066341e-07	7.43655797625e-07	RALGDS|WASF3|SP1|JUN|PIP5K1B|AKT1|AKT3|PIK3R3|PIK3R2|PIK3R1|PIK3CA|MAPK1|MAPK8|DGKA|TSC2	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:5900%09red/hsa:5594%09red/hsa:8503%09red/hsa:10000%09red/hsa:5290%09red/hsa:3725%09red/hsa:7249%09red/hsa:1606%09red/hsa:5296%09red/hsa:5295%09red/hsa:8395%09red/hsa:5599%09red/hsa:6667%09red/hsa:207%09red/hsa:10810%09red
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	15	99	1.25784066341e-07	7.43655797625e-07	RPN2|PSMD9|TRAF6|PSMD4|CARD11|PSMD13|PLCG2|PSMA1|IKBKG|NFKB1|PSMC1|IL1B|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
Interleukin-7 signaling	Reactome	R-HSA-1266695	10	36	1.29585353821e-07	7.635500646e-07	IL7R|SOCS2|IRS2|STAT5B|STAT5A|PIK3R3|PIK3R2|PIK3R1|TSLP|SMARCA4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266695
Regulation of mitotic cell cycle	Reactome	R-HSA-453276	14	85	1.32004724781e-07	7.72602904236e-07	RPN2|MAD2L1|CCNA2|CCNA1|PSMD4|PSMD9|CDC14A|PSMD13|PSMA1|AURKA|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453276
APC/C-mediated degradation of cell cycle proteins	Reactome	R-HSA-174143	14	85	1.32004724781e-07	7.72602904236e-07	RPN2|MAD2L1|CCNA2|CCNA1|PSMD4|PSMD9|CDC14A|PSMD13|PSMA1|AURKA|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174143
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	16	115	1.38434731016e-07	8.07535930927e-07	CREBBP|HDAC3|NCOA1|ESRRA|NFYB|SP1|NPAS2|RORA|PPARGC1A|FHL2|PPARG|PPARGC1B|RXRA|NCOR1|NR1H2|SIN3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	hsa04750	15	100	1.41422594564e-07	8.22224386997e-07	PRKCH|ADCY3|ADCY8|PPP1CA|PRKCE|SRC|PLCG2|PIK3R3|PIK3R2|PIK3R1|PIK3CA|IL1B|CAMK2B|MAPK8|MAPK11	http://www.genome.jp/kegg-bin/show_pathway?hsa04750/hsa:5336%09red/hsa:3553%09red/hsa:8503%09red/hsa:5581%09red/hsa:5583%09red/hsa:5290%09red/hsa:5600%09red/hsa:5295%09red/hsa:5296%09red/hsa:816%09red/hsa:5499%09red/hsa:5599%09red/hsa:114%09red/hsa:6714%09red/hsa:109%09red
Signaling by Hedgehog	Reactome	R-HSA-5358351	18	148	1.46833755989e-07	8.5085785755e-07	PSMD4|RPN2|PSMD9|IFT57|ADCY3|PSMA1|TUBA1A|ADAM17|ADCY8|PSMD13|VCP|PRKAR2B|ARRB1|PSMC1|PSMC4|PSMC5|PSMC6|CUL3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358351
Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	R-HSA-450531	14	86	1.50078956598e-07	8.6679265362e-07	TNFSF13|RPN2|PSMD9|HSPB1|PSMD4|PSMD13|AKT1|ZFP36|PSMA1|MAPK11|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450531
Downstream signal transduction	Reactome	R-HSA-186763	9	27	1.52029673028e-07	8.75170815126e-07	STAT6|GRB7|SRC|PIK3CA|STAT5B|STAT5A|PIK3R2|PIK3R1|CRK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186763
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	Reactome	R-HSA-5693567	17	132	1.54832816054e-07	8.88385010148e-07	UBE2I|BRCA1|CCNA2|CCNA1|TOPBP1|TIPIN|TIMELESS|ERCC4|CLSPN|H2AFX|PPP4R2|BRIP1|BRE|RNF4|PPP4C|UIMC1|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693567
UCH proteinases	Reactome	R-HSA-5689603	15	101	1.58800431321e-07	9.08172401345e-07	TGFBR2|RPN2|RUVBL1|YY1|HCFC1|OGT|PSMD9|PSMD13|PSMA1|INO80B|PSMD4|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
Estrogen-dependent gene expression	Reactome	R-HSA-9018519	18	149	1.60870846525e-07	9.1193472036e-07	HDAC1|NCOA1|YY1|SP1|FOSB|H2AFX|KAT2B|JUN|DDX5|CBFB|GTF2A1|GTF2A2|TBP|CDK9|MYC|CXCL12|CREBBP|NR5A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018519
Thyroid cancer	KEGG PATHWAY	hsa05216	10	37	1.61021616338e-07	9.1193472036e-07	TCF4|TP53|TPM3|RXRA|RET|PPARG|MAPK1|TPR|MYC|PAX8	http://www.genome.jp/kegg-bin/show_pathway?hsa05216/hsa:5594%09red/hsa:7849%09red/hsa:6934%09red/hsa:7157%09red/hsa:6256%09red/hsa:7170%09red/hsa:7175%09red/hsa:4609%09red/hsa:5468%09red/hsa:5979%09red
Aldosterone-regulated sodium reabsorption	KEGG PATHWAY	hsa04960	10	37	1.61021616338e-07	9.1193472036e-07	SFN|SCNN1A|PIK3CA|SCNN1G|NEDD4L|MAPK1|PIK3R3|PIK3R2|PIK3R1|SCNN1B	http://www.genome.jp/kegg-bin/show_pathway?hsa04960/hsa:5594%09red/hsa:8503%09red/hsa:2810%09red/hsa:5290%09red/hsa:5295%09red/hsa:5296%09red/hsa:6338%09red/hsa:6340%09red/hsa:6337%09red/hsa:23327%09red
Platinum drug resistance	KEGG PATHWAY	hsa01524	13	73	1.66014195616e-07	9.37176910738e-07	BRCA1|TP53|FAS|XPA|BIRC2|AKT1|AKT3|PIK3R3|PIK3R2|PIK3R1|PIK3CA|MAPK1|TOP2A	http://www.genome.jp/kegg-bin/show_pathway?hsa01524/hsa:7507%09red/hsa:5594%09red/hsa:8503%09red/hsa:10000%09red/hsa:5290%09red/hsa:7153%09red/hsa:672%09red/hsa:5295%09red/hsa:5296%09red/hsa:329%09red/hsa:355%09red/hsa:7157%09red/hsa:207%09red
Transcription of E2F targets under negative control by DREAM complex	Reactome	R-HSA-1362277	8	19	1.77569151715e-07	9.99183329586e-07	HDAC1|E2F4|E2F1|LIN37|RBBP4|MYC|CDC6|TOP2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1362277
B cell activation	PANTHER	P00010	12	61	1.92123669166e-07	1.07761673411e-06	NFATC4|PIK3CA|JUN|PLCG2|MAPK1|PTPRC|MAPK11|MAPK8|CD19|PTPN6|BTK|CD79A	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00010
MAPK6/MAPK4 signaling	Reactome	R-HSA-5687128	14	88	1.93063480592e-07	1.07942840586e-06	RPN2|PSMD9|HSPB1|PSMD4|JUN|CDC14A|FOXO1|PSMA1|PSMD13|PSMC1|MYC|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5687128
Repression of WNT target genes	Reactome	R-HSA-4641265	7	12	1.94582726755e-07	1.08445787204e-06	HDAC1|TCF4|AES|TLE2|TLE1|TLE4|CTBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641265
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	17	135	2.06974688598e-07	1.1498593811e-06	SELL|TEK|GAS6|SHC1|OLR1|PIK3CA|FYN|GRB7|GYPC|TREM1|PIK3R2|PIK3R1|PSG1|ANGPT1|PTPN6|PPIA|CAV1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
mTOR signaling pathway	KEGG PATHWAY	hsa04150	18	153	2.30147820221e-07	1.27455280186e-06	WNT7A|IGF1R|NPR3|TEP1|FZD9|ATP6V1E1|RPS6KA2|WNT4|AKT3|AKT1|PIK3CA|DVL1|PIK3R3|PIK3R2|PIK3R1|WNT2|MAPK1|TSC2	http://www.genome.jp/kegg-bin/show_pathway?hsa04150/hsa:7476%09red/hsa:5594%09red/hsa:7472%09red/hsa:10000%09red/hsa:8131%09red/hsa:6196%09red/hsa:3480%09red/hsa:7249%09red/hsa:5295%09red/hsa:5296%09red/hsa:5728%09red/hsa:5290%09red/hsa:1855%09red/hsa:529%09red/hsa:8503%09red/hsa:207%09red/hsa:8326%09red/hsa:54361%09red
Intrinsic Pathway for Apoptosis	Reactome	R-HSA-109606	11	50	2.33480239287e-07	1.28892876578e-06	TP63|TP53|E2F1|TP73|SFN|AKT1|AKT3|TP53BP2|MAPK1|MAPK8|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109606
The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	13	76	2.50750604575e-07	1.37991684908e-06	CCNB2|RPN2|TUBA8|TP53|PSMD4|TUBA1A|PSMD13|PSMD9|PSMA1|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852276
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	17	138	2.74638850779e-07	1.5019312152e-06	SRC|NCOA1|SHC1|ADCY3|SP1|KRT20|JUN|AKT1|KRT15|AKT3|PIK3R3|PIK3R2|PIK3R1|PIK3CA|MAPK1|ADCY8|CREB5	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:5594%09red/hsa:8503%09red/hsa:9586%09red/hsa:10000%09red/hsa:8648%09red/hsa:3725%09red/hsa:5295%09red/hsa:5296%09red/hsa:54474%09red/hsa:5290%09red/hsa:114%09red/hsa:6714%09red/hsa:109%09red/hsa:6464%09red/hsa:6667%09red/hsa:207%09red/hsa:3866%09red
Homology Directed Repair	Reactome	R-HSA-5693538	17	138	2.74638850779e-07	1.5019312152e-06	UBE2I|BRCA1|CCNA2|CCNA1|TOPBP1|TIPIN|TIMELESS|ERCC4|CLSPN|H2AFX|PPP4R2|BRIP1|BRE|RNF4|PPP4C|UIMC1|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693538
p53-Independent G1/S DNA damage checkpoint	Reactome	R-HSA-69613	11	51	2.77615376106e-07	1.50410807488e-06	RPN2|PSMD9|PSMD4|PSMD13|CHEK2|PSMA1|PSMC1|PSMC4|PSMC5|PSMC6|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69613
p53-Independent DNA Damage Response	Reactome	R-HSA-69610	11	51	2.77615376106e-07	1.50410807488e-06	RPN2|PSMD9|PSMD4|PSMD13|CHEK2|PSMA1|PSMC1|PSMC4|PSMC5|PSMC6|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69610
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	Reactome	R-HSA-69601	11	51	2.77615376106e-07	1.50410807488e-06	RPN2|PSMD9|PSMD4|PSMD13|CHEK2|PSMA1|PSMC1|PSMC4|PSMC5|PSMC6|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69601
RNA Polymerase I Transcription Termination	Reactome	R-HSA-73863	9	30	3.20515084576e-07	1.73117715435e-06	TBP|ERCC2|GTF2H5|GTF2H4|CDK7|PTRF|MNAT1|CCNH|GTF2H1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73863
Endothelin signaling pathway	PANTHER	P00019	13	78	3.26954651157e-07	1.76052504469e-06	PRKCH|ADCY3|ADCY8|PRKCE|PIK3R3|AKT1|AKT3|PTGS2|PIK3R2|PIK3R1|PIK3CA|PRKAR2B|MAPK1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00019
IL-17 signaling pathway	KEGG PATHWAY	hsa04657	14	93	3.52919209232e-07	1.89450495754e-06	CEBPB|TRAF6|PTGS2|FOSB|JUN|TNFAIP3|IL17RB|MAPK1|IKBKG|NFKB1|TRAF3IP2|IL1B|MAPK8|MAPK11	http://www.genome.jp/kegg-bin/show_pathway?hsa04657/hsa:3553%09red/hsa:8517%09red/hsa:55540%09red/hsa:5743%09red/hsa:5594%09red/hsa:3725%09red/hsa:5599%09red/hsa:1051%09red/hsa:7189%09red/hsa:4790%09red/hsa:5600%09red/hsa:7128%09red/hsa:2354%09red/hsa:10758%09red
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	R-HSA-6781827	13	79	3.72326161198e-07	1.99257119907e-06	GPS1|HMGN1|COPS2|XPA|ERCC4|GTF2H5|GTF2H4|GTF2H1|CDK7|MNAT1|TCEA1|CCNH|ERCC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6781827
MAPK targets/ Nuclear events mediated by MAP kinases	Reactome	R-HSA-450282	9	31	4.04638244659e-07	2.15889307364e-06	RPS6KA2|PPP2CA|JUN|MAPK1|MAPK11|PPP2R5D|MAPK8|DUSP7|DUSP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450282
Activation of NF-kappaB in B cells	Reactome	R-HSA-1169091	12	66	4.05972855697e-07	2.1594300835e-06	RPN2|PSMD9|PSMD4|CARD11|PSMD13|PSMA1|IKBKG|NFKB1|PSMC1|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169091
NOD-like receptor signaling pathway	KEGG PATHWAY	hsa04621	19	178	4.21935730701e-07	2.23753796584e-06	MAVS|ANTXR1|TLR4|TRAF6|JUN|BIRC2|TNFAIP3|IFNAR2|TYK2|RIPK2|MAPK11|IKBKG|RBCK1|NFKB1|MAPK1|IL1B|MYD88|MAPK8|RNF31	http://www.genome.jp/kegg-bin/show_pathway?hsa04621/hsa:3553%09red/hsa:8517%09red/hsa:8767%09red/hsa:5600%09red/hsa:3455%09red/hsa:5594%09red/hsa:3725%09red/hsa:5599%09red/hsa:7128%09red/hsa:57506%09red/hsa:329%09red/hsa:55072%09red/hsa:7189%09red/hsa:4790%09red/hsa:4615%09red/hsa:7099%09red/hsa:7297%09red/hsa:10616%09red/hsa:84168%09red
RNA Polymerase I Transcription	Reactome	R-HSA-73864	15	110	4.26821170262e-07	2.25660739564e-06	HDAC1|CHD4|H2AFX|ERCC2|CDK7|RBBP7|KAT2B|GTF2H5|GTF2H4|TBP|PTRF|MNAT1|RBBP4|CCNH|GTF2H1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73864
Role of LAT2/NTAL/LAB on calcium mobilization	Reactome	R-HSA-2730905	7	14	4.30303000643e-07	2.26135210548e-06	LAT2|PIK3CA|FYN|GAB2|PIK3R2|PIK3R1|MS4A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2730905
Interleukin-15 signaling	Reactome	R-HSA-8983432	7	14	4.30303000643e-07	2.26135210548e-06	IL2RB|SHC1|GAB2|IL15|STAT5B|STAT5A|IL15RA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8983432
Deactivation of the beta-catenin transactivating complex	Reactome	R-HSA-3769402	10	42	4.40668292821e-07	2.3088907558e-06	HDAC1|TCF4|TLE2|TLE1|SCG2|TLE4|AKT1|SOX9|CTBP1|SOX4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3769402
Focal adhesion	KEGG PATHWAY	hsa04510	20	199	5.07817919056e-07	2.65278017417e-06	SRC|IGF1R|TEP1|SHC1|PPP1CA|FYN|JUN|BIRC2|RAP1A|AKT1|AKT3|PIK3R3|PIK3R2|PIK3R1|PIK3CA|CRK|MAPK1|MAPK8|CAV2|CAV1	http://www.genome.jp/kegg-bin/show_pathway?hsa04510/hsa:3725%09red/hsa:8503%09red/hsa:5906%09red/hsa:10000%09red/hsa:5290%09red/hsa:1398%09red/hsa:5594%09red/hsa:3480%09red/hsa:2534%09red/hsa:5295%09red/hsa:5296%09red/hsa:5728%09red/hsa:329%09red/hsa:5499%09red/hsa:5599%09red/hsa:857%09red/hsa:6714%09red/hsa:858%09red/hsa:207%09red/hsa:6464%09red
