source	target	w
MIF	NME1	0.19511
MIF	GORASP2	0.091279
MIF	TP53	0.020663
MIF	COPS6	0.1462
MIF	ZNF408	0.035619
CEACAM1	EGFR	0.079215
CEACAM1	SHC1	0.023549
CEACAM1	SRC	0.054445
CEACAM1	ANXA2	0.0097476
CEACAM1	PTPN6	0.025641
CEACAM1	PXN	9.9922e-05
SERPINH1	UBQLN4	0.0012
SERPINH1	CDK9	0.010484
SERPINH1	KLF13	0.0011121
NANOS1	GRIN2D	0.0013628
GRHL2	GRHL3	0.037502
DAP	SETDB1	0.03026
CTTN	HIP1R	0.025401
CTTN	HAX1	0.054381
CTTN	FGD1	0.025937
CTTN	ANKZF1	0.0081922
CTTN	SDC3	0.0072307
CTTN	SRC	0.0018231
CTTN	KCNA2	0.0079284
CTTN	FER	0.022457
CTTN	WIPF1	0.031566
CTTN	SHANK2	0.031203
CTTN	NCF1	0.033968
CTTN	TJP1	0.058384
CDH1	RRM2	0.025509
CDH1	CA9	0.026996
CDH1	HDAC1	0.020782
CDH1	PTPRF	0.16659
CDH1	EGFR	0.091299
CDH1	CASP3	0.015474
CDH1	JUP	0.038349
CDH1	CSE1L	0.00035862
CDH1	MAD2L2	0.038774
CDH1	PPP1CA	0.021044
CDH1	CSNK2A1	0.10426
CDH1	ANAPC7	2.2875e-05
CDH1	GNA12	0.0026614
CDH1	CBLL1	0.0051391
CDH1	NDRG1	0.04463
CDH1	GSK3B	2.7074e-05
CDH1	PTPN14	0.0015091
CDH1	VCL	0.002908
CDH1	GNA13	0.016229
CDH1	NEDD9	0.039958
CDH1	RAB8B	0.0019253
CDH1	PTPRM	0.071011
GORAB	SCYL1	0.0061658
ADAM12	IGFBP3	0.075325
ADAM12	EGF	0.049908
ADAM12	PACSIN3	0.0014553
ADAM12	SRC	0.00043492
ADAM12	ACTN2	0.051728
ADAM12	SH3D19	0.047182
ADAM12	PIK3R1	0.048143
ADAM12	FSTL3	0.018646
TIMP1	MMP1	0.13972
TIMP1	MMP3	0.07641
TIMP1	CD63	0.052922
TIMP1	MMP2	0.052026
TIMP1	MYOC	0.045758
GYG2	GYS1	0.019842
RCC1	CDK1	0.11978
RCC1	XPO1	0.027212
RCC1	RANBP1	0.062519
RCC1	PTMA	0.0047273
RCC1	RANBP3	0.010647
RCC1	NUP98	0.0051108
RCC1	KPNA3	0.026324
STAP2	PTK6	0.09877
STAP2	BMP4	0.0035461
STAP2	SRC	0.01065
STAP2	STAT5B	0.0052389
STAP2	MYD88	0.080285
STAP2	STAT5A	0.020149
STAP2	JAK2	0.14873
CENPF	FNTB	0.028387
CENPF	CENPE	0.24479
CENPF	SNAP25	0.0055782
CKS1B	CKS2	0.12481
CKS1B	CDKN1B	0.0036605
CKS1B	DUSP1	0.021364
H1F0	KPNA2	0.022691
H1F0	IPO7	0.0020397
ASF1B	CHAF1B	0.17585
ASF1B	CHAF1A	0.12305
ASF1B	HIST1H3E	0.0024704
ASF1B	TLK1	0.011573
ASF1B	TAF1	0.001669
ASF1B	TLK2	0.02359
AP1M2	AP1S1	0.024499
AP1M2	AP1B1	0.051513
AP1M2	AP1G1	0.011497
AP1M2	AP2B1	0.058823
AP1M2	AP1M1	0.0127
AP1M2	NDRG1	0.014891
AP1M2	LDLR	0.00032692
EPN3	RNF11	0.048378
EPN3	LAPTM5	0.024089
HIST1H2AE	NAP1L4	0.01066
DHFR	TP53	0.042388
DHFR	ASGR1	0.01333
DHFR	THBS1	0.012745
SLC6A8	CD59	0.0139
CHEK1	TIMELESS	0.10067
CHEK1	BLM	0.065176
CHEK1	RAD51	0.18636
CHEK1	XIAP	0.00042915
CHEK1	CDC25C	0.12752
CHEK1	CDC25A	0.059809
CHEK1	ATR	0.1074
CHEK1	TP53	0.040432
CHEK1	CSNK2B	0.058873
CHEK1	AATF	0.010826
CHEK1	AKT1	0.0030337
CHEK1	HSP90AA1	0.015841
CHEK1	YWHAG	0.088291
CHEK1	TLK1	0.026915
CHEK1	XRCC6	0.0011352
CHEK1	CLSPN	0.061232
CHEK1	RELA	0.0014259
PTPRZ1	MDK	0.01709
PTPRZ1	ALK	0.010012
PTPRZ1	ADD2	1.9688e-05
PTPRZ1	FYN	0.0073611
AIFM1	CASP3	0.039682
AIFM1	SETDB1	0.070001
AIFM1	STC2	0.040206
FNTB	CENPF	0.028387
FNTB	PTP4A3	0.011955
FNTB	RAP2A	0.00055049
EYA2	SIX1	0.0096491
EYA2	SIX4	0.037603
EYA2	GNAZ	0.0037012
EYA2	RBPMS	0.039536
EYA2	GNAI2	0.0015215
C4BPB	PROS1	0.024802
SMYD3	PBX2	0.026059
SMYD3	HSP90AA1	0.036005
BIRC5	CDK1	0.18108
BIRC5	CDCA8	0.23703
BIRC5	XPO1	0.037976
BIRC5	AURKB	0.33337
BIRC5	CDK4	0.13439
BIRC5	CASP3	0.094977
BIRC5	XIAP	0.00074038
BIRC5	DIABLO	0.064737
BIRC5	HSP90AA1	0.04774
MMP3	SPP1	0.099241
MMP3	IGFBP3	0.072327
MMP3	SPOCK1	0.033867
MMP3	TIMP1	0.07641
MMP3	HAPLN1	0.0054295
MMP3	TNFSF11	0.070633
MMP3	CCL13	0.0080223
MMP3	BCAN	0.012454
MMP3	SPOCK3	0.001927
MMP3	ACAN	0.019537
MMP3	SERPINE1	0.00076947
MMP3	DCN	0.023177
MMP3	TIMP3	0.064205
MMP3	CCL2	0.00077224
PRSS2	MMP9	0.03203
PRSS2	APP	0.00070125
PRSS2	SLPI	0.0094787
TXNDC17	OXT	0.0098875
BAIAP2L1	YWHAG	0.020854
SRPRB	CDK5RAP3	0.0010508
TMED10	PSENEN	0.063547
TMED10	NCSTN	0.021081
MTX2	MTX1	0.015109
CDCA8	BIRC5	0.23703
CDCA8	AURKB	0.17566
GALNT14	MUC13	0.057317
LRP8	SNX17	0.025969
LRP8	RELN	0.012944
LRP8	CLU	0.012553
ADORA2B	NTN1	0.0055109
ADORA2B	DCC	0.014825
BRCC3	BRCA1	0.058773
PPP1R1B	CDK5	0.021936
PPP1R1B	PPP1CA	0.026337
PPP1R1B	CSNK2A1	0.012333
PPP1R1B	DLGAP4	4.3578e-06
PPP1R1B	ROBO2	0.010214
SYTL1	NCF1	0.0016283
SYTL1	NCF2	0.013356
GPC4	COL18A1	0.0021897
GPC4	ACP5	0.0098036
GPC4	FGF2	0.016584
IFI6	CIB1	0.0030339
ENO1	SUMO4	0.0041648
ENO1	AGTPBP1	0.11889
ENO1	MYOC	0.025552
CENPE	BUB1B	0.2158
CENPE	CENPF	0.24479
PCNA	CCNB1	0.29937
PCNA	CDK1	0.22755
PCNA	CDC6	0.17434
PCNA	FEN1	0.23539
PCNA	RFC4	0.29328
PCNA	CCNO	0.0616
PCNA	CDT1	0.07829
PCNA	HDAC1	0.10289
PCNA	CDK5	0.11829
PCNA	PARP1	0.15147
PCNA	CHTF18	0.024152
PCNA	APEX1	0.11977
PCNA	POLD2	0.054654
PCNA	HUS1	0.060311
PCNA	LIG1	0.048153
PCNA	DNMT1	0.065835
PCNA	RFC2	0.19025
PCNA	POLM	0.068147
PCNA	APEX2	0.062607
PCNA	PRKDC	0.04178
PCNA	CDC25C	0.13903
PCNA	UNG	0.12141
PCNA	CHTF8	0.035909
PCNA	MUTYH	0.010032
PCNA	TCOF1	0.017142
PCNA	POLD1	0.00755
PCNA	RBBP8	0.048823
PCNA	CHAF1A	0.073842
PCNA	DSCC1	0.082703
PCNA	SUB1	0.096517
PCNA	POLE	0.0037615
PCNA	PPP1CA	0.026327
PCNA	POLD4	0.013426
PCNA	XRCC1	0.024898
PCNA	POLH	0.0099843
PCNA	XRCC6	0.0034722
PCNA	PTMA	0.0029971
PCNA	BAZ1B	0.023442
PCNA	RFC1	0.0078314
PCNA	CCND3	0.10229
PCNA	POLI	1.1703e-06
PCNA	CDKN1A	0.035453
PCNA	MCL1	0.045341
PCNA	CDKN1C	0.055321
PCNA	GADD45B	0.14648
NCAPG2	TAL1	0.10405
P4HB	COL10A1	0.052625
P4HB	COL1A2	0.024122
P4HB	COL1A1	0.079275
P4HB	P4HA3	0.050909
P4HB	YWHAG	0.0013247
P4HB	TG	0.049409
P4HB	EIF2S1	0.024666
P4HB	CD1D	0.060604
P4HB	PRNP	1.7e-05
P4HB	FEZ1	0.06419
NLN	NTS	0.029568
RACGAP1	PRC1	0.2764
RACGAP1	TUBG1	0.099192
RACGAP1	KIF23	0.15567
RACGAP1	AURKB	0.12863
RACGAP1	ECT2	0.0042481
RACGAP1	YWHAG	0.032313
RACGAP1	RND2	0.0088244
RACGAP1	MAP3K4	0.00026636
RACGAP1	PPP2CA	0.0052049
BCL11A	NR2F2	0.020327
BCL11A	NR2F1	0.022717
CHMP4C	CHMP4B	0.019935
CHMP4C	TRPC4AP	0.0010247
CHMP4C	PDCD6IP	0.0014593
PIGM	PIGX	0.072399
GPI	IGFBP3	0.071448
GPI	CSNK2A1	0.028058
GPI	PARP14	0.0058053
LDOC1	KRT15	0.026773
LDOC1	KRT18	0.016308
LDOC1	UTP14A	0.021228
LDOC1	AATF	0.026392
LDOC1	ZNF408	0.010559
LDOC1	GNL3L	0.027103
LDOC1	HGS	0.02865
LDOC1	CEBPE	0.00515
LDOC1	FXR2	0.0011602
LDOC1	AP1M1	0.0080269
LDOC1	ATF4	0.072613
LDOC1	IKZF5	0.021386
LDOC1	ABLIM1	0.087078
LDOC1	ZBTB16	4.4215e-05
LDOC1	FAM107A	0.03725
PPFIBP2	PPFIA2	0.026465
PPFIBP2	DTNB	0.092123
PPFIBP2	PTPRC	0.053419
ITGA2	MMP1	0.063377
ITGA2	COL1A2	0.059287
ITGA2	COL1A1	0.032856
ITGA2	AUP1	0.0021768
ITGA2	LAMA1	0.018051
SHMT2	CSNK2B	0.08952
SHMT2	NDRG1	0.024265
CCNO	PCNA	0.0616
CCNO	RPA2	0.073801
CHGB	MOGS	0.010709
CHGB	ACACA	0.017823
CHGB	POLD1	0.0015321
CHGB	CBFB	0.00054363
CHGB	OGG1	0.010149
CHGB	TAZ	3.8808e-05
CHGB	YLPM1	0.0065053
CHGB	PTEN	0.00020433
CHGB	ATXN2	0.0011705
CHGB	RXRG	0.018803
CHGB	MGLL	0.0045107
CHGB	S100A8	0.0033043
SOX11	POU3F2	0.023501
CHPF	SMAD9	0.18583
ATP1B1	EGFR	0.044707
ATP1B1	GCH1	0.073621
ATP1B1	FXYD1	0.026856
OIP5	RAF1	0.016813
HIST1H1C	NASP	0.021738
HIST1H1C	F10	0.02804
PLA2G7	TUBA1A	0.011564
ZG16B	UBQLN4	0.0086044
NIPSNAP1	RGS2	0.15089
KRT14	TRADD	0.0253
KDM5B	PAX9	0.02806
KDM5B	RB1	0.0027339
CCNE2	CDKN1B	0.0048936
CCNE2	CDKN1A	0.00016181
CCNE2	CDKN1C	0.080335
SRPX2	CTSB	0.015192
SRPX2	PLAUR	0.011101
SPINT2	CTSB	0.0011314
SPINT2	SUMO4	0.01094
SPINT2	ITIH3	0.098395
KNTC1	ZWILCH	0.042819
CCL19	CXCL13	0.14637
CCL19	CCL22	0.086855
EPHB3	EFNB3	0.027175
EPHB3	CRK	0.029523
EPHB3	FYN	0.071097
CCT6A	SUMO4	0.047163
MST1R	SFN	0.044984
MST1R	MST1	0.12669
MST1R	SHC1	0.00070824
MST1R	AKT1	0.023541
MST1R	SRC	0.014454
MST1R	RELA	0.0069284
MST1R	PIK3R1	0.022719
MST1R	GAB1	0.049401
MST1R	JAK2	0.1106
MST1R	HYAL2	0.062428
NELL1	GFI1B	0.00032453
EFNA5	EPHB2	0.025128
EFNA5	EPHB1	6.2917e-05
EFNA5	EPHA8	9.1568e-05
GALNT2	MUC1	0.048877
HOXA10	GMNN	0.069445
HOXA10	CREBBP	0.0094367
HOXA10	PTPN6	0.0093726
HOXA10	SPI1	0.013919
HOXA10	PBX1	0.034286
HOXA10	FOXO1	0.031504
HOXA10	MEIS1	0.040233
PIAS3	HDAC1	0.085291
PIAS3	SERBP1	0.0061274
PIAS3	ATF7IP	0.040413
PIAS3	GEMIN4	0.022725
PIAS3	HABP4	0.0010124
PIAS3	TBP	0.00034155
PIAS3	RELA	0.039089
PIAS3	SMAD2	0.0080563
PIAS3	MITF	0.046431
PIAS3	PGR	0.01688
PIAS3	NR3C2	0.00012196
COL6A3	MMP2	8.637e-05
CFB	C3	0.0038883
CFB	CFP	0.044115
FGF13	SCN8A	0.013143
KRT8	EGFR	0.029504
KRT8	KRT18	0.39149
KRT8	HSPA5	0.058332
KRT8	BYSL	0.04219
KRT8	RAF1	0.0087789
KRT8	MAPK8	0.028768
KRT8	MAPK1	0.014316
KRT8	ANXA1	0.024158
TOM1L1	NDC80	0.034145
TOM1L1	CCDC47	0.088717
TOM1L1	PHYH	0.075224
TOM1L1	PWP2	0.021389
TOM1L1	HGS	0.00045875
TOM1L1	PIK3R1	0.037332
TOM1L1	PDPN	0.072554
TOM1L1	FYN	0.084983
MUC16	MSLN	0.0051434
CDT1	CDK1	0.08764
CDT1	CCNA2	0.081657
CDT1	GMNN	0.082324
CDT1	CDC6	0.069592
CDT1	PCNA	0.07829
CDT1	MCM6	0.064628
LRRC8D	EXOSC4	0.048875
ACTL6A	SMARCA4	0.00079231
ACTL6A	RUVBL1	0.075042
ACTL6A	TRRAP	0.023139
ACTL6A	RELA	0.011724
ACTL6A	SMARCA2	1.9287e-07
ACTL6A	MYC	0.010908
PDZD11	ATP7A	0.017999
RPA3	MCM2	0.18536
RPA3	RPA2	0.11654
DLG3	GLS2	0.076836
DLG3	GRIN2A	0.0030574
DLG3	GDA	0.013559
DLG3	GRIN2C	0.027316
DLG3	DLGAP4	0.0015486
DLG3	DLGAP3	0.016584
DLG3	GRIN2B	0.0011024
DLG3	KCNA4	0.00023985
DLG3	KIF1B	0.039543
DLG3	CNKSR2	0.00010128
DLG3	ABCA1	0.06234
DLG3	LRP2	0.0050777
DLG3	ATP2B4	0.044231
DLG3	KCNJ2	0.077902
DLG3	LIN7A	0.056917
DLG3	GUCY1A2	0.074965
NME4	NME1	0.081728
NME4	TRIP13	0.016867
ALDOA	TUBB	0.060427
ALDOA	SUMO4	0.03078
ALDOA	PLD2	0.040386
ALDOA	ATP6V1E1	0.0048476
ALDOA	TGM2	0.039231
ALDOA	MYOC	0.092937
MST1	MST1R	0.12669
MST1	SERPINA3	0.0297
HES6	CSNK2A1	0.00084396
HES6	TLE1	0.024154
TFAP2A	CASP6	0.026128
TFAP2A	CASP3	0.056422
TFAP2A	NPM1	0.025304
TFAP2A	TP53	0.021591
TFAP2A	SYT1	0.0026262
TFAP2A	SUMO4	0.015391
TFAP2A	LDLRAP1	0.039111
TFAP2A	WWP1	0.0091706
TFAP2A	RB1	0.00082303
TFAP2A	APC	0.0081979
TFAP2A	CASP1	0.016074
TFAP2A	CITED2	0.016043
AKR1A1	EXOSC4	0.076685
SRPK1	TOP2A	0.14848
SRPK1	FERMT1	0.13437
SRPK1	LBR	0.043067
SRPK1	U2AF2	0.082087
SRPK1	YWHAG	0.028437
SRPK1	SRRM1	0.00026041
TUBG1	RACGAP1	0.099192
TUBG1	PLK1	0.11338
TUBG1	KRT18	0.056326
TUBG1	BRCA1	0.11067
TUBG1	KRT19	0.097556
TUBG1	NDE1	0.018469
TUBG1	IKBKG	0.017355
TUBG1	TUBGCP4	0.024718
TUBG1	PXN	0.018598
TUBG1	RASSF1	0.091491
TUBG1	PIK3R1	0.049925
TUBG1	RPGR	0.07865
DBF4	MCM2	0.06965
DBF4	MEN1	7.0821e-06
DBF4	CHEK2	0.1167
DBF4	MCM3	0.065471
DBF4	MCM7	0.021242
DBF4	CHAF1A	0.026461
DBF4	NAA38	0.00046025
COL9A3	COL2A1	0.060566
TRIP13	NME4	0.016867
TRIP13	SMUG1	0.035471
TRIP13	CPSF3L	0.029754
TRIP13	ADAM15	0.0090687
TRIP13	WDYHV1	0.05783
TRIP13	NIF3L1	0.056157
TRIP13	MAD2L1BP	0.04735
TRIP13	LASP1	0.0044351
TRIP13	CARD14	0.010173
TRIP13	LOXL4	0.0043261
TRIP13	ARL11	6.2562e-05
TRIP13	DDAH2	0.00035507
TRIP13	GPSM1	0.0031608
TRIP13	RBPMS	0.099423
TRIP13	PPP2CA	0.036583
TRIP13	SIGLEC5	0.0064169
TRIP13	THRB	0.0070561
TRIP13	GPRIN2	0.020018
TRIP13	PLSCR4	0.060314
TRIP13	PLAC8	0.015073
HMBS	RANBP9	0.0034015
CENPH	KIF2C	0.1265
FGB	CALR	0.025891
FGB	SERPINA5	0.020746
FGB	FBLN1	0.02497
CXXC5	SMAD5	0.00065087
CXXC5	SMAD7	0.072067
CXXC5	SMAD9	0.1024
DUSP23	RPL8	0.015655
SIX4	EYA2	0.037603
SIX4	EYA3	0.011972
HSPB1	TP53	1.9324e-05
HSPB1	DAXX	0.073079
HSPB1	NFKBIA	0.0016186
HSPB1	TGFB1I1	0.00065249
HSPB1	CYCS	0.021531
HSPB1	TGM1	0.035964
HSPB1	HSPB8	0.054027
HSPB1	CRYAB	0.039127
RAP1GAP	CDK1	0.0012193
RAP1GAP	PFN2	2.1346e-06
RAP1GAP	MEX3B	0.0023113
RAP1GAP	GNAZ	0.00060709
RAP1GAP	RALGDS	0.016386
STX6	GOPC	0.017353
STX6	VPS11	0.0024358
STX6	STX7	0.00011722
STX6	MARCH2	0.027472
DPP3	ATP5C1	0.014403
BRIP1	BRCA1	0.18404
METTL1	WDR4	0.077478
METTL1	AKT1	1.4798e-05
PPIC	LGALS3BP	0.031702
PPIC	UBQLN4	0.0033635
AP1S1	AP1M2	0.024499
AP1S1	AP1G1	0.043166
AP1S1	AP2A2	0.0032963
EPHB2	MMP9	0.071492
EPHB2	EFNA5	0.025128
EPHB2	PTK2	0.0069044
EPHB2	PICK1	0.041161
EPHB2	SRC	0.017273
EPHB2	MMP2	0.019216
EPHB2	KSR1	0.04042
EPHB2	GRIN2B	0.026643
EPHB2	ITSN1	0.025837
EPHB2	KALRN	0.014673
EPHB2	EFNB1	0.0063365
EPHB2	SDCBP	0.050772
EPHB2	VEGFA	0.0021909
EPHB2	NCK1	0.031714
EPHB2	EFNB2	0.033875
EPHB2	ARHGEF6	0.099251
EPHB2	RRAS	0.12884
EPHB2	FOS	0.069592
EPHB2	SH2D3C	0.1019
EPHB2	AQP1	0.14577
USP18	ISG15	0.10192
USP18	IFNAR2	0.008272
GSTZ1	GSS	0.17069
SIL1	HSPA5	0.088823
SIL1	SMAD9	0.1229
CASK	EPS8	0.044142
CASK	GLS2	0.0506
CASK	RAB3A	0.0060201
CASK	GRIN2A	0.018217
CASK	CNTNAP2	0.033868
CASK	APBA1	0.011448
CASK	SDC3	0.0088631
CASK	KCNA4	0.003097
CASK	FCHSD2	0.026094
CASK	ATP2B4	0.035119
CASK	KCNJ2	0.020023
CASK	LIN7A	0.013524
CASK	CADM1	0.010076
CASK	ID1	0.00089192
PDIA6	SUMO4	0.0072699
PLA2G4A	CASP3	0.06109
PLA2G4A	KAT5	0.021488
PLA2G4A	RPS6KA5	0.0081535
PLA2G4A	CASP4	5.6e-06
PLA2G4A	VIM	0.00036281
PLA2G4A	CASP1	0.0081899
PLA2G4A	PLA2G5	2.1191e-05
TNPO1	PABPN1	0.0015894
TNPO1	SRP19	0.092235
TNPO1	NXF1	0.063782
TNPO1	NUP98	0.013327
TNPO1	ELAVL1	0.0018095
TNPO1	RANBP2	0.0011891
GOT2	PC	0.23922
GOT2	MDH2	0.10036
GOT2	GLUD1	0.039768
PTK6	STAP2	0.09877
PTK6	EGFR	0.031158
PTK6	KHDRBS1	0.0020102
ILF2	PRKDC	0.083279
TTC8	PCM1	0.011135
MMP14	MMP13	0.12366
MMP14	CLDN1	0.05162
MMP14	SPOCK1	0.028561
MMP14	F12	0.057096
MMP14	ITGAV	0.016364
MMP14	C1QBP	0.030132
MMP14	SPOCK3	0.00026102
MMP14	ACAN	0.093758
MMP14	KISS1	0.025562
MMP14	MMP2	0.019396
MMP14	TIMP2	0.00076786
MMP14	TIMP3	0.0095019
MMP14	CAV1	0.10238
CABYR	GSK3B	0.028401
MYBL2	CCNA2	0.13986
MYBL2	PARP1	0.2048
MYBL2	CCNE1	0.24449
MYBL2	SND1	0.088157
MYBL2	TTF2	0.020508
MYBL2	ZNF622	0.033833
MYBL2	CDC34	0.098104
MYBL2	CREBBP	0.0087857
MYBL2	CDK9	0.039436
MYBL2	NCOR1	0.063175
MYBL2	CCNA1	0.022056
RAB26	GCH1	0.076997
TNFRSF11A	FHL2	0.064624
TNFRSF11A	TNFSF11	0.032851
TNFRSF11A	TRAF5	0.0025396
TNFRSF11A	SRC	0.0069213
TNFRSF11A	TRAF6	0.00022817
TNFRSF11A	GAB2	0.026262
SLC9A7	SCAMP5	0.0018828
CD79A	BLNK	0.06308
CD79A	PIGR	0.014593
CD79A	CD19	0.25086
CD79A	BLK	0.12595
CD79A	PTPN6	0.018077
CD79A	FCAR	0.00022484
CD79A	HCLS1	0.017636
CD79A	FYN	0.0024887
BARD1	BRCA1	0.11215
BARD1	CSTF1	0.045307
BARD1	SETDB1	0.010777
BARD1	TP53	0.015774
BARD1	RBBP8	0.096908
BARD1	XRCC6	0.0026444
BARD1	IKBKAP	0.035183
BARD1	KAT5	0.044134
BARD1	ING5	0.0002101
BARD1	ZHX1	0.015024
BARD1	FEZ1	0.023149
HDAC1	TOP2A	0.10985
HDAC1	CDC20	0.16072
HDAC1	BUB1B	0.14522
HDAC1	EZH2	0.062527
HDAC1	RFC4	0.1188
HDAC1	CDH1	0.020782
HDAC1	PCNA	0.10289
HDAC1	PIAS3	0.085291
HDAC1	DNMT3B	0.10123
HDAC1	APEX1	0.062103
HDAC1	KDM1A	0.070732
HDAC1	HUS1	0.062208
HDAC1	TRIM27	0.045107
HDAC1	DNMT1	0.043881
HDAC1	MAD1L1	0.011651
HDAC1	BRCA1	0.040541
HDAC1	RBBP7	0.079941
HDAC1	EED	0.042279
HDAC1	MTA1	0.0084521
HDAC1	HIF1A	0.010898
HDAC1	BUB1	0.016026
HDAC1	SETDB1	0.11122
HDAC1	PITX2	0.036063
HDAC1	PHF12	0.014872
HDAC1	TP53	0.0025388
HDAC1	HDAC3	0.022717
HDAC1	HR	0.054345
HDAC1	BUB3	0.060683
HDAC1	MAGEA1	0.0098902
HDAC1	CHD4	0.0051184
HDAC1	GCM1	0.022998
HDAC1	SUV39H1	0.0097003
HDAC1	PPARD	0.010109
HDAC1	RBBP4	0.0035689
HDAC1	PHB	0.019473
HDAC1	RUVBL2	0.012267
HDAC1	ZNF76	0.031972
HDAC1	CSNK2A1	0.0066985
HDAC1	UBE2I	9.1339e-05
HDAC1	DAXX	0.002939
HDAC1	CTBP1	0.02948
HDAC1	MYOD1	0.0029103
HDAC1	PTMA	0.051032
HDAC1	SALL1	0.0072795
HDAC1	CREBBP	0.0054909
HDAC1	RFC1	2.2982e-05
HDAC1	RBP1	0.0026759
HDAC1	RELA	0.041206
HDAC1	KAT5	0.027703
HDAC1	SIN3B	0.057058
HDAC1	SMAD2	0.000594
HDAC1	SIN3A	0.0061122
HDAC1	RB1	0.017268
HDAC1	HBP1	0.028157
HDAC1	RUNX1T1	0.017501
HDAC1	SP1	0.015029
HDAC1	ARID4A	0.008281
HDAC1	NFKB1	0.07076
HDAC1	EID2B	0.0044278
HDAC1	HEY2	0.00029732
HDAC1	NFKBIA	0.10348
HDAC1	HIC1	0.093865
HDAC1	NR2F2	0.026366
HDAC1	RUNX3	0.02519
HDAC1	RAP1A	0.062414
HDAC1	KLF11	0.1132
HDAC1	TAL1	0.10396
HDAC1	SATB1	0.012984
HDAC1	SAP18	0.08154
HDAC1	CBFA2T3	0.070968
HDAC1	ZBTB16	0.16954
ITPKA	CAMK2B	0.036248
NEU1	CTSA	0.08895
CCL28	CCR3	0.0041417
RAB15	RABIF	0.048948
PMEPA1	UBQLN4	0.032209
PMEPA1	NEDD4	0.015786
CASP6	DSP	0.048358
CASP6	LMNB1	0.015319
CASP6	TFAP2A	0.026128
CASP6	CASP3	0.03974
CASP6	KRT18	0.032996
CASP6	APP	0.029201
CASP6	EIF2S1	0.037504
CASP6	SRF	0.096284
CASP6	RB1	0.02593
CASP6	LMNA	0.044696
CASP6	PPL	0.00043387
CASP6	NUAK1	0.002358
CASP6	VIM	0.065877
CASP6	CFLAR	0.074115
CASP6	PRKCZ	0.0031607
CASP6	NEDD4	0.088982
CASP6	SATB1	0.0083603
PAK1	COL1A1	0.018226
PAK1	CDK5	0.056154
PAK1	SMAD1	0.014785
PAK1	EGFR	0.013385
PAK1	PAK1IP1	0.00091198
PAK1	ACVR1	0.13153
PAK1	SHC1	0.0098099
PAK1	LIMK1	0.062471
PAK1	AKT1	0.0070275
PAK1	YWHAG	0.019793
PAK1	CSNK2A1	0.036655
PAK1	HGS	0.011405
PAK1	NCK2	4.4942e-05
PAK1	GIT2	0.0018458
PAK1	RAF1	0.078593
PAK1	SMAD2	0.00087521
PAK1	OXSR1	0.0038742
PAK1	MAPK1	0.019137
PAK1	PXN	0.0007609
PAK1	NCK1	0.017977
PAK1	PPM1F	0.23221
PAK1	BMX	0.017931
PAK1	CASP1	0.00045837
PAK1	NCF1	0.018564
PAK1	FOXO1	0.04341
PAK1	ARHGEF6	0.050374
PAK1	TGFBR2	6.7864e-05
PAK1	RHOJ	0.065198
DCTPP1	WDYHV1	0.068521
DCTPP1	NIF3L1	0.057675
GARS	IARS	0.074624
GARS	CELSR2	0.013821
CDK5	PPP1R1B	0.021936
CDK5	PCNA	0.11829
CDK5	PAK1	0.056154
CDK5	CDK16	0.076932
CDK5	CDK5RAP1	0.063152
CDK5	TP53	0.02089
CDK5	AMPH	0.00010924
CDK5	GRIN2A	0.00049313
CDK5	ACTN1	0.0061707
CDK5	CSNK1D	0.033294
CDK5	APP	0.00028936
CDK5	SRC	0.028404
CDK5	C1orf61	0.035258
CDK5	MAPK10	0.015454
CDK5	CDC37	0.00682
CDK5	GSK3B	0.0073568
CDK5	CDKN1B	0.025095
CDK5	PURA	0.036048
CDK5	NDEL1	0.09955
CDK5	STXBP1	0.022348
CDK5	CHN1	0.017333
CDK5	NES	0.083216
CDK5	MEF2A	0.092928
CDK5	FYN	0.088332
PTPRH	PTK2	0.0015603
PTPRH	MAPK1	0.00185
PTPRH	PXN	0.026919
COASY	KRT20	0.012713
COASY	RPS6KB2	0.20039
COL18A1	GPC4	0.0021897
COL18A1	GPC1	0.10318
COL18A1	MMP2	0.025389
COL18A1	ITGA5	0.013851
COL18A1	KDR	0.01241
EPS8	CASK	0.044142
EPS8	EGFR	0.0085429
EPS8	AIMP2	0.016318
EPS8	HOOK2	0.024866
EPS8	SHC1	0.0090585
EPS8	DVL1	0.0080751
EPS8	SRC	0.0052205
EPS8	BAIAP2	0.0055202
EPS8	PCM1	0.0067695
WISP1	BGN	0.091296
WISP1	DCN	0.00024719
TACC3	AURKA	0.16305
TACC3	KAT2A	0.058035
TACC3	TTF2	0.01274
MCM4	CDK1	0.1277
MCM4	MCM2	0.10082
MCM4	MCM3	0.093916
MCM4	MCM7	0.021769
MCM4	MCM8	0.03613
MCM4	MCM6	0.049757
MCM4	SSRP1	0.036056
MCM4	CCNA1	0.0052851
FANCL	ACVR1	0.014738
TFAP2C	TP53	0.0058953
TFAP2C	UBE2I	0.0025736
TFAP2C	CITED2	0.0020946
CKAP4	ASCC2	0.025357
GGCX	PROC	0.018096
GGCX	F7	0.0092879
GGCX	F10	0.046914
MYO6	RNF11	0.00059085
POLR2H	POLR2I	0.10672
POLR2H	POLR2C	0.00067738
POLR2H	POLR2G	0.11184
POLR2H	POLR2D	0.0074766
POLR2H	POLR2B	0.030697
EIF4EBP1	BUB1	0.046892
EIF4EBP1	CHTF8	0.0024378
