source	target	weight
MMP3	TIMP3	0.024895
MMP3	CCL2	0.024464
SLC7A11	SLC3A2	0.04853
DSC3	JUP	0.053728
DSC3	PKP3	0.030525
DSC3	PKP4	0.011271
SHCBP1	SHC1	0.019334
POLE2	TLE1	0.006556
POLE2	EEF1A1	0.038407
POLE2	KAT5	0.040715
POLE2	SAP18	0.13387
BCL11A	NR2F2	0.039264
BCL11A	NR2F1	0.079495
MYBL2	CCNA2	0.21204
MYBL2	CCNE1	0.27992
MYBL2	PARP1	0.22385
MYBL2	SKP2	0.15964
MYBL2	TTF2	0.10864
MYBL2	SND1	0.097061
MYBL2	CDC34	0.12453
MYBL2	ZNF622	0.014315
MYBL2	CDK2	0.073431
MYBL2	RBL1	0.2029
MYBL2	LIN9	0.114
MYBL2	NCOR2	0.011672
MYBL2	CREBBP	0.013788
MYBL2	EP300	0.018427
MYBL2	UBB	0.09553
MYBL2	NCOR1	0.065733
MYBL2	CCND1	0.021987
FEN1	CDK1	0.29017
FEN1	BLM	0.29627
FEN1	PCNA	0.33122
FEN1	APEX1	0.12924
FEN1	RAD1	0.070443
FEN1	CDK2	0.076888
FEN1	WRN	0.031447
FEN1	EP300	0.015333
UCHL1	CBX1	0.096639
UCHL1	COPS5	0.037727
UCHL1	HSP90AA1	0.041027
UCHL1	NEDD8	0.029895
UCHL1	RANBP9	0.015461
UCHL1	UBC	0.010237
UCHL1	LAMP2	0.0083792
LYPD3	AGR3	0.068001
SPOCK1	MMP3	0.096216
SPOCK1	MMP14	0.044498
SPOCK1	MMP2	0.032967
CDKN2A	MCM2	0.10899
CDKN2A	CDC6	0.085678
CDKN2A	GMNN	0.063416
CDKN2A	MCM10	0.067438
CDKN2A	TPI1	0.066504
CDKN2A	CDC7	0.068194
CDKN2A	CDK4	0.067582
CDKN2A	MCM5	0.084811
CDKN2A	E2F1	0.068752
CDKN2A	CDKN2C	0.028268
CDKN2A	HSP90AB1	1.6817e-05
CDKN2A	HIF1A	0.022627
CDKN2A	CDK6	0.0042565
CDKN2A	RPS7	0.024087
CDKN2A	CDC5L	0.013208
CDKN2A	PSMC3	0.0072952
CDKN2A	UBE2A	0.0028507
CDKN2A	ZFP91	0.020607
CDKN2A	WRN	0.0013879
CDKN2A	NCL	0.0083753
CDKN2A	CDKN2AIP	0.0073346
CDKN2A	TBRG1	0.041317
CDKN2A	CCNG1	0.030029
CDKN2A	GSPT1	0.027577
CDKN2A	AHNAK	0.030555
CDKN2A	SERTAD1	0.0083144
CDKN2A	EGR1	0.030846
EIF4EBP1	CSNK2A1	0.1221
EIF4EBP1	BUB1	0.14829
EIF4EBP1	RHEBL1	0.075489
EIF4EBP1	RPS6KB1	0.0079597
EIF4EBP1	MAPK14	0.0012758
EIF4EBP1	MAPKAPK5	0.021103
EIF4EBP1	EIF4E2	0.060498
EIF4EBP1	MVD	0.028475
EIF4EBP1	CHTF8	0.022172
EIF4EBP1	MTOR	0.040121
EIF4EBP1	CSNK2A2	0.00021122
EIF4EBP1	AKT1	0.0011694
EIF4EBP1	RPS6KA5	0.032423
EIF4EBP1	PPP2CA	0.10367
FGB	CALR	0.0016232
FGB	FBLN1	0.022314
FGB	FGG	0.051234
MIF	NME1	0.21586
MIF	COPS6	0.14181
MIF	GORASP2	0.07598
MIF	COPS5	0.034938
MIF	ZNF408	0.073973
MIF	TP53	0.027229
MIF	CD74	0.04394
PAICS	CEP76	0.17849
ASF1B	CHAF1B	0.24894
ASF1B	CHAF1A	0.28852
ASF1B	TLK1	0.062811
ASF1B	HIST1H3E	0.010295
ASF1B	TAF1	0.017905
ASF1B	TLK2	0.022918
CENPF	CENPE	0.29022
CENPF	FNTB	0.08295
CENPF	NUP133	0.078609
CENPF	FNTA	0.0079653
CENPF	TOP3B	0.022606
CENPF	CHMP2B	0.045556
KPNA2	CHEK2	0.21617
KPNA2	BRCA1	0.22639
KPNA2	H1F0	0.055161
KPNA2	PAX5	0.050232
KPNA2	PLAG1	0.016564
KPNA2	CDA	9.9247e-05
KPNA2	HSPA4	0.077853
KPNA2	RNMT	0.12094
KPNA2	LEF1	0.051275
KPNA2	KPNB1	0.075592
KPNA2	TP53	0.0083514
KPNA2	NUP50	0.11355
KPNA2	PTMA	0.081419
KPNA2	CASP2	0.082236
KPNA2	RECQL	0.051851
KPNA2	HAP1	0.044348
KPNA2	APOBEC1	0.0070089
KPNA2	NFKBIB	0.0065238
KPNA2	EPB41	0.022267
KPNA2	CREBBP	0.012575
KPNA2	CSNK1A1	0.0038863
KPNA2	EP300	0.0040784
KPNA2	MAGEH1	0.038895
KPNA2	TXNIP	0.09609
KPNA2	NR3C1	0.13744
KPNA2	SGK1	0.029262
KPNA2	ITK	0.03452
S100A7	COPS5	0.00056052
S100A7	EGFR	0.011391
S100A7	RANBP9	0.0024673
S100A7	TGM2	1.6853e-07
S100A7	FABP5	0.00091538
BLM	CHEK1	0.24875
BLM	FEN1	0.29627
BLM	RAD51	0.27628
BLM	CHAF1A	0.24833
BLM	CASP3	0.093791
BLM	TP53	0.025436
BLM	TERF1	0.028687
BLM	FANCD2	0.18199
BLM	TOP3A	0.077512
BLM	WRN	0.048609
BLM	TP53BP1	0.00049411
BLM	SMC1A	0.0074467
BLM	MLH1	0.050337
BLM	MX1	0.0021358
RAD54B	RAD51	0.2121
RAD54B	GORASP2	0.050625
RAD54B	DYRK2	0.058731
RAD54B	PSMA1	0.057855
RAD54B	TRAPPC6A	3.9034e-05
RAD54B	CDC23	0.074359
RAD54B	DMC1	0.057645
ASPM	PLK1	0.25317
TNNT1	TNNI3	0.11139
TNNT1	SMURF1	0.072494
TNNT1	PSMC5	0.034042
TNNT1	TNNI1	0.0031517
TNNT1	TGFBR1	0.0091983
TNNT1	TPM1	0.0084086
TNNT1	PRKG1	0.020307
TNNT1	TNNI2	0.0013093
TNNT1	TNNC1	0.017413
COL5A1	BMP1	0.057608
COL5A1	THBS1	0.015799
COL5A1	DCN	8.99e-05
NCAPD2	SMC2	0.26368
NCAPD2	SMC4	0.18418
PMAIP1	BAX	0.0012209
PMAIP1	BCL2L1	0.00011395
PMAIP1	BCL2	0.013625
PMAIP1	MCL1	0.0017113
PMAIP1	BCL2A1	6.2854e-05
PMAIP1	ZBTB16	0.058251
PMAIP1	PPBP	0.041629
MCM7	MCM2	0.28407
MCM7	CDC6	0.22481
MCM7	MCM4	0.24204
MCM7	PLK1	0.25444
MCM7	DBF4	0.20492
MCM7	FHL2	0.0088618
MCM7	MCM10	0.2659
MCM7	CDC7	0.13816
MCM7	MCM3	0.27322
MCM7	MCM5	0.21816
MCM7	MCM8	0.1623
MCM7	MCM6	0.22907
MCM7	MNAT1	0.049249
MCM7	CDK7	0.0083402
MCM7	RBL1	0.1536
MCM7	RBM8A	0.0091994
MCM7	HIST3H3	0.019414
MCM7	SMC1A	0.02023
MCM7	RB1	0.014523
MCM7	CCNH	0.054149
MCM7	RBL2	0.098779
MCM7	NFKBIA	0.10058
MCM7	MBIP	0.047972
SCG2	UBQLN4	0.00048483
FAM60A	GTPBP3	0.12518
SERPINB3	CTSK	0.045102
SERPINB3	CTSS	0.0064731
PAEP	COPS6	0.0077562
PAEP	XRCC6	0.007107
PAEP	EEF1A1	0.024917
PAEP	PTPRC	0.015582
PAEP	A2M	0.045884
RGS17	OSTM1	0.038151
ADAM12	IGFBP3	0.13378
ADAM12	IGFBP5	0.095636
ADAM12	EGF	0.0016282
ADAM12	PACSIN3	0.019098
ADAM12	YES1	0.0018829
ADAM12	SRC	0.017428
ADAM12	ACTN2	0.11902
ADAM12	PIK3R1	0.030127
ADAM12	SH3D19	0.080376
ADAM12	FSTL3	0.036396
CCNE2	CDK2	0.092558
CCNE2	CDKN1C	0.038493
CCNE2	CDKN1A	0.037372
MFAP2	BGN	0.080547
MFAP2	FBN2	0.0067535
MFAP2	COL4A3	0.028429
MFAP2	ELN	4.2317e-05
GPI	IGFBP3	0.13751
GPI	CSNK2A1	0.15043
GPI	PARP14	0.058124
DDIT4	HSPA4	0.010877
CP	LTF	0.048469
CP	PROC	0.00023385
CP	GAST	0.0017471
CP	PLG	0.0040158
PLK1	CEP55	0.22809
PLK1	CCNB1	0.24999
PLK1	PRC1	0.25404
PLK1	MCM2	0.23366
PLK1	KIF23	0.18049
PLK1	ASPM	0.25317
PLK1	MCM7	0.25444
PLK1	TUBG1	0.24688
PLK1	ECT2	0.20642
PLK1	CHEK2	0.17996
PLK1	TUBB	0.20884
PLK1	MCM3	0.17561
PLK1	MAGED1	0.060608
PLK1	PSMB5	0.21455
PLK1	PSMB3	0.11817
PLK1	PSMB4	0.14101
PLK1	PSMA7	0.084243
PLK1	PSMA4	0.11394
PLK1	NPM1	0.081257
PLK1	CDC25C	0.21579
PLK1	BUB1	0.26318
PLK1	MYT1	0.066345
PLK1	TP53	0.031463
PLK1	WEE1	0.028273
PLK1	PSMA1	0.045207
PLK1	PSMB6	0.05092
PLK1	PSMB7	0.044936
PLK1	PITPNM1	0.012224
PLK1	NUDC	0.04249
PLK1	RECQL5	0.10672
PLK1	PSMB2	0.051237
PLK1	PSMA3	0.017558
PLK1	PSMB1	0.036132
PLK1	GORASP1	0.072029
PLK1	PSMA5	0.059255
PLK1	TSC1	0.12684
ZIC2	GLI1	0.00026118
RPP40	POP1	0.077874
RPP40	RPP30	0.00024694
HES6	CSNK2A1	0.055127
HES6	TLE1	0.00235
NUP155	GLE1	0.06313
HOXA1	MDFI	0.010949
HOXA1	TCF3	0.083433
HOXA1	TRAPPC6A	0.00046025
HOXA1	PLSCR1	0.005652
HOXA1	LPXN	0.033948
HOXA1	EFEMP2	0.019647
HOXA1	GRN	0.043382
ZWILCH	KNTC1	0.23571
ZWILCH	ZW10	0.12748
CDT1	CDK1	0.2305
CDT1	CCNA2	0.25121
CDT1	CDC6	0.26071
CDT1	GMNN	0.25536
CDT1	PCNA	0.1924
CDT1	MCM6	0.23383
CDT1	SKP2	0.15994
CDT1	CDK2	0.073818
CDT1	CDC5L	0.037009
CDT1	UBB	0.094151
PDK1	DLAT	0.019603
PDK1	RPS6KB1	0.038564
PDK1	YWHAQ	0.019279
PDK1	PDHA1	0.010385
HOXB7	GMNN	0.069034
HOXB7	CSNK2A1	0.022638
HOXB7	CREBBP	4.4133e-05
HOXB7	HOXB6	0.032582
HOXB7	EP300	0.0063612
HOXB7	NFKBIA	0.013362
DBF4	MCM2	0.26936
DBF4	MCM7	0.20492
DBF4	CHEK2	0.30401
DBF4	CDC7	0.18122
DBF4	MCM3	0.18583
DBF4	CHAF1A	0.20939
DBF4	MEN1	0.074125
DBF4	NAA38	0.0062609
PI3	CELA1	0.0022803
BAIAP2L1	YWHAG	0.091753
HIST1H2AE	NAP1L4	0.12877
CD24	LYN	0.056617
CD24	SELP	0.065193
CD24	FGR	0.12058
ACTL6A	RUVBL1	0.14615
ACTL6A	TRRAP	0.015776
ACTL6A	SMARCA4	0.05039
ACTL6A	FLII	0.043531
ACTL6A	SMARCA2	0.055977
COL1A2	MMP9	0.10312
COL1A2	P4HB	0.035663
COL1A2	BGN	0.15408
COL1A2	ITGA2	0.053634
COL1A2	ITGB3	0.0057923
COL1A2	SPARC	0.073341
COL1A2	FN1	0.035188
COL1A2	LUM	0.06078
COL1A2	CD44	0.0045999
COL1A2	MYOC	0.043332
COL1A2	DCN	0.00016556
COL1A2	VWF	0.025228
COL1A2	CD93	0.019964
COL1A2	CD36	0.026249
RAD54L	RAD51	0.24903
BIK	BCL2L1	0.0035128
BIK	BCL2	0.015807
BIK	BCL2L2	0.067174
BIK	MCL1	0.019485
BIK	BCL2A1	0.0066297
SYT1	GOLM1	0.018901
SYT1	TFAP2A	0.012881
SYT1	SYT4	0.015832
SYT1	CACNB3	0.0053451
SYT1	STON2	0.014651
SYT1	IRF3	0.0083852
SYT1	SYNCRIP	0.011912
SYT1	NRXN1	0.02065
SYT1	ZDHHC17	0.003276
SYT1	CACNB4	0.00034897
SYT1	CALM1	3.0245e-07
SYT1	NR3C1	0.036827
SYT1	PPARG	0.044604
SHMT2	NDRG1	0.031036
SHMT2	CSNK2B	0.060006
CHGB	POLD1	0.010223
CHGB	MOGS	0.019931
CHGB	POLR2E	0.038419
CHGB	CBFB	0.018669
CHGB	UBTF	0.04007
CHGB	YLPM1	0.0062715
CHGB	SAFB2	0.0028325
CHGB	MARK3	0.010489
CHGB	TWF2	0.026635
CHGB	ATXN2	0.003715
CHGB	RXRG	0.021732
CHGB	PTEN	0.025226
CHGB	S100A8	0.035573
CHGB	MGLL	0.06197
EFNA4	EPHA7	0.005213
EFNA4	EPHA4	0.0065932
EFNA4	EPHA8	0.0016774
EFNA4	MAP2K4	0.034142
EFNA4	EPHA2	0.0078641
INA	GRIN2D	0.024398
INA	STAU1	0.0083824
INA	GRIN1	0.025172
GAPDH	SLC2A1	0.21688
GAPDH	PAFAH1B3	0.21649
GAPDH	TK1	0.1791
GAPDH	PGK1	0.20131
GAPDH	BTBD2	0.082081
GAPDH	PPM1E	0.0029045
GAPDH	HNF4G	0.038535
GAPDH	EGFR	0.017254
GAPDH	PRDX1	0.054308
GAPDH	SUMO4	0.081462
GAPDH	CAMK2B	0.049985
GAPDH	DYNLL1	0.058349
GAPDH	PDIA2	0.037622
GAPDH	FKBP6	0.025635
GAPDH	RAB2A	0.0015721
GAPDH	GRM1	0.02066
GAPDH	ACTB	0.0081034
GAPDH	LAMA4	0.012295
GAPDH	CAMK1	0.051068
GAPDH	ATXN1	0.032828
GAPDH	BPGM	0.012887
GAPDH	KAT5	0.017387
GAPDH	HTT	0.096779
GAPDH	S100A6	0.029685
GAPDH	TPPP	0.10051
GAPDH	SERPINB9	0.059322
GAPDH	MYOC	0.092481
AURKB	NUF2	0.27996
AURKB	NDC80	0.25108
AURKB	CDCA8	0.36686
AURKB	BIRC5	0.30861
AURKB	RACGAP1	0.25408
AURKB	CENPA	0.34301
AURKB	NSUN2	0.12392
AURKB	ANKZF1	0.051844
AURKB	INCENP	0.091081
AURKB	TBL3	0.061277
AURKB	PSMA3	0.022456
AURKB	HIST1H3A	0.025129
AURKB	TGFBR1	0.029931
AURKB	RASA1	0.036709
AURKB	DES	0.102
AURKB	TACC1	0.16309
CLGN	ADAM2	0.0061584
EYA2	SIX1	0.052748
EYA2	SIX4	0.087642
EYA2	GNAI2	0.055352
EYA2	RBPMS	0.064113
PRIM1	TP53	0.016788
PRIM1	MRPL38	0.027209
DNMT3B	EZH2	0.17747
DNMT3B	NCAPG	0.21863
DNMT3B	CBX1	0.19523
DNMT3B	HDAC1	0.11414
DNMT3B	DNMT1	0.13261
DNMT3B	CBX5	0.1152
DNMT3B	HDAC2	0.18144
DNMT3B	DNMT3A	0.15329
DNMT3B	EED	0.048651
DNMT3B	SUV39H1	0.060687
DNMT3B	SUMO1	0.028712
DNMT3B	DNMT3L	0.017472
DNMT3B	SPI1	0.091276
FHL2	MCM7	0.0088618
FHL2	BRCA1	0.010331
FHL2	IGFBP5	0.037116
FHL2	CAPN1	0.012725
FHL2	CKM	0.017479
FHL2	FHL3	0.068367
FHL2	TNFRSF11A	0.013817
FHL2	SLC34A1	0.0048593
FHL2	ESR1	0.012145
FHL2	CREBBP	0.023189
FHL2	PSEN2	0.00094969
FHL2	TTN	0.026643
FHL2	SRF	0.00014107
FHL2	EP300	0.0077001
FHL2	ATXN1	0.004749
FHL2	REV1	0.042116
FHL2	ADAM17	0.0032762
FHL2	TRAF6	0.0167
FHL2	FOXO1	7.6928e-05
FHL2	ITGA3	0.014905
FHL2	CARD8	0.010483
FHL2	ITGB2	0.00054257
FHL2	AK1	0.046659
FHL2	FHL5	0.028401
FHL2	ZBTB16	0.022818
FHL2	FHL1	0.022051
MCM10	KRT15	0.017072
MCM10	MCM2	0.22508
MCM10	CDC6	0.28757
MCM10	CDKN2A	0.067438
MCM10	MCM7	0.2659
MCM10	CDC7	0.14754
MCM10	CEP72	0.14122
MCM10	MCM3	0.19674
MCM10	MCM6	0.28055
MCM10	HAUS1	0.10753
MCM10	TRIM37	0.047648
MCM10	CDK6	0.015774
MCM10	HOOK2	0.015379
MCM10	CDC5L	0.071772
MCM10	DPPA2	0.0072067
MCM10	ZBTB43	0.063549
MCM10	CCND1	0.0074484
MCM10	CALCOCO2	0.11755
MCM10	CCND3	0.13477
MCM10	CDKN1A	0.076992
PCNA	CCNB1	0.31395
PCNA	RFC4	0.35149
PCNA	CDK1	0.30499
PCNA	CDC6	0.27523
PCNA	FEN1	0.33122
PCNA	CDT1	0.1924
PCNA	UNG	0.24839
PCNA	RFC5	0.26374
PCNA	MSH2	0.24769
PCNA	PARP1	0.24472
PCNA	CHTF18	0.15596
PCNA	PRKDC	0.20272
PCNA	DSCC1	0.20996
PCNA	POLD2	0.094445
PCNA	RFC2	0.2183
PCNA	CHAF1A	0.17502
PCNA	CCNO	0.044906
PCNA	CDK5	0.11864
PCNA	RFC3	0.18536
PCNA	LIG1	0.18937
PCNA	HDAC1	0.1683
PCNA	DNMT1	0.24292
PCNA	POLE	0.14182
PCNA	MSH6	0.2014
PCNA	RBBP8	0.13045
PCNA	APEX1	0.11328
PCNA	POLD1	0.060938
PCNA	DHX9	0.061119
PCNA	CDC25C	0.14445
PCNA	TCOF1	0.083533
PCNA	PPP1CA	0.033705
PCNA	HUS1	0.079435
PCNA	SUB1	0.11245
PCNA	CDK6	0.016728
PCNA	POLB	0.085802
PCNA	CDK2	0.055448
PCNA	PTMA	0.078656
PCNA	RAD9A	0.036475
PCNA	XRCC5	0.073804
PCNA	XRCC1	0.024203
PCNA	POLM	0.011966
PCNA	ING1	0.038988
PCNA	YBX1	0.060114
PCNA	WRN	0.022884
PCNA	MUTYH	0.028994
PCNA	MYBBP1A	0.0098208
PCNA	BAZ1B	0.030029
PCNA	APEX2	0.010514
PCNA	XRCC6	0.025553
PCNA	CHTF8	3.2821e-07
PCNA	DNTT	0.0096321
PCNA	RFC1	0.0025634
PCNA	EP300	0.007809
PCNA	GADD45G	0.021191
PCNA	UBB	0.047675
PCNA	ERCC5	0.022868
PCNA	CCND1	0.031554
PCNA	MCL1	0.045884
PCNA	POLI	0.010912
PCNA	CDKN1C	0.039687
PCNA	CCND3	0.16237
PCNA	CDKN1A	0.063351
PCNA	GADD45B	0.15009
NEFL	NEFH	0.0054203
NEFL	YWHAG	0.027974
NEFL	MTMR2	0.024593
NEFL	PIAS4	0.013359
NEFL	CDK5RAP2	0.0015814
NEFL	GRIN1	0.014501
NEFL	BRD7	0.0024982
NEFL	SPTAN1	0.015753
NEFL	TSC1	0.017534
NEFL	VIM	0.025901
POLR2H	POLR2D	0.19905
POLR2H	POLR2I	0.18778
POLR2H	POLR2G	0.15881
POLR2H	POLR2K	0.024208
POLR2H	POLR2E	0.0080308
POLR2H	POLR2B	0.034658
POLR2H	NFKBIB	0.01568
POLR2H	POLR2L	0.025494
GJB3	TJP1	0.017186
CPS1	ARAF	0.00068876
CPS1	RAF1	0.00076238
EPN3	RNF11	0.039242
EPN3	LAPTM5	0.031576
BRIP1	BRCA1	0.3056
INSM1	TUBB3	0.023669
INSM1	CCND1	0.003271
FBXO32	SKP1	0.032286
PTGFRN	CD9	0.0020911
PTGFRN	CD63	0.018176
PTGFRN	CD151	0.021772
PTGFRN	CD81	0.040346
UNG	PCNA	0.24839
SERPINB4	CTSS	0.012603
THY1	ITGAV	0.065339
THY1	ITGB3	0.016715
THY1	FYN	0.011744
THY1	ITGAM	0.0054505
CAPNS2	CAPN2	0.014829
S100P	S100A2	0.018475
S100P	CACYBP	7.2367e-06
S100P	EZR	0.0084227
S100P	S100A4	0.00046986
S100P	AGER	0.0012135
SOX2	NR5A1	0.028241
SOX2	POU2F1	0.045519
PITX2	HDAC1	0.051909
PITX2	LEF1	0.043259
PITX2	KAT5	0.02812
PITX2	PDLIM1	0.061173
CA12	MRPL9	0.0096634
CA12	ATP5C1	0.0087632
CA12	TOE1	9.9303e-05
CA12	CUX1	0.0011107
CA12	SGSM2	0.026783
TUBG1	RACGAP1	0.19457
TUBG1	PLK1	0.24688
TUBG1	BRCA1	0.2152
TUBG1	KRT19	0.013575
TUBG1	NDE1	0.08801
TUBG1	KRT18	0.015548
TUBG1	CENPJ	0.053847
TUBG1	MARK4	0.024298
TUBG1	TUBGCP4	0.050903
TUBG1	CNTN2	0.005861
TUBG1	TUBA1B	0.078062
TUBG1	PXN	0.019366
TUBG1	RASSF1	0.078852
TUBG1	PIK3R1	0.069352
TUBG1	RPGR	0.1186
SIX1	EYA2	0.052748
SIX1	MDFI	0.019141
SIX1	EYA1	0.024053
SIX1	TLE1	0.0075831
SIX1	AES	0.0037591
SIX1	DACH1	0.04772
PLAU	ST14	0.029621
PLAU	F2	0.0001079
PLAU	PLG	0.0024183
PLAU	SERPINB6	0.015647
PLAU	PLAUR	0.1064
PLAU	HGF	0.00082419
PLAU	LRP2	0.015558
LMNB1	MELK	0.16551
LMNB1	CDK1	0.17331
LMNB1	CASP3	0.044121
LMNB1	CASP6	0.0046876
LMNB1	SUMO4	0.042177
LMNB1	LBR	0.056721
LMNB1	URB2	0.039997
LMNB1	PRKCA	0.006495
LMNB1	TOR1AIP1	0.034274
LMNB1	GZMB	0.00021229
LMNB1	GZMA	0.0010992
LMNB1	PRKCB	0.015432
LMNB1	PRKCD	0.053212
LMNB1	LMNA	0.046291
PITX1	DVL3	0.11284
PITX1	NEUROD1	0.0046559
PITX1	NR5A1	0.026618
PITX1	RBPMS	0.099999
PITX1	EGR1	0.056278
LTF	CP	0.048469
LTF	CEL	0.0072813
LTF	LCN1	0.0063361
LTF	LRP1	0.0066295
LTF	CALM1	0.0041032
LTF	CD14	0.020737
LTF	LYZ	0.027891
LTF	ITLN1	1.9657e-05
COL7A1	COL1A1	0.15179
COL7A1	LAMA1	0.12472
COL7A1	LAMB3	0.037013
COL7A1	BMP1	0.054625
COL7A1	MMP2	0.058812
COL7A1	LAMA5	5.0342e-05
COL7A1	FN1	0.00028057
COL7A1	ZC3H7A	0.06428
COL7A1	THBS1	0.0041583
ECT2	CDK1	0.30164
ECT2	RACGAP1	0.24437
ECT2	PLK1	0.20642
ECT2	RHOG	0.071565
COL17A1	DSP	0.046301
COL17A1	CLSTN1	0.064689
COL17A1	ITGB4	0.15282
COL17A1	KRT18	1.8517e-05
COL17A1	ACTN1	0.041048
COL17A1	DST	4.8645e-06
COL17A1	PPL	0.00047584
PRDX4	TTF2	0.054619
PRDX4	PRDX1	0.021596
PRDX4	SUMO4	0.015869
BNIP3	NCBP1	0.042502
BNIP3	BCL2L1	7.7588e-05
BNIP3	TMEM11	0.0065912
BNIP3	BCL2	0.0051085
BNIP3	BNIP3L	0.0010328
BNIP3	CD47	0.02462
HOXC10	EGFR	0.0028954
HOXC10	CDC27	0.0097333
WISP1	BGN	0.093135
WISP1	DCN	0.002724
FANCG	CDK1	0.22005
FANCG	FANCA	0.17038
FANCG	FANCE	0.10369
FANCG	XRCC3	0.083431
FANCG	KRT19	0.010571
FANCG	GABPB1	0.051426
FANCG	ZBED1	0.036156
FANCG	FANCC	0.019475
FANCG	CYP19A1	0.016364
FSCN1	PRKCA	0.01052
FSCN1	PRKCD	0.067839
CA9	CDH1	0.011622
CA9	CTNNA1	0.028915
HIST1H1C	NASP	0.0048943
HIST1H1C	F10	0.034516
RFC5	RFC4	0.30272
RFC5	PCNA	0.26374
RFC5	RFC2	0.21808
RFC5	COPS6	0.11672
RFC5	UNC119	0.045875
RFC5	EEF1A1	0.012951
CXCL9	DPP4	0.0064338
KIF18A	PPP1CA	0.021843
MSH2	EXO1	0.17433
MSH2	PCNA	0.24769
MSH2	CHEK2	0.14229
MSH2	BARD1	0.14919
MSH2	MSH6	0.27938
MSH2	ATR	0.070119
MSH2	SMC1A	0.020626
MSH2	CREBBP	0.0070886
SOX4	SDCBP	0.11986
CD79A	CD19	0.28182
CD79A	BLK	0.16352
CD79A	CD79B	0.077305
CD79A	SYK	0.0015014
CD79A	LYN	6.0361e-05
CD79A	PTPN6	0.00095963
CD79A	FYN	0.013698
CD79A	HCLS1	0.022528
CD79A	PIGR	0.0020191
RNF183	FATE1	0.011034
RNF183	IFFO1	0.048128
RNF183	FBP1	0.017522
XDH	BTN1A1	0.013523
HOXA10	GMNN	0.092954
HOXA10	SIRT2	0.0046919
HOXA10	CREBBP	0.0059525
HOXA10	EP300	0.012991
HOXA10	FOXO1	0.011257
HOXA10	PBX1	0.025109
HOXA10	PTPN6	0.041681
HOXA10	SPI1	0.038675
HOXA10	MEIS1	0.068998
ASCL1	UBQLN1	0.00098622
ASCL1	NEUROG2	0.017088
ASCL1	EP300	0.010121
ASCL1	MEF2A	0.034086
ASCL1	TCF4	0.018213
ASCL1	BMP2	0.011175
FBXO5	CDC20	0.19966
FBXO5	FZR1	0.0086456
FBXO5	EVI5	0.017748
FBXO5	SKP1	0.035401
TIPIN	TIMELESS	0.25414
CHEK2	KPNA2	0.21617
CHEK2	PLK1	0.17996
CHEK2	DBF4	0.30401
CHEK2	MSH2	0.14229
CHEK2	BRCA1	0.20818
CHEK2	CDC25A	0.15506
CHEK2	E2F1	0.098827
CHEK2	CDC25C	0.14273
CHEK2	AATF	0.13014
CHEK2	ATR	0.092142
CHEK2	TP53	0.018904
CHEK2	MDC1	0.045557
CHEK2	PPP2R5D	0.034862
CHEK2	RAD9A	0.053763
CHEK2	NBN	0.035517
CHEK2	TSSK1B	0.025616
CHEK2	ERCC6	0.021161
CHEK2	PPP2R2B	0.00067888
CHEK2	PPP2R2A	0.010981
CHEK2	PPP2R5B	0.055421
CHEK2	PPP2R5A	0.077704
CHEK2	PLK3	0.07628
CHEK2	MRC1	0.084625
MAGEA1	HDAC1	0.045248
MAGEA1	TRIM31	0.016879
MAGEA1	HLA-B	0.0083228
NET1	MAGI1	0.023862
GNG4	GNB5	0.064781
GNG4	GNB3	0.07058
GNG4	GNB2	0.0082718
GNG4	RAF1	0.075573
NONO	MAD1L1	0.031332
NONO	ZNRD1	0.035298
NONO	SPI1	0.041762
NONO	CA2	0.041979
DIO2	USP20	0.0061249
CENPH	KIF2C	0.20797
WDYHV1	TRIP13	0.12823
WDYHV1	NME1	0.19149
WDYHV1	JUP	0.018965
WDYHV1	DCTPP1	0.13098
WDYHV1	RBBP8	0.04694
WDYHV1	SFN	0.0091115
WDYHV1	COIL	0.11186
WDYHV1	HPRT1	0.12133
WDYHV1	CBFA2T2	0.045878
WDYHV1	MDFI	0.0086114
WDYHV1	NECAB2	0.035121
WDYHV1	RPIA	0.036579
WDYHV1	HSD17B14	0.013123
TACC3	AURKA	0.31142
TACC3	KAT2A	0.12027
TACC3	TTF2	0.11293
TACC3	AKAP9	0.013833
TPI1	CDKN2A	0.066504
TPI1	SETDB1	0.052535
TPI1	CFL1	0.04304
TPI1	DDX24	0.011312
TPI1	LIPT1	0.02207
MMP11	PRPF40A	0.021377
EXOSC5	MPP6	0.14791
EXOSC5	LSM5	0.079755
EXOSC5	NUP210	0.067551
EXOSC5	EXOSC3	0.13267
EXOSC5	ZNF558	0.011981
EXOSC5	EXOSC2	0.13352
EXOSC5	PA2G4	0.06571
EXOSC5	EXOSC8	0.013853
EXOSC5	KIAA1217	0.0010424
EXOSC5	EXOSC1	0.049631
EXOSC5	SKIV2L2	0.015798
EXOSC5	POLR2L	0.014633
TPD52	TPD52L1	0.016348
TPD52	ANXA6	0.060197
TPD52	MAL2	0.0075311
CDC7	MCM2	0.19663
CDC7	MCM4	0.1468
CDC7	CDKN2A	0.068194
CDC7	MCM7	0.13816
CDC7	DBF4	0.18122
CDC7	MCM10	0.14754
CDC7	CDK4	0.094478
CDC7	MCM3	0.17565
CDC7	MCM5	0.12199
CDC7	DBF4B	0.082549
CDC7	CDK2	0.069893
CDC7	DIAPH1	0.0087734
CDC7	CDKN1A	0.012442
