gene	p
GSC	5.22e-05
RAD51D	3.42e-05
C20orf196	5.67e-05
NDUFB2	0.00018449
ZNF496	3.87e-06
WRNIP1	3.42e-07
KCNK16	0.00019719
Hist1h2ak	1.85e-08
ALDH4A1	0.0011784
ZNRD1	3.64e-11
HNRNPH1	0.0010515
SLURP1	0.00075862
NOL6	3.08e-07
C1orf27	0.012076
DAXX	0.0012796
AEBP2	0.0081228
PRPF3	0.025609
SNRNP70	9.22e-05
ZNF551	4.53e-09
MMP16	1.82e-09
KRTAP5-8	0.00073856
TXNRD1	0.020577
TMEM74	0.0030751
GJA8	0.0003667
MUC6	0.0010792
FKBP8	0.045452
TUBA1C	0.00020869
DDX52	0.0030116
TLR9	0.0077849
KRT76	0.0011225
PARK7	0.0021146
DNAH8	6.76e-06
OR1F1	0.00073894
GHSR	0.005537
TYW5	7.32e-05
L3MBTL1	1.39e-08
CMBL	0.0023573
OXR1	0.0079249
GFM1	0.00073057
MADCAM1	0.0030629
COG5	0.0052301
KLK14	0.00060937
LBP	0.026913
SDK2	4.09e-05
VGLL4	0.031743
TMED4	5.93e-06
MYLK2	6.46e-05
NOXO1	0.00098164
TEAD2	0.0018624
NIPA1	0.01277
WHRN	0.0012858
LSM10	0.0089219
AP5S1	0.0025989
AFMID	0.0024673
PATJ	0.0004552
METTL4	0.011646
LPIN3	0.00021812
DUX1	0.0048737
SAR1A	0.021548
IL22RA2	4.41e-05
IL19	0.0034262
TEX40	0.0011146
NUDC	0.0014071
NR2E1	0.0083368
KLHL22	0.0010364
RBM39	0.00088313
RAP2B	0.021674
RPL3L	3.69e-05
UGT2B17	0.0055689
SOAT2	0.00014537
ESRRA	8.06e-05
LIN9	5.74e-12
HES5	0.00039609
EXO5	0.0068164
SPRN	0.00035761
GON4L	0.00043136
FAM126A	0.013101
SLC5A11	0.0030203
ZBTB5	0.01986
SYNCRIP	0.0047377
VWCE	0.0019496
DHDDS	6.64e-05
NPRL3	6.35e-05
PARN	0.019386
BAZ1B	2.27e-07
TNNI1	0.0029971
SRRM4	0.00079759
ATPIF1	0.0056638
HDGFL1	0.00027109
TSPAN10	3.39e-05
RAB11B	0.0040673
TBL1Y	0.0015819
ACAD10	1.29e-07
SNCG	0.0017131
WNK4	1.37e-06
TBL3	3.17e-05
fancm	2.71e-05
COPS8	0.00015434
OR10H1	0.0016285
guca1b	2.75e-05
SEPT12	3.59e-05
PCDHA10	0.00066655
ABCB9	0.00089971
COPS7B	3.17e-05
NPRL2	1.42e-05
CHMP1A	0.0076958
CCS	0.014851
NXNL1	0.00067276
ZNF416	0.0014761
ALPI	8.58e-07
MIXL1	0.00036811
RBM15	1.5e-05
NMT1	0.00049814
NETO1	0.00011241
OTOS	5.9e-07
folh1	5.71e-05
RBM14	2.91e-05
KDM5A	0.011693
SLC9B2	0.021677
LHX3	0.00021292
ZFPM1	0.00061003
HCN2	5.26e-05
PDHX	0.031364
CNKSR1	0.033983
KRTAP3-1	0.0034948
CFC1	3.79e-06
ERCC8	6.77e-07
TMEM39B	0.025079
HRG	2.84e-06
ST20	0.00060455
SLIT1	0.00031182
CIDEA	0.0010287
ARHGAP28	0.0010345
TLX1	0.00026056
PSMD12	0.014084
ZNF485	0.00013592
NUP88	0.00026517
KIRREL3	0.0034334
ALPPL2	0.020863
COL6A1	0.00049593
GABRQ	1.95e-06
THEG	0.00041688
kcnd1	0.0016018
SERPINA9	0.0025826
NEURL2	0.020118
CLP1	2.05e-05
PRDM15	8.89e-05
PDE6G	0.001054
LTBR	4.23e-08
TPR	0.0050099
H1FOO	0.00018824
ASCL5	0.0031101
ELOF1	0.002672
ZKSCAN5	0.0024303
arhgap33	6.73e-06
INO80E	0.027763
NUP93	6.85e-06
nkain4	4.93e-06
CDH4	2.28e-06
RDH11	0.00039812
XKR7	0.00034947
ICA1	8.95e-05
ZNF316	1.31e-05
FGF8	0.00052298
HAND2	0.0053845
G6PC3	0.010949
CLIP3	0.0023826
LRRC14	0.000364
CA7	6.65e-05
Hist1h3i	3.82e-07
hist1h2bo	1.28e-07
LETM1	1.21e-05
ONECUT3	0.0026233
RGS14	0.0014317
GADD45GIP1	3.7e-08
GCKR	0.00024939
MAPKAPK5	0.018696
CTCF	0.00032823
SIRT6	1.75e-06
ZNF70	0.00041622
ETV2	0.0010836
PDE10A	0.0011747
KLK4	7.43e-06
DTX3	5.52e-06
FAM89B	0.016247
CYP2C9	0.00078116
TAF1L	0.00093244
MRPL2	0.025275
DRD2	4.37e-07
UBL7	0.013185
SSTR3	4.86e-06
SETD5	0.0011606
SLC6A18	0.00054738
MICALL2	0.001839
FEV	0.00016444
MGA	0.0018757
SLX4	1.41e-05
TLK1	2.14e-09
ca6	4.12e-05
MACROD1	0.0053939
SCN5A	0.0016946
NDUFV2	0.022866
GRIN1	5.22e-06
PRPSAP1	0.0081899
PARG	0.0022493
PUM1	0.00042248
GTF3C4	0.00019216
TRIM54	0.00077274
RAB35	0.00016316
ADCK1	0.0030564
GMFB	0.02303
GRPR	0.00011676
PHF8	2.15e-07
DHRSX	0.0082487
ANKLE1	0.0010084
LCT	0.0032134
EML2	1.73e-05
NLRP4	0.00041378
LIN7B	0.032023
ELK4	6.51e-07
PCYT1A	0.043859
GRM5	2.11e-10
ISLR2	0.0024505
EEF2KMT	0.0044169
TRIM62	3.5e-05
GREB1	1.73e-06
ASIC4	0.00023232
KLHL11	0.0015813
ILVBL	0.010111
DAZAP1	0.0025183
WFDC2	0.026684
rnf219	0.00029831
CBARP	4.47e-06
ABI2	0.00072531
SLC36A1	0.00094345
BRSK2	1.27e-06
RECQL5	5.72e-10
GUK1	0.00020454
calhm1	1.69e-05
DHX16	0.00025472
KSR2	0.00020202
CCDC59	0.022102
GATA1	3.79e-05
SYMPK	0.00046288
SCYL1	5.92e-06
JRKL	0.00092139
CHRNA2	0.002452
USP14	0.0037945
SLC30A2	8.59e-06
DPY19L1	0.019167
KDM1B	0.016545
CCL1	0.00028285
STXBP5L	0.00083958
EXTL1	0.00042089
LANCL2	0.013958
EIF2S2	0.0042218
Spag11a	0.00015954
CACNG1	0.00069128
GALE	0.0021903
C15orf62	6.91e-08
HMX2	0.00012973
DTD1	0.00069717
PKLR	2.89e-06
HDAC6	1.63e-05
MYO3B	0.0017694
GPR173	3.3e-09
TRPM5	0.0011992
TLE1	0.01069
DEDD	0.013058
APEX2	0.0082274
PPCDC	0.042776
FN3K	2.16e-05
USH1G	0.0010164
FBXO24	1.83e-06
TCEB2	8.45e-05
TTC36	0.0014158
SPIRE2	0.00098216
PRDX3	0.001958
OGFOD1	0.00095065
CCDC87	1.26e-05
ANKRD13D	0.0032545
SERPINA10	0.012468
TM9SF3	0.00017361
TLDC2	0.00076904
IGFALS	0.011016
FGF21	0.0002349
CSK	0.027114
MYRFL	5.33e-05
ZNF777	1.48e-07
FGF20	0.025585
SLC13A4	0.0002818
PIP5KL1	0.015864
A4GALT	0.023642
DHRS7C	0.00022477
TPM2	0.00015693
HTR5A	0.00058908
SLC25A48	1.38e-05
MYF6	9.42e-05
ASH2L	0.03157
LMO1	0.00011093
PITX3	0.00070755
slc5a5	0.00048598
SLC29A2	6.84e-06
FAM20C	0.0001138
SERPINA6	0.0058719
UBA5	0.019088
IPO5	0.010299
DSC1	0.0045302
LYPD5	0.0073184
KPNA4	0.012427
SEPT9	0.0056483
EIF1AX	0.048717
ZNF627	0.0013909
GPHB5	4.39e-05
ZRANB3	4.14e-06
SCARB1	0.002898
WNT1	1.29e-05
SARNP	0.002642
THOC7	0.011878
ADCY1	1.26e-05
UBL5	0.00019468
RHEB	0.0011987
DCAKD	1.41e-05
ANHX	9.18e-06
TMCC2	2.34e-05
EIF4E2	0.0033913
CACNA1H	0.00048796
FBXO18	2.17e-05
RPL6	1.7e-05
NOL9	0.0044768
DPPA2	0.027844
HDLBP	7.25e-05
HIST1H3E	0.00016636
GC	0.041866
IPPK	0.00025774
AKR7A2	0.034741
LINC01587	0.00031068
RAB3IL1	0.0081511
JRK	4.11e-05
TP53AIP1	1.78e-05
COQ8B	0.00015265
NRXN1	0.0015173
GRM4	0.00035856
RPS10	1.16e-06
ZGRF1	7.35e-10
PYY	3.55e-06
CDX2	0.00082815
SLC5A8	0.0011317
RAD52	2.79e-05
UPK1A	0.0061054
ACIN1	0.015864
SOS1	0.0014006
MAPK8IP1	0.0041282
psg3	0.0063234
MTSS1	0.00094422
gnrhr2	7.68e-06
SHC4	0.017658
LRRC52	0.00059102
C14orf79	0.0047611
GPR63	0.00034998
CLDN19	0.00012168
NEURL1	4.89e-07
BCAN	2.32e-07
AMN	0.00019163
RPL12	8.45e-05
KIAA1161	0.00043212
ABHD4	0.0065701
SGTA	0.0026159
RIMS4	4.83e-05
ITGAD	0.00060412
CCL25	2.82e-05
CSHL1	7.39e-11
UFC1	0.012589
PCDHA5	0.00030602
hyal3	0.0030552
SSTR5	0.00083351
MAP3K10	0.000479
MYH6	9.57e-06
RNASE7	0.00078889
IL9R	5.28e-05
NDUFB1	0.00032486
PMEL	0.0019316
ZNF345	0.00084549
NOM1	0.029234
PRDM8	0.00020036
NSMF	0.0097789
CYP11B2	0.048911
ACTN3	0.00061009
TINAG	0.013383
BRS3	0.00080086
HDAC8	0.0043752
KHDC3L	0.0022651
CRYBB1	0.0040496
NNT	0.048012
SIRT5	5.29e-08
DRG2	0.0085311
STOX1	0.04395
ANAPC7	0.011707
PDK3	0.021534
SLC30A3	0.008343
C1QTNF3	0.034663
THUMPD2	0.024213
OR2H2	4.64e-05
CACNG8	1.57e-05
znf865	0.00067214
IGSF1	6.5e-06
BABAM1	0.0056132
KIAA0196	0.030902
TBC1D32	0.018004
TSNAX	0.035353
INSL3	5.18e-05
ELAC2	1.79e-06
PSMB2	3.18e-06
CLDN14	0.0014513
KCNH6	0.00078755
hyal4	0.00024613
OSBPL10	2.65e-05
RPL35A	8.41e-05
ASB10	2.47e-08
ERGIC3	2.97e-08
TRPV5	1.96e-06
AMHR2	0.0010373
SRSF1	0.00029965
TMPRSS5	0.0019897
FAF1	0.00081876
MTHFD1	0.00026565
SLC39A3	0.00013864
etv7	0.030129
WNT4	0.0058241
DNAH17	0.0015466
NFKBIB	0.016083
CYP2D6	0.00010672
FOXP3	1.59e-05
NAPEPLD	0.0057789
NMUR2	0.0038131
UTP11	1.7e-05
EDAR	0.023919
TMEM11	0.012507
SLC22A11	0.00051723
METAP1D	5.33e-07
DEFB118	0.0020614
CBLN1	0.0031787
UBE2W	0.0037193
NDUFV3	0.010344
OOEP	0.0061263
GOSR2	3.08e-05
RPS17	2.76e-06
UBE2V2	0.043012
TMEM259	0.0019109
UBE3C	9.88e-09
CCNYL2	0.013769
ZNF821	0.00021889
HTR6	1.76e-06
RAB3GAP2	0.0011952
SCUBE1	0.0025042
RDH8	0.0018089
ROPN1	0.01483
LOXL3	0.027327
B4GALNT2	0.00013305
SPIN3	0.0045177
SLC15A1	6.91e-05
SLC16A8	0.0028691
ZNF207	0.0046993
RDH13	0.008337
ZBTB26	0.0091246
CYP2E1	0.012915
NDUFA3	0.010175
EPHA8	0.00069241
NDOR1	1.5e-06
DLG2	0.018224
PEX1	0.045396
VAMP1	0.0034048
PES1	0.0003882
EP400	0.00068907
CEND1	0.0017662
LPO	0.030271
GPR83	0.013034
QTRT1	0.034845
ATP4B	4.92e-05
KLHL25	0.0037968
CDHR2	0.0021646
CTRC	0.0013204
LPCAT4	0.00011432
NR5A1	0.002837
SRGAP3	2.19e-05
ZC3H3	0.00032617
MCAT	0.01552
ADORA1	0.0031658
UBE2Q1	0.002202
MIR146A	0.0021252
KLHL40	0.0020627
RPL35	0.0009648
IFT20	0.022297
OSER1	0.01338
ARL5C	0.0017644
RIOK3	0.0047818
PET100	0.0064989
CD276	0.0022887
KIF3B	0.018841
STAT2	0.00013539
ZNF229	0.00093072
STK32C	0.028158
ANKH	0.0078574
ZNF81	3.24e-12
IL23A	7.46e-08
TWISTNB	0.0076321
PPP1R8	0.0013156
DOPEY2	0.012041
ZNF518A	0.029388
PLK5	0.00020198
SUPT4H1	0.018867
TNP1	0.00051699
KCNJ4	0.00068704
ZNF783	0.0025675
CASP8AP2	0.022403
PPP1R2	0.0042738
PRM2	0.00011253
DEFB124	6.94e-05
PSMA3	0.00063244
PACS1	0.0015205
SART3	0.00030431
EBP	0.016451
ZNF614	0.018412
MTFMT	0.045074
ABCB7	0.018579
ADAM32	6.14e-05
EPHA10	1.35e-06
SLC13A3	3.79e-05
BCO1	0.0040551
CPNE6	0.00016051
PTMS	0.026285
KATNAL2	0.0027511
KDM4B	0.00044923
NOXA1	0.0039714
PCDHGA1	0.00011369
PDZD3	0.00011843
NKX2-8	0.019236
RBPJL	7.07e-05
MYH13	0.0030939
IL17RE	2.85e-05
POLRMT	0.00010829
CHRD	0.0019613
UBE2J2	0.00026764
ZGPAT	0.049921
ARR3	0.0010293
XRCC6	2.98e-05
COMMD1	0.013463
RNASET2	0.00056815
ecd	0.019307
MC4R	0.0075333
SYT6	0.0024011
RAB40C	0.0011633
FBXW7	0.020388
RBM45	7.49e-05
DNAJC5	0.012297
LYG1	0.0018496
SAMD11	0.016638
KRTAP19-3	1.49e-05
ZNF79	6.56e-07
GPR150	0.0004535
FCER2	0.00076404
PEX26	2.05e-05
DTNB	0.00011649
NEUROD6	0.001095
CCZ1	0.00081372
TGIF2LY	0.00050933
NCOA6	0.0011704
ZP2	0.018752
GRIK5	0.00021661
SRCIN1	1.8e-07
c16orf70	5.94e-05
FOXN4	0.00016283
ZNF837	0.00040434
OTX1	0.00082627
FKBP6	0.00026083
CCDC125	0.043557
PKD1L2	1.03e-07
MEIS3	0.00058378
Hist1h2bn	0.00072632
HCRTR1	1.65e-05
NTM	0.00075777
TM6SF2	0.00045209
POU2F1	2.88e-05
GET4	2.46e-07
TLX3	0.0034159
KCNIP3	1.33e-07
ZIC1	1.3e-05
DACH2	0.023858
OXT	0.012798
ZNF92	1.72e-07
KCNJ9	2.16e-06
SCRT1	5.13e-06
ZNF233	5.24e-05
tp53i13	0.026521
POMT2	0.0043257
OPTC	0.00046001
BMP10	0.00089357
POU3F4	0.00068319
IRS4	0.0032499
RPL37	4e-07
IAPP	0.00082815
ACBD5	0.02
DDA1	0.00044855
PSPN	0.00059214
SMYD1	0.00049859
ATP5L	0.0020793
MYO16	0.031194
ANKRD2	0.0054747
MURC	0.0015532
IDH3G	0.015012
GNG3	0.0059679
SPANXB1	0.02734
TSC22D4	0.013862
AVPR1B	0.0038817
AMACR	6.4e-05
RSPRY1	0.026381
CYB561	0.012635
PPP1R27	0.00071128
CDK12	0.00014353
SSNA1	0.0098429
HKDC1	0.0099169
FGF17	0.0068006
SLC12A5	0.012588
SNAPC2	0.027356
NRG4	3.32e-05
NR1I2	0.002259
ZFHX2	0.00015211
ARHGAP1	5.57e-05
ACHE	0.00071829
BEST2	0.00067249
HFE2	0.00049106
DNMT3L	4.4e-05
znf519	0.013656
PPP2R2B	0.019316
PTPRA	0.0010488
ACY1	0.005853
syt3	0.00012959
BCL2	0.015075
MESDC2	0.00053354
PROZ	0.00058296
CHD6	0.0011866
SLC2A11	0.0042702
PNPO	0.025698
SLC26A1	0.00020467
GPR52	0.0010373
PAPOLG	0.0011448
TOX4	0.0088142
ZDHHC4	0.0015754
ZBTB17	0.0020207
C9orf84	0.00016548
GDF2	0.02704
DESI1	0.046113
USF2	0.0068006
ZNF71	2.14e-05
SLC25A17	0.0042853
BSN	0.0088123
GMNC	0.00075741
CELF5	1.44e-07
MYOM3	1.32e-05
ATG4B	0.0049927
fgf22	4.34e-05
SMCHD1	0.0077346
YLPM1	0.0043594
tmprss6	8.17e-05
GPHA2	0.0011353
RTP3	9.34e-07
FBXL22	0.00070479
FABP1	0.022317
SF3B2	3.51e-05
ZNF497	0.00010194
TMX2	0.015169
POU4F3	0.00019161
APBA3	0.018612
DCAF11	0.016083
MYL7	0.0016783
NSUN3	6.86e-05
KLHL31	1.42e-05
SLC22A1	0.016568
TTC26	0.025663
RAET1E	0.0012404
HIST1H2BB	0.00014206
MAT1A	0.012641
SPATA32	7.58e-05
OSBPL2	0.021598
ABHD1	0.00017187
KRT82	0.00039982
ZNF324B	0.00034592
ASPG	1.68e-05
PINX1	0.015247
FUT7	0.0011959
PEX5L	0.0077944
TBKBP1	0.0069076
DGKB	0.0049055
NDUFS1	0.0036133
FBXO2	0.011582
ARCN1	0.011937
CLCA1	0.0073591
PIP4K2B	7.49e-05
SCN10A	0.00019305
PCDHB8	0.00635
BSND	3.51e-05
UNC5A	0.00072425
KAZALD1	0.0059212
POU2F2	0.020851
GLP1R	2.4e-05
TCEB3B	7.91e-07
HOXC5	0.0029612
SUN1	0.013106
WASL	0.00055155
NTSR2	0.0004182
PLA2G6	0.0030797
GPR101	0.0050713
RPL7	7.77e-06
STK24	4.63e-05
RPS16	4.35e-05
YJEFN3	0.03194
CACNG2	7.42e-05
ZNF3	7.97e-05
SF3B1	0.0092071
ZFP41	0.0059699
EMC1	0.001514
LIN52	0.013971
CEP41	3.34e-05
RNF5	0.0029982
SLC8A2	0.021976
STYX	5.36e-05
ART1	0.00011436
cox11	0.026679
hmga2	3.33e-09
CSRP3	0.00018661
WDR90	8.69e-05
ENPP7	0.021365
LMAN2	0.00059358
DCST1	0.0039631
LHX5	0.0010687
GALNS	0.0026526
CARNMT1	0.0033694
CADPS	0.018649
NEUROD2	0.00015496
SLC45A2	3.29e-06
MDGA1	0.0029581
gip	0.00078912
VWA1	0.00010086
MYBPH	0.00046643
SEMA3B	0.0090669
LCN1	0.038349
RPS6KA6	0.0031806
BCAT2	0.0092903
FAM96B	0.011387
LTN1	0.0014612
TBCD	0.0014807
MRPL57	0.0083
GRK2	0.0021665
MAP2K7	0.00024588
PAXBP1	0.032788
PFN4	3.79e-06
SAFB	0.017273
PIANP	6.95e-05
METTL22	0.0018578
IL1F10	0.0023229
JAK3	1.71e-06
GGN	1.66e-05
SRCAP	7.81e-06
Lrtm1	0.0096655
kcnh3	0.0053128
DOCK1	0.00077151
RAB2A	0.027378
ATP6V1G2	0.021857
CATSPERG	2.25e-05
VPS50	2.57e-06
CHRNA4	7.63e-06
MBD1	0.00041713
EPS15L1	1.53e-05
RSG1	0.00039327
UTP15	0.024908
TIAM2	0.03302
POFUT2	3e-05
SARDH	1.15e-05
KCNA7	2.36e-06
TMEM63A	0.02279
GPR62	0.03776
NPC1L1	6.56e-05
GPR6	0.00014259
ZNF775	3.63e-05
ZNF366	0.0065405
NCR2	0.00017259
GPR3	0.0046234
NSL1	0.00024778
GML	0.0033734
GLTSCR2	0.029878
UBXN2A	0.040518
LOR	0.0018805
MMP17	0.021511
PSMA2	0.014283
VMA21	2.27e-05
TAF1	0.0059139
G3BP1	0.0015455
PMS1	2.87e-05
OR1D2	0.00087304
ENHO	0.036174
TLX2	0.00031285
IGSF5	0.00069548
EIF3K	0.042121
GPR25	0.0035202
PIAS2	0.0296
ZNF480	0.0001129
KAAG1	0.0096247
ALK	0.014397
polr3g	0.00016538
AFG3L2	0.047307
OR1G1	5.06e-05
IRF4	0.0028327
SNRPN	0.00040921
DRAXIN	0.00013913
RTP5	0.010175
CTU2	0.00018181
KCNK10	0.00030727
SEC31A	0.01744
PUM3	0.0055737
MPZ	0.0033134
CELA1	0.0055429
GLG1	0.025812
DAB1	0.02335
TSR3	0.0013334
PROK1	3.98e-05
DMC1	5.1e-05
ZSWIM4	0.0059882
LAS1L	0.00099298
USP48	0.0067573
PSMB1	0.0035415
EDRF1	0.0015546
ZNF283	0.017273
CYP2W1	0.032663
ANP32C	0.0014158
APC2	0.00010645
TXNDC2	0.00032151
ASB7	0.0032773
H2AFV	0.038524
TCHP	0.0032169
NPFFR1	0.016722
TMIGD2	0.022241
ASCL3	0.0037235
GLI4	0.00019678
WNT6	3.17e-06
MOGAT2	8.78e-06
GRM2	0.00034693
PICK1	0.0045039
ZNF527	0.00063908
SPN	0.013278
PYDC1	0.0055383
ANP32B	0.044181
TEX11	5.14e-05
prkcg	0.00035888
TLN2	0.0026855
FOXD2	0.0010031
MPDU1	0.040215
atf2	0.0016525
CELSR1	0.00027565
KRTAP4-2	0.0012078
ERC1	0.0079072
NCAM1	0.0052122
CDAN1	0.0013514
NHLH1	0.01136
NPBWR1	0.0051476
LYZL6	0.0031783
Apoc3	0.00058146
PDZD7	0.0015262
EFNA2	0.00016463
REG3G	0.0027899
PHKG1	0.00099644
ADAM2	0.022945
SAG	0.0068257
TNFRSF4	0.0072255
RFPL3	0.0084728
NOX1	1.41e-07
CROT	0.012497
ZBTB6	0.02687
SLC10A1	0.0040068
CETN1	0.0024764
RBM8A	0.035295
PLG	3.91e-05
CHERP	0.00052164
NANOS2	0.00010254
SPPL3	0.027277
cacng6	0.0056635
LMAN1L	0.0028351
TCL1B	0.0018071
NLRP6	0.00084669
PCDHGB5	0.0019599
PDE11A	0.00010614
GABRG2	0.0022973
KCNQ3	0.020581
USP49	1.29e-08
GPR31	0.0024731
OTOP2	0.0043604
SEMA4G	0.014013
CHRNG	0.016421
TBX6	3.89e-05
ATP8B3	0.00037534
IFNE	0.00020068
DYRK1B	0.012727
NCSTN	0.001576
TNK2	0.00010355
DCD	0.010067
ZNF557	0.0092202
CNR2	0.024442
TRH	0.013063
KIR2DS3	0.0071784
MVK	0.00011066
CHRNA3	0.015989
MAPT-AS1	2.18e-06
barx2	0.01065
RPS27A	0.00031514
KIF5A	0.00037302
NTN5	9.43e-05
TKFC	0.0047433
LACRT	0.0008647
FBXL20	0.047549
PCDHB18P	0.00046067
SSUH2	0.011526
HCN4	0.0043415
SPTBN5	0.024273
NPY	0.022243
PRSS37	0.001058
HOXB1	0.00089326
DRD5	0.035838
ASB12	0.017879
NPAP1	0.012911
ACPT	0.026682
GABRD	0.0045145
ZNF891	0.0029762
UBA1	0.0013725
TMEM107	0.045058
ONECUT1	0.00018693
PKHD1	1.8e-05
APOBEC3D	0.00041692
CFL1	0.00070542
CRHR1	4.9e-05
cfap73	0.0059958
OTOR	0.037088
VWA9	8.94e-05
PCSK4	0.00090525
CA10	0.041423
MVD	0.047631
TUBGCP2	0.0013942
SLC28A1	0.00027879
GALNTL6	0.00031424
FNDC5	0.021044
FRMPD3	0.014912
fut5	0.014659
TEX261	0.017576
PHF12	0.031807
TTBK1	0.0047438
HTR1D	0.00067249
rnaseh2c	0.015706
SLC30A10	0.019411
HPS4	0.023689
COQ6	0.035819
AGXT	3.88e-06
ERI2	4.44e-05
MYO3A	3.36e-05
RBP3	0.0020943
CEP135	0.046618
GCM1	0.0024805
MSI1	0.041925
CCKAR	0.00025747
TBX10	0.0010474
zbed4	0.02896
GPT	0.024148
abca2	0.017656
ZAN	0.00026976
ATAD2B	0.015167
RPL10L	0.037117
RFFL	0.0010701
ZNF445	0.00053696
FOXH1	0.00056815
PMFBP1	0.034665
ZBTB32	0.024956
NMRK2	0.026072
BLOC1S3	0.010039
HOXA6	0.028374
KCNIP4	0.014678
USP34	0.033665
GALNT8	0.009243
SBF1	0.00043889
WDR83	0.015302
SIRT2	0.026613
POLR1E	0.030103
IL17B	0.042449
APOA5	0.00020132
RAX2	0.015908
P2RX2	8.09e-05
KLK2	0.00018187
ZNF335	0.0011113
OBSL1	0.011399
SMCP	0.018616
ANKS4B	0.00475
KLF12	0.0024886
ZNF749	2.28e-05
EBF3	0.0090139
KRT25	3.93e-05
SLC6A11	4.64e-06
OPRL1	0.0015925
RBFOX2	0.0456
ABO	0.023578
PPP1R3F	0.0047951
SIM1	2.42e-05
ZNF646	0.040198
ARHGEF4	0.0028179
MTAP	0.011111
C1orf68	0.00045204
MAPT	0.034677
PHKG2	0.00026594
HAAO	0.015996
ZNF789	0.0073177
rhd	0.0003503
TP53BP1	0.0055355
DOHH	0.0065888
NKX6-1	0.015801
PURB	0.0095191
ADAM22	3.16e-05
KRT74	0.0023863
CYB5RL	8.7e-06
KIAA1614	0.010974
KDM8	6.5e-05
SYNE2	0.028958
MOV10L1	0.00014095
PGD	0.00069119
TCP10L	0.00024966
znf605	0.025702
NPHS1	0.0027269
SHANK1	0.014734
NDUFAF7	0.02851
CABP5	0.0020792
SUGP1	0.0097373
SSTR4	0.0010747
MGAT5B	0.0095439
DUSP21	0.0013667
rnf151	0.01161
HAPLN4	0.011233
KLF17	0.00053471
METTL6	3.17e-07
CNTN2	0.00099176
GSX1	0.0044254
GAPDHS	0.0012398
LHFPL5	0.00024239
PYGB	0.027705
GABRB1	0.015535
kras	0.0092079
KCNAB3	0.012666
DYNLL2	0.047172
CACNA1S	0.01323
AMER3	0.00021043
ZNF552	0.0013108
TGM4	5.19e-07
OR6A2	0.00015933
TPSG1	0.018708
TRAPPC3	0.014352
WWOX	0.021557
GPR156	4.58e-05
EPO	0.001763
PHF21A	0.015702
GABRR2	0.0045227
IL25	0.0028818
MEF2D	0.03047
RPAIN	0.0012037
ART5	0.0076757
NKX2-3	0.01111
NBAS	0.0072912
RPAP1	0.038638
ST3GAL3	2.05e-05
RTN4RL2	0.0010995
ZKSCAN3	0.00099402
SLC17A7	0.0028274
RNF144A	0.025649
AGAP2	0.00055791
COG6	0.017977
PADI2	0.00034759
ZACN	0.013351
CRYBA1	0.0017966
GBX1	0.015291
GIT1	0.044429
ZNF484	0.00046481
ZNF619	0.011415
OR51I2	0.0012636
OPRPN	6.79e-05
KXD1	0.00012079
OXER1	0.016005
PRKACG	0.0049723
LPAR4	0.00086733
FGFRL1	0.0073424
NR6A1	0.00025829
DMRTA1	0.024787
DMP1	0.00015436
GDF9	0.0072237
GSG1L	0.01013
HRH3	0.0051145
NT5C1A	0.0012478
CACNA1G	2.96e-05
GAL3ST3	0.0024279
SETD4	0.0058518
GRK1	0.030819
NEUROD4	0.014758
ASB3	0.0074823
FAAP20	1.67e-05
LGALS13	0.013124
SNX32	0.0012325
PAX2	0.00017418
GLS2	0.013499
POU3F3	1.37e-06
CCDC36	0.00020385
MOGAT3	0.00053644
CROCC	0.017539
ZNF668	0.00068062
CPN1	0.039295
GDPGP1	0.0026229
PRLR	0.0023654
SAMM50	0.0035367
COPB1	0.0025737
NUDT14	0.039824
ZNF444	0.0486
PDHA2	0.0010357
SLC4A7	0.004237
TYW1	0.049799
ANKRD17	0.042422
IGHMBP2	0.0019234
PHC3	0.033185
ZBTB8B	0.0087568
CHRNA6	0.00067019
FOXD3	3.46e-05
sbno1	0.015068
TRIM40	0.0030297
SMTNL1	0.010817
Krtap11-1	0.0010242
ZSCAN10	0.00067822
UTS2R	0.026046
SP3	0.00091532
TACR3	0.0019938
GCGR	0.024314
SLC23A2	0.0026174
GUCA2A	0.034397
OVOL3	0.019661
DDX42	0.001392
DYNC1H1	2.56e-05
B3GAT2	0.0090779
KCNA2	0.00051042
NKAIN3	0.00078025
CRTC1	0.0075098
VRK3	5.2e-05
NPAS3	0.00055402
VAC14	0.013456
MAPK8IP3	0.016312
CHTF8	0.029166
RRBP1	0.037767
BHLHE23	0.0020889
ZNF160	0.014133
ABCG8	0.0039653
OTX2	0.0020295
NCDN	0.00086853
ZNF771	4.2e-05
KRT37	0.0014038
GRIA3	0.002233
ALDH1L1	0.026828
GDF3	0.0014854
PARP10	0.00084925
ZNF554	0.0088127
CNGB3	1.42e-05
BAZ2A	0.001908
MLN	0.0074695
DRD4	0.017566
TBX18	1.36e-07
OR10J1	0.0025927
H1FNT	0.0014616
RPL39	2.6e-05
EVI5L	0.0018009
ADCY2	0.0084452
TMEM184B	0.045763
KIF19	5.36e-05
MAS1L	0.00066172
CHRM2	0.0082681
HTR4	5.19e-05
KCNK4	0.0052555
SYNGAP1	0.0011995
TEX19	0.0028799
INSM2	0.0042178
KLHL17	0.00033636
CCDC61	0.0027156
TBC1D22B	0.0016949
FAM192A	0.005537
SERPINB10	0.00050521
